,ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,im_n_incr_cash_equ
0,300014.SZ,20190429,20190429,20190331,1,1,,,928191704.7,36956786.24,,,,,,,,,,,,154001906.83,1119150397.77,575478259.02,221960820.08,13267095.92,,,,,,128348013.13,939054188.15,180096209.62,,,191114644.5,2768440.0,,193883084.5,302146926.2,20000000.0,,,,322146926.2,-128263841.7,353060000.0,,179990000.0,533050000.0,,338649917.51,27610952.97,,159542660.19,525803530.67,7246469.33,-1124651.86,57954185.39,969273142.32,1027227327.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,300014.SZ,20190429,20190429,20181231,1,1,582938350.55,89394709.77,3159214422.94,227133969.07,,,,,,,,,,,,156298049.47,3542646441.48,2069577915.74,632843346.85,137300619.13,,,,,,268429813.09,3108151694.81,434494746.67,,74635556.32,67429548.0,9115040.39,46681.43,151226826.14,805990857.12,9493728.0,39606711.23,,,855091296.35,-703864470.21,2234145597.11,,639980000.0,2929055597.11,-74002836.7823,763708092.77,182000335.05,,986975059.51,1932683487.33,996372109.78,3181101.54,730183487.78,239089654.54,969273142.32,54930000.0,54930000.0,,84279463.72,209535644.69,28591855.9,6781712.34,,,1131810.06,359801.35,,-364569367.11,-52532328.24,70823442.73,-282332250.22,-713362609.02,812706164.33,-39251654.18,434494746.67,,,315158365.39,969273142.32,239089654.54,,,730183487.78
2,300014.SZ,20190429,20190429,20181231,1,1,582938350.55,89394709.77,3159214422.94,227133969.07,,,,,,,,,,,,156298049.47,3542646441.48,2069577915.74,632843346.85,137300619.13,,,,,,268429813.09,3108151694.81,434494746.67,,74635556.32,67429548.0,9115040.39,46681.43,151226826.14,805990857.12,9493728.0,39606711.23,,,855091296.35,-703864470.21,2234145597.11,,639980000.0,2929055597.11,,763708092.77,182000335.05,,986975059.51,1932683487.33,996372109.78,3181101.54,730183487.78,239089654.54,969273142.32,54930000.0,54930000.0,,84279463.72,209535644.69,28591855.9,6781712.34,,,1131810.06,359801.35,,-364569367.11,-52532328.24,70823442.73,-282332250.22,-713362609.02,812706164.33,-39251654.18,434494746.67,,,315158365.39,969273142.32,239089654.54,,,730183487.78
3,300014.SZ,20181029,20181029,20180930,1,1,,,2154414918.75,216994469.39,,,,,,,,,,,,107301244.66,2478710632.8,1568997120.73,459831388.67,112605172.73,,,,,,215072085.66,2356505767.79,122204865.01,,74635556.32,67429548.0,223604.28,,142288708.6,631437764.2,,56230000.0,10040.0,,687677804.2,-545389095.6,1992145597.11,,489990000.0,2557065597.11,-134090363.9814,482102332.18,144728228.02,,602765407.35,1229595967.55,1327469629.56,3537213.93,907822612.9,241761906.67,1149584519.57,74930000.0,54930000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,300014.SZ,20180731,20180731,20180630,1,1,163200803.33,41124602.48,1245619355.37,39261154.02,,,,,,,,,,,,71321778.13,1356202287.52,808327189.33,297202053.61,86877147.59,,,,,,141797418.54,1334203809.07,21998478.45,,,67429548.0,201604.28,,67631152.28,589960831.24,,30230000.0,,,620190831.24,-552559678.96,822518343.56,,91000000.0,968448343.56,-416730761.8408,241908393.75,81673117.38,,8932057.35,332513568.48,635934775.08,-165934.25,105207640.32,239089654.54,344297294.86,54930000.0,54930000.0,,57652887.31,98912140.76,10997927.62,2409031.64,,,853973.5,193108.96,,-79343871.64,-6524971.86,-500030.62,-215381948.65,-529277710.55,477682536.17,,21998478.45,,,,344297294.86,239089654.54,,,105207640.32
5,300014.SZ,20180413,20180413,20180331,1,1,,,531590674.1,14642830.09,,,,,,,,,,,,20853029.82,567086534.01,327275693.99,157657216.08,36217334.68,,,,,,73223739.75,594373984.5,-27287450.49,,,,79881.28,,79881.28,280782448.02,,30050000.0,10040.0,,310842488.02,-310762606.74,369022780.98,,41000000.0,464952780.98,-323020307.6054,2796780.0,14533102.32,,,17329882.32,447622898.66,-1679931.0,107892910.43,239089654.54,346982564.97,54930000.0,54930000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,300014.SZ,20180320,20180320,20171231,1,1,433069910.78,59342061.87,2232841050.87,57878959.28,,,,,,,,,,,,296540790.66,2587260800.81,1651502412.23,535597092.13,117150939.15,,,,,,202020638.31,2506271081.82,80989718.99,,,17431596.15,7880009.36,8507377.22,33818982.73,1389950425.0,239477096.97,143850942.41,,,1773278464.38,-1739459481.65,1572886678.89,,531502342.24,2253991057.06,-867844706.4651,708961254.76,132696374.03,,30000000.0,871657628.79,1382333428.27,-788216.96,-276924551.35,516014205.89,239089654.54,149602035.93,,,66119722.69,116653630.52,15808838.56,4037266.38,,,7561421.58,,,-193428655.25,-33762664.28,759815.32,-476189555.39,-526235950.83,569080208.79,38173668.25,80989718.99,726070000.0,,,239089654.54,474392205.89,,41622000.0,-276924551.35
7,300014.SZ,20171026,20171026,20170930,1,1,,,1658247275.83,51730901.83,,,,,,,,,,,,296877199.04,2006855376.7,1264309505.52,403160501.4,170121736.53,,,,,,190343508.65,2027935252.1,-21079875.4,,,17431596.15,2125500.0,8507377.22,28064473.37,1172200988.71,285263239.01,,1750000.0,,1459214227.72,-1431149754.35,1698683778.92,,62434479.2,1787453398.12,-773821113.3752,363748421.54,217356416.86,21308003.85,,581104838.4,1206348559.72,-4018977.05,-249900047.08,516014205.89,266114158.81,26335140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,300014.SZ,20170801,20170801,20170630,1,1,267180283.64,21048459.08,1143924100.34,41789569.65,,,,,,,,,,,,285424585.78,1471138255.77,976808708.24,293322910.59,129457216.47,,,,,,146236233.1,1545825068.4,-74686812.63,,,17431596.15,1929000.0,8507377.22,27867973.37,854592261.58,256167596.97,,1750000.0,,1112509858.55,-1084641885.18,1221250409.98,,52432062.24,1300017612.22,-560851486.6517,197983977.28,142137886.43,21308003.85,,340121863.71,959895748.51,-2635564.22,-202068513.52,516014205.89,313945692.37,26335140.0,,,24783647.0,51884333.69,4208204.46,3044187.41,,,-384353.59,4101120.53,,-126577546.59,-3769033.85,-1385365.02,-169785330.77,-42756135.44,-106279283.18,,-74686812.63,,,,313945692.37,474392205.89,,41622000.0,-202068513.52
9,300014.SZ,20170801,20170801,20170630,1,1,267180283.64,21048459.08,1143924100.34,41789569.65,,,,,,,,,,,,285424585.78,1471138255.77,976808708.24,293322910.59,129457216.47,,,,,,146236233.1,1545825068.4,-74686812.63,,,17431596.15,1929000.0,8507377.22,27867973.37,854592261.58,256167596.97,,1750000.0,,1112509858.55,-1084641885.18,1221250409.98,,52432062.24,1300017612.22,-370160692.2524,197983977.28,142137886.43,21308003.85,,340121863.71,959895748.51,-2635564.22,-202068513.52,516014205.89,313945692.37,26335140.0,,,24783647.0,51884333.69,4208204.46,3044187.41,,,-384353.59,4101120.53,,-126577546.59,-3769033.85,-1385365.02,-169785330.77,-42756135.44,-106279283.18,,-74686812.63,,,,313945692.37,474392205.89,,41622000.0,-202068513.52
