,ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,im_n_incr_cash_equ
0,601328.SH,20190430,20190430,20190331,2,1,,,,,346108000000.0,,,,,,,80792000000.0,,61157000000.0,,30188000000.0,540302000000.0,,12015000000.0,12025000000.0,220916000000.0,,,56575000000.0,,13521000000.0,547600000000.0,-7298000000.0,,114757000000.0,18535000000.0,4632000000.0,,137924000000.0,13191000000.0,198061000000.0,,,,211252000000.0,-73328000000.0,,21545000000.0,,21545000000.0,,6060000000.0,584000000.0,,,6644000000.0,14901000000.0,-1469000000.0,-67194000000.0,243492000000.0,176298000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,601328.SH,20190330,20190330,20181231,2,1,74165000000.0,,,,442330000000.0,,,,,,,328867000000.0,,11403000000.0,,38164000000.0,955025000000.0,,29005000000.0,31965000000.0,326960000000.0,,,196714000000.0,,40601000000.0,831133000000.0,123892000000.0,,542954000000.0,81673000000.0,745000000.0,,625372000000.0,31343000000.0,694169000000.0,,,,725512000000.0,-100140000000.0,,41846000000.0,,42971000000.0,,20332000000.0,36115000000.0,72000000.0,,56447000000.0,-13476000000.0,4297000000.0,14573000000.0,228919000000.0,243492000000.0,1125000000.0,1125000000.0,,43514000000.0,,,,,,-15000000.0,,-6527000000.0,-517000000.0,3952000000.0,78000000.0,,-439150000000.0,511275000000.0,,123892000000.0,,,,243492000000.0,228919000000.0,,,14573000000.0
2,601328.SH,20190330,20190330,20181231,2,1,74165000000.0,,,,442330000000.0,,,,,,,328867000000.0,,11403000000.0,,38164000000.0,955025000000.0,,29005000000.0,31965000000.0,326960000000.0,,,196714000000.0,,40601000000.0,831133000000.0,123892000000.0,,542954000000.0,81673000000.0,745000000.0,,625372000000.0,31343000000.0,694169000000.0,,,,725512000000.0,-100140000000.0,,41846000000.0,,42971000000.0,16158381981.4795,20332000000.0,36115000000.0,72000000.0,,56447000000.0,-13476000000.0,4297000000.0,14573000000.0,228919000000.0,243492000000.0,1125000000.0,1125000000.0,,43514000000.0,,,,,,-15000000.0,,-6527000000.0,-517000000.0,3952000000.0,78000000.0,,-439150000000.0,511275000000.0,,123892000000.0,,,,243492000000.0,228919000000.0,,,14573000000.0
3,601328.SH,20181027,20181027,20180930,2,1,,,,,291458000000.0,42786000000.0,,,,,,226145000000.0,,45406000000.0,,45829000000.0,723114000000.0,,22274000000.0,15958000000.0,312784000000.0,,,146941000000.0,,56003000000.0,596826000000.0,126288000000.0,,576344000000.0,63048000000.0,1021000000.0,,640413000000.0,22633000000.0,766393000000.0,,,,789026000000.0,-148613000000.0,,25902000000.0,,27027000000.0,,14895000000.0,24214000000.0,65000000.0,,39109000000.0,-12082000000.0,2811000000.0,-31596000000.0,228919000000.0,197323000000.0,1125000000.0,1125000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,601328.SH,20180824,20180824,20180630,2,1,40994000000.0,,,,313252000000.0,,,,,,,148413000000.0,,45821000000.0,,35484000000.0,588047000000.0,,16685000000.0,15671000000.0,244317000000.0,,,99817000000.0,,58853000000.0,511840000000.0,76207000000.0,,427821000000.0,42245000000.0,302000000.0,,470368000000.0,12185000000.0,527983000000.0,,,,540168000000.0,-69800000000.0,,21056000000.0,,22181000000.0,-8457367516.3261,4895000000.0,2494000000.0,59000000.0,,7389000000.0,14792000000.0,931000000.0,22130000000.0,228919000000.0,251049000000.0,1125000000.0,1125000000.0,,16666000000.0,,,,,,-11000000.0,,-5052000000.0,-157000000.0,-351000000.0,78000000.0,,-241770000000.0,298883000000.0,,76207000000.0,,,,251049000000.0,228919000000.0,,,22130000000.0
5,601328.SH,20180428,20180428,20180331,2,1,,,,,316736000000.0,29958000000.0,,,,,,74151000000.0,,52047000000.0,,14210000000.0,487102000000.0,,11333000000.0,6660000000.0,149483000000.0,34127000000.0,,48175000000.0,,43424000000.0,473182000000.0,13920000000.0,,94845000000.0,17409000000.0,240000000.0,,112494000000.0,4470000000.0,157603000000.0,,,,162073000000.0,-49579000000.0,,9432000000.0,,9432000000.0,,4895000000.0,666000000.0,,,5561000000.0,3871000000.0,-3041000000.0,-34829000000.0,228919000000.0,194090000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,601328.SH,20180428,20180428,20180331,2,1,,,,,316736000000.0,29958000000.0,-13004000000.0,,,,,74151000000.0,,,,14210000000.0,422051000000.0,,11333000000.0,6660000000.0,149483000000.0,34127000000.0,,48175000000.0,,43424000000.0,408131000000.0,13920000000.0,,94845000000.0,17409000000.0,240000000.0,,112494000000.0,4470000000.0,157603000000.0,,,,162073000000.0,-49579000000.0,,9432000000.0,,9432000000.0,,4895000000.0,666000000.0,,,5561000000.0,3871000000.0,-3041000000.0,-34829000000.0,228919000000.0,194090000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,601328.SH,20180330,20180330,20171231,2,1,70691000000.0,,,,422830000000.0,89270000000.0,,,,,,289544000000.0,,90106000000.0,,46555000000.0,939986000000.0,,26966000000.0,27651000000.0,374620000000.0,,,171305000000.0,,144516000000.0,929259000000.0,10727000000.0,,355053000000.0,80397000000.0,1111000000.0,,436561000000.0,29271000000.0,530249000000.0,,,,559520000000.0,-122959000000.0,,90028000000.0,,91972000000.0,123978202894.373,29395000000.0,32095000000.0,33000000.0,,61490000000.0,30482000000.0,-5727000000.0,-87477000000.0,316396000000.0,228919000000.0,1944000000.0,1944000000.0,,31469000000.0,,,,,,-123000000.0,,5756000000.0,-3216000000.0,-3889000000.0,375000000.0,,-628367000000.0,591329000000.0,,10727000000.0,,,,228919000000.0,316396000000.0,,,-87477000000.0
8,601328.SH,20171028,20171028,20170930,2,1,,,,,391261000000.0,79589000000.0,4464000000.0,,,,,215451000000.0,,,,33741000000.0,724506000000.0,,21075000000.0,21894000000.0,323643000000.0,6118000000.0,,124768000000.0,,82388000000.0,695837000000.0,28669000000.0,,263228000000.0,62246000000.0,614000000.0,,326088000000.0,18779000000.0,420765000000.0,,,,439544000000.0,-113456000000.0,,61096000000.0,,63065000000.0,,28906000000.0,27364000000.0,18000000.0,,56270000000.0,6795000000.0,-4611000000.0,-82603000000.0,316396000000.0,233793000000.0,1969000000.0,1969000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9,601328.SH,20171028,20171028,20170930,2,1,,,,,391261000000.0,79589000000.0,,,,,,215451000000.0,,89308000000.0,,33741000000.0,809350000000.0,,21075000000.0,21894000000.0,323643000000.0,6118000000.0,,124768000000.0,,82388000000.0,780681000000.0,28669000000.0,,263228000000.0,62246000000.0,614000000.0,,326088000000.0,18779000000.0,420765000000.0,,,,439544000000.0,-113456000000.0,,61096000000.0,,63065000000.0,,28906000000.0,27364000000.0,18000000.0,,56270000000.0,6795000000.0,-4611000000.0,-82603000000.0,316396000000.0,233793000000.0,1969000000.0,1969000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
