,ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,im_n_incr_cash_equ
0,600119.SH,20190430,20190430,20190331,1,1,,,241754529.43,,,,,,,,,,,,,13190839.9,254945369.33,150376138.08,28621359.96,24847711.86,,,,,,24270079.12,228115289.02,26830080.31,221792396.2,,,207604.36,,222000000.56,1146071.45,,,198000000.0,,199146071.45,22853929.11,250000000.0,,102673801.17,352673801.17,145175509.0196,376000000.0,11785961.45,,792641.36,388578602.81,-35904801.64,-1581203.34,12198004.44,214548201.12,226746205.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,600119.SH,20190430,20190430,20181231,1,1,-699072774.75,43354553.81,1117554471.0,23282464.17,,,,,,,,,,,,36826913.76,1177663848.93,776512973.49,80618251.94,32316470.54,,,,,,97428268.96,986875964.93,190787884.0,1877114483.53,,53019309.62,5322111.55,,1935455904.7,15575478.73,87100000.0,79312188.15,1921006695.53,,2102994362.41,-167538457.71,1330560483.77,,14330000.0,1344890483.77,172320669.31,1281258602.02,52146121.75,6061587.42,4782172.0,1338186895.77,6703588.0,1914137.83,31867152.12,182681049.0,214548201.12,,,,355969399.77,17657461.88,1050669.6,170214.28,,,-3374458.56,2758.58,,304982841.53,,3443715.25,81820471.07,67855627.69,8561834.45,8365569.4,190787884.0,,,,214548201.12,182681049.0,,,31867152.12
2,600119.SH,20181031,20181031,20180930,1,1,,,909041288.16,22429313.68,,,,,,,,,,,,55279042.53,986749644.37,663539489.03,58115127.96,29932569.64,,,,,,79126746.25,830713932.88,156035711.49,93177889.58,,3900000.0,4288701.62,-12380.4,101354210.8,13379017.6,87100000.0,74387277.54,83000000.0,,257866295.14,-156512084.34,1333611601.19,,14330000.0,1347941601.19,171607712.6,1243640668.52,38447754.16,5360729.64,15582700.0,1297671122.68,50270478.51,1842533.75,51636639.41,182681049.0,234317688.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,600119.SH,20180831,20180831,20180630,1,1,-267470508.22,21110439.95,690025694.91,18386449.1,,,,,,,,,,,,32513629.61,740925773.62,468327583.4,39803260.04,15789303.1,,,,,,46756205.97,570676352.51,170249421.11,9928202.47,,3900000.0,3533664.81,,17361867.28,4086715.08,86800000.0,,9900000.0,,100786715.08,-83424847.8,446668955.35,,,446668955.35,155941393.23,432907315.81,24109978.13,3038000.0,14292700.0,471309993.94,-24641038.59,-53812.93,62129721.79,182681049.0,244810770.79,,,,-165801.69,7718633.87,473017.74,74107.14,,,-2700545.38,6013.37,,266887469.78,,-1169.6,41612518.52,89295587.76,13243814.95,165842.92,170249421.11,,,,244810770.79,182681049.0,,,62129721.79
4,600119.SH,20180426,20180426,20180331,1,1,,,369694766.11,10843539.11,,,,,,,,,,,,18041123.77,398579428.99,250359089.99,23287731.22,7962808.37,,,,,,34143656.11,315753285.69,82826143.3,4911558.63,,900000.0,3413053.16,,9224611.79,1811886.32,300000.0,,4900000.0,,7011886.32,2212725.47,66905276.99,,,66905276.99,74781656.8309,99159992.37,7434672.87,,2652700.0,109247365.24,-42342088.25,-1175999.84,41520780.68,182681049.0,224201829.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,600119.SH,20180426,20180426,20171231,1,1,-140655753.63,48661134.3,3214036089.25,50664534.25,,,,,,,,,,,,149860478.36,3414561101.86,2762279305.88,112787846.77,25006606.64,,,,,,203239580.52,3103313339.81,311247762.05,1533170263.17,,5700000.0,4137695.08,18864246.3,1561872204.55,6057486.93,,,1531000000.0,,1537057486.93,24814717.62,1167307296.99,,18916607.0,1186223903.99,139834520.6,1528192693.07,110325389.96,16358162.75,75642032.48,1714160115.51,-527936211.52,-3454875.41,-195328607.26,378009656.26,182681049.0,,,,176192920.89,16728007.69,946035.48,913564.46,,,-2229069.39,229147.09,,-28468905.06,,-2339.19,173634025.73,129314376.86,-68628895.63,4613512.45,311247762.05,,,,182681049.0,378009656.26,,,-195328607.26
6,600119.SH,20171028,20171028,20170930,1,1,,,2837575036.78,40188796.63,,,,,,,,,,,,109527846.03,2987291679.44,2229275842.79,83789602.23,30403435.38,,,,,,153222387.01,2496691267.41,490600412.03,1242301679.25,,5500000.0,479727.5,,1248281406.75,2655390.61,,,1227000000.0,,1229655390.61,18626016.14,650515887.6,,18650000.0,669165887.6,283655408.9032,983568664.24,90922949.48,16358162.75,50823285.82,1125314899.54,-456149011.94,-2452816.61,50624599.62,378009656.26,428634255.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,600119.SH,20170822,20170822,20170630,1,1,22566806.16,17985219.29,1991895184.32,23941843.47,,,,,,,,,,,,84197038.42,2100034066.21,1799586221.95,56545767.21,20159948.25,,,,,,98671726.4,1974963663.81,125070402.4,620776972.6,,5500000.0,111462.62,,626388435.22,1818619.94,,,620000000.0,,621818619.94,4569815.28,400157895.63,,18650000.0,418807895.63,,427260856.84,25392020.15,2111725.97,50781115.32,503433992.31,-84626096.68,-1248376.01,43765744.99,378009656.26,421775401.25,,,,-407568.24,8669793.24,473017.74,444531.27,,,74665.52,21795.76,,-8938261.95,,4455.4,77229696.38,81411068.56,-82195252.71,7730435.98,125070402.4,,,,421775401.25,378009656.26,,,43765744.99
8,600119.SH,20170822,20170822,20170630,1,1,22566806.16,17985219.29,1991895184.32,23941843.47,,,,,,,,,,,,84197038.42,2100034066.21,1799586221.95,56545767.21,20159948.25,,,,,,98671726.4,1974963663.81,125070402.4,620776972.6,,5500000.0,111462.62,,626388435.22,1818619.94,,,620000000.0,,621818619.94,4569815.28,400157895.63,,18650000.0,418807895.63,249152290.0913,427260856.84,25392020.15,2111725.97,50781115.32,503433992.31,-84626096.68,-1248376.01,43765744.99,378009656.26,421775401.25,,,,-407568.24,8669793.24,473017.74,444531.27,,,74665.52,21795.76,,-8938261.95,,4455.4,77229696.38,81411068.56,-82195252.71,7730435.98,125070402.4,,,,421775401.25,378009656.26,,,43765744.99
9,600119.SH,20170428,20170428,20170331,1,1,,,1119423684.51,,,,,,,,,,,,,23323594.36,1142747278.87,1105696317.99,31259441.36,12238301.45,,,,,,63588849.05,1212782909.85,-70035630.98,170487931.5,,,97412.62,,170585344.12,1130430.22,,,170000000.0,,171130430.22,-545086.1,181562196.38,,,181562196.38,-21394379.2455,128688397.21,11016290.78,,34222.19,139738910.18,41823286.2,-1023792.72,-29781223.6,378009656.26,348228432.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,600119.SH,20170428,20170428,20170331,1,1,,,1119423684.51,,,,,,,,,,,,,23323594.36,1142747278.87,1105696317.99,31259441.36,12238301.45,,,,,,63588849.05,1212782909.85,-70035630.98,170487931.5,,,97412.62,,170585344.12,1130430.22,,,170000000.0,,171130430.22,-545086.1,181562196.38,,,181562196.38,69944817.6537,128688397.21,11016290.78,,34222.19,139738910.18,41823286.2,-1023792.72,-29781223.6,378009656.26,348228432.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,600119.SH,20170428,20170428,20161231,1,1,155212151.22,29699726.43,2981268078.13,34596607.29,,,,,,,,,,,,120197938.58,3136062624.0,2925080714.26,108907729.01,29887447.76,,,,,,209094940.8,3272970831.83,-136908207.83,310992616.43,6223000.0,105950164.28,14239215.42,,437404996.13,12371738.12,304000000.0,,310000000.0,,626371738.12,-188966741.99,1911278612.63,,45000000.0,1956278612.63,140617346.7031,1436039176.47,78576851.74,6257134.73,18737692.28,1533353720.49,422924892.14,4153969.88,101203912.2,276805744.06,378009656.26,,,,4605108.4,18039849.47,946035.48,696291.01,,,-1799831.57,,,-152086559.37,,-2339.19,-165694683.97,-32360468.93,-1524006.76,7360519.95,-136908207.83,,,,378009656.26,276805744.06,,,101203912.2
12,600119.SH,20161029,20161029,20160930,1,1,,,1269724679.83,19060289.14,,,,,,,,,,,,59077093.39,1347862062.36,1344628631.85,75175617.75,27277339.93,,,,,,117242902.96,1564324492.49,-216462430.13,210887136.98,6223000.0,65950164.28,13845074.27,,296905375.53,5688636.4,4000000.0,,210000000.0,,219688636.4,77216739.13,1078530216.17,,45000000.0,1123530216.17,-241600579.5413,781552042.87,68365980.41,6257134.73,18721980.76,868640004.04,254890212.13,1551055.83,117195576.96,276805744.06,394001321.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,600119.SH,20161029,20161029,20160930,1,1,,,1269724679.83,19060289.14,,,,,,,,,,,,59077093.39,1347862062.36,1344628631.85,75175617.75,27277339.93,,,,,,117242902.96,1564324492.49,-216462430.13,210887136.98,6223000.0,65950164.28,13845074.27,,296905375.53,5688636.4,4000000.0,,210000000.0,,219688636.4,77216739.13,1078530216.17,,45000000.0,1123530216.17,-339972513.1405,781552042.87,68365980.41,6257134.73,18721980.76,868640004.04,254890212.13,1551055.83,117195576.96,276805744.06,394001321.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,600119.SH,20160823,20160823,20160630,1,1,81110215.57,17667670.34,884705031.67,10455369.56,,,,,,,,,,,,38937402.5,934097803.73,905423642.14,52000370.25,18036074.65,,,,,,80039442.4,1055499529.44,-121401725.71,110209876.7,6223000.0,31900000.0,13474383.06,,161807259.76,4448391.03,,,110000000.0,,114448391.03,47358868.73,661866884.38,,45000000.0,706866884.38,-253724590.0159,529116284.6,55551081.16,4725134.73,9046330.76,593713696.52,113153187.86,379811.55,39490142.43,276805744.06,316295886.49,,,,295701.95,9079617.86,473017.74,322396.8,,,-1844107.78,4623.5,,-62981222.28,,-18607.1,-183164944.81,120797093.13,-116061995.16,12918814.53,-121401725.71,,,,316295886.49,276805744.06,,,39490142.43
15,600119.SH,20160426,20160426,20160331,1,1,,,501824323.13,8816711.75,,,,,,,,,,,,24170130.26,534811165.14,474099031.79,26597888.75,7244815.18,,,,,,38667922.13,546609657.85,-11798492.71,30097150.68,6223000.0,,11135419.19,,47455569.87,2220913.77,,,30000000.0,,32220913.77,15234656.1,111853524.22,,39000000.0,150853524.22,-196718872.6164,179305022.58,13915640.79,4725134.73,21923.07,193242586.44,-42389062.22,209794.74,-38743104.09,276805744.06,238062639.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,600119.SH,20160426,20160426,20160331,1,1,,,501824323.13,8816711.75,,,,,,,,,,,,24170130.26,534811165.14,474099031.79,26597888.75,7244815.18,,,,,,38667922.13,546609657.85,-11798492.71,30097150.68,6223000.0,,11135419.19,,47455569.87,2220913.77,,,30000000.0,,32220913.77,15234656.1,111853524.22,,39000000.0,150853524.22,-210940522.9366,179305022.58,13915640.79,4725134.73,21923.07,193242586.44,-42389062.22,209794.74,-38743104.09,276805744.06,238062639.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,600119.SH,20160329,20160329,20151231,1,1,93011195.92,37055492.27,2501489067.46,32605645.28,,,,,,,,,,,,110717850.48,2644812563.22,2359773890.04,103409382.45,35560069.63,,,,,,222963748.27,2721707090.39,-76894527.17,127501074.44,,2550000.0,4965359.85,118773389.64,253789823.93,34530019.72,8254200.4,32879457.45,116000000.0,,191663677.57,62126146.36,1166056163.84,,,1211556163.84,-102443146.545,1040807340.35,74339700.09,9876684.23,45317677.85,1160464718.29,51091445.55,1253004.95,37576069.69,239229674.37,276805744.06,45500000.0,45500000.0,,478940.35,21189971.75,954354.53,694983.45,,,-2923987.12,,,-70444164.31,34641.03,37500.0,-32831533.06,-128535316.17,24602646.63,-20219252.44,-76894527.17,,,,276805744.06,239229674.37,,,37576069.69
18,600119.SH,20151028,20151028,20150930,1,1,,,1966388991.93,42669851.65,,,,,,,,,,,,92495307.5,2101554151.08,1832371159.35,73837761.63,34635328.26,,,,,,187228900.36,2128073149.6,-26518998.52,47876235.28,793814.43,2550000.0,4659520.37,116123662.38,172003232.46,27487470.43,208500.0,,33000000.0,,60695970.43,111307262.03,716288483.38,,,716288483.38,-297394711.7225,693900994.55,65519349.32,8150749.51,46081669.21,805502013.08,-89213529.7,887122.78,-3538143.41,239229674.37,235691530.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,600119.SH,20151028,20151028,20150930,1,1,,,1966388991.93,42669851.65,,,,,,,,,,,,92495307.5,2101554151.08,1832371159.35,73837761.63,34635328.26,,,,,,187228900.36,2128073149.6,-26518998.52,47876235.28,793814.43,2550000.0,4659520.37,116123662.38,172003232.46,27487470.43,208500.0,,33000000.0,,60695970.43,111307262.03,716288483.38,,,716288483.38,-157246781.8262,693900994.55,65519349.32,8150749.51,46081669.21,805502013.08,-89213529.7,887122.78,-3538143.41,239229674.37,235691530.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,600119.SH,20150825,20150825,20150630,1,1,30452503.04,21654096.86,1321516198.36,17301658.39,,,,,,,,,,,,106071101.95,1444888958.7,1122282506.65,48710227.84,26481939.99,,,,,,159882265.37,1357356939.85,87532018.85,27412673.64,,2550000.0,4182640.33,,34145313.97,15880766.05,,,31000000.0,,46880766.05,-12735452.08,594554515.63,,,594554515.63,-119332015.1041,527143936.0,52854483.29,5486553.98,39059746.14,619058165.43,-24503649.8,93261.73,50386178.7,239229674.37,289615853.07,,,,544356.44,10390502.66,481336.79,279469.44,,,-3899563.29,14.72,,3122587.02,34641.03,-3937.5,-2642868.73,-53079203.12,97047707.91,-16849624.42,87532018.85,,,,289615853.07,239229674.37,,,50386178.7
21,600119.SH,20150428,20150428,20150331,1,1,,,625323299.39,14485876.45,,,,,,,,,,,,44997515.44,684806691.28,485901550.23,25759459.41,12285981.08,,,,,,76918016.28,600865007.0,83941684.28,26408947.61,,,,,26408947.61,9674051.48,,,30000000.0,,39674051.48,-13265103.87,149020585.87,,,149020585.87,-33871849.2251,224794167.55,13577711.98,3281553.98,33773.07,238405652.6,-89385066.73,118241.14,-18590245.18,239229674.37,220639429.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,600119.SH,20150428,20150428,20150331,1,1,,,625323299.39,14485876.45,,,,,,,,,,,,44997515.44,684806691.28,485901550.23,25759459.41,12285981.08,,,,,,76918016.28,600865007.0,83941684.28,26408947.61,,,,,26408947.61,9674051.48,,,30000000.0,,39674051.48,-13265103.87,149020585.87,,,149020585.87,20857869.1483,224794167.55,13577711.98,3281553.98,33773.07,238405652.6,-89385066.73,118241.14,-18590245.18,239229674.37,220639429.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,600119.SH,20150327,20150327,20141231,1,1,53975215.77,38704522.85,1675970180.52,4515771.64,,,,,,,,,,,,128339252.63,1808825204.79,1510657809.72,89442866.43,39483187.11,,,,,,147247423.01,1786831286.27,21993918.52,553979756.27,638257.84,2450000.0,104555547.67,,661623561.78,115285227.65,20000000.0,,480772249.17,,616057476.82,45566084.96,579657502.28,,,579657502.28,-27873497.15,491953835.04,68960558.68,6811456.67,35928906.71,596843300.43,-17185798.15,231362.58,50605567.91,188624106.46,239229674.37,,,,2243210.26,22106408.92,970847.92,745257.82,,,-10821248.93,,,-2798996.08,-34641.03,9204084.68,-55421679.65,-7181607.82,-21727389.55,-7970066.64,21993918.52,,,,239229674.37,188624106.46,,,50605567.91
24,600119.SH,20141030,20141030,20140930,1,1,,,1291637131.69,23708.95,,,,,,,,,,,,105674155.46,1397334996.1,1095750558.09,58745562.99,36934220.06,,,,,,120564751.96,1311995093.1,85339903.0,425600000.0,638257.84,2250000.0,1780430.12,,430268687.96,18059715.37,150000.0,0.0,369700000.0,,387909715.37,42358972.59,304655450.65,,,304655450.65,67833298.4324,348882140.9,50037328.64,3053000.0,35793814.43,434713283.97,-130057833.32,36983.66,-2321974.07,188624106.46,186302132.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,600119.SH,20141030,20141030,20140930,1,1,,,1291637131.69,23708.95,,,,,,,,,,,,105674155.46,1397334996.1,1095750558.09,58745562.99,36934220.06,,,,,,120564751.96,1311995093.1,85339903.0,425600000.0,638257.84,2250000.0,1780430.12,,430268687.96,18059715.37,150000.0,0.0,369700000.0,,387909715.37,42358972.59,304655450.65,,,304655450.65,-30870890.868,348882140.9,50037328.64,3053000.0,35793814.43,434713283.97,-130057833.32,36983.66,-2321974.07,188624106.46,186302132.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
