,ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,im_n_incr_cash_equ
0,000418.SZ,20190427,20190427,20190331,1,1,,,5095730055.67,8186737.16,,,,,,,,,,,,27114249.54,5131031042.36,3975685722.88,509997699.83,269099415.47,,,,,,199014026.93,4953796865.11,177234177.24,117575368.13,5300000000.0,-1876910.0,61930.06,,5415760388.19,47822331.28,3950000000.0,,,,3997822331.28,1417938056.91,,,,,850817621.78,117603683.89,3258130.52,,,120861814.41,-120861814.41,-8481006.22,1465829413.54,1713233957.4,3179063370.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,000418.SZ,20190330,20190330,20181231,1,1,2130994930.1,-517679233.62,20859207120.69,40465127.34,,,,,,,,,,,,132642704.8,21032314952.83,15340952680.15,1539248887.07,929676780.94,,,,,,597543783.54,18407422131.7,2624892821.13,371593335.61,16538983636.67,119819109.77,20259391.1,,17050655473.15,279510384.29,18500000000.0,,,,18779510384.29,-1728854911.14,117603683.89,,,117603683.89,280855460.9259,81393672.34,632727537.52,,,714121209.86,-596517525.97,-3775498.34,295744885.68,1417489071.71,1713233957.39,,,,50403477.17,175607344.5,,,,,-13137087.29,,8349116.98,-119819109.77,-11446539.92,,187183063.53,27565918.69,588946162.23,117924778.53,2624892821.13,,,,1713233957.39,1417489071.71,,,295744885.68
2,000418.SZ,20181031,20181031,20180930,1,1,,,13119826375.57,29970565.12,,,,,,,,,,,,113957228.91,13263754169.6,10623045879.77,1125920458.93,801559780.76,,,,,,427724292.71,12978250412.17,285503757.43,218207652.98,12085000000.0,113990451.6,4226057.1,,12421424161.68,243267106.03,12150000000.0,,,,12393267106.03,28157055.65,,,,,-309402598.9056,81393672.34,653894346.91,,,735288019.25,-735288019.25,283110.3,-421344095.87,1417489071.71,996144975.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,000418.SZ,20180808,20180808,20180630,1,1,1003464509.61,-227392382.23,7969115684.3,18677078.35,,,,,,,,,,,,65692959.29,8053485721.94,6150288344.76,782742734.5,676009928.86,,,,,,271215691.41,7880256699.53,173229022.41,111282573.06,7685000000.0,76902741.54,1793467.1,,7874978781.7,190893692.74,7050000000.0,,,,7240893692.74,634085088.96,,,,,478776059.7123,81393672.34,644659161.07,,,726052833.41,-726052833.41,-2843992.2,78417285.76,1417489071.71,1495906357.47,,,,23939588.16,75295970.76,2619114.45,4936234.86,,,-634455.9,,10070851.5,-76902741.54,30082362.69,-790535.7,1428158048.36,-229740644.12,-1915599644.9,45722746.41,173229022.41,,,,1495906357.47,1417489071.71,,,78417285.76
4,000418.SZ,20180425,20180425,20180331,1,1,,,4265171195.76,13193598.89,,,,,,,,,,,,20560607.1,4298925401.75,3053498810.41,462414920.99,314170117.48,,,,,,184185693.58,4014269542.46,284655859.29,27027230.6,2700000000.0,39113264.51,731585.54,,2766872080.65,127503144.01,3150000000.0,,,,3277503144.01,-510631063.36,,,,,-464530259.9104,81393672.34,9275732.98,,,90669405.32,-90669405.32,-6380666.78,-323025276.17,1417489071.71,1094463795.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,000418.SZ,20180313,20180313,20171231,1,1,1708420285.75,-76642204.57,17558217913.33,65523277.52,,,,,,,,,,,,114191110.4,17737932301.25,13209347707.13,1267020460.78,721750460.9,,,,,,524059854.14,15722178482.95,2015753818.3,91904332.38,11100000000.0,320623463.24,5269840.73,,11517797636.35,209521425.79,15448983636.67,,0.0,,15658505062.46,-4140707426.11,680166782.34,,,680166782.34,-2315862409.4125,782586174.12,485163943.33,,,1267750117.45,-587583335.11,-41663902.58,-2754200845.5,4171689917.21,1417489071.71,,,,70595875.65,132722857.51,5238138.88,5127040.98,,,975423.0,,-5270238.03,-320623463.23,-100331709.36,,-304748260.1,-339961965.35,1176210825.71,,2015753818.3,,,,1417489071.71,4171689917.21,,,-2754200845.5
6,000418.SZ,20171025,20171025,20170930,1,1,,,11502461367.12,60061335.71,,,,,,,,,,,,86857031.47,11649379734.3,7437740147.06,918519618.2,634889870.55,,,,,,1969007881.07,10960157516.88,689222217.42,57042308.02,6895000000.0,238758884.14,840384.69,2415000.0,7194056576.85,104042380.39,8545000000.0,,,,8649042380.39,-1454985803.54,429950000.0,,,429950000.0,-856897858.7092,464293064.12,499516450.57,,,963809514.69,-533859514.69,,-1299623100.81,4171689917.21,2872066816.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,000418.SZ,20170805,20170805,20170630,1,1,832760250.01,-10904243.34,6722546282.77,35550472.93,,,,,,,,,,,,46492111.69,6804588867.39,4509538095.07,620865515.47,472145836.29,,,,,,1344450112.8,6946999559.63,-142410692.24,16802196.35,2895000000.0,181837920.52,723271.02,2415000.0,3096778387.89,79751100.92,3465000000.0,,,,3544751100.92,-447972713.03,170000000.0,,,170000000.0,546532895.5954,183813064.12,470510888.9,,,654323953.02,-484323953.02,,-1074707358.29,4171689917.21,3096982558.92,,,,37555448.39,64952458.1,2619069.42,1681848.52,,,-2324085.53,,-4917873.13,-181665882.11,-44359565.36,737680.97,614201149.52,-728452220.93,-748672061.46,24377334.69,-142410692.24,,,,3096982558.92,4171689917.21,,,-1074707358.29
8,000418.SZ,20170805,20170805,20170630,1,1,832760250.01,-10904243.34,6722546282.77,35550472.93,,,,,,,,,,,,46492111.69,6804588867.39,4509538095.07,620865515.47,472145836.29,,,,,,1344450112.8,6946999559.63,-142410692.24,16802196.35,2895000000.0,181837920.52,723271.02,2415000.0,3096778387.89,79751100.92,3465000000.0,,,,3544751100.92,-447972713.03,170000000.0,,,170000000.0,-453435077.7237,183813064.12,470510888.9,,,654323953.02,-484323953.02,,-1074707358.29,4171689917.21,3096982558.92,,,,37555448.39,64952458.1,2619069.42,1681848.52,,,-2324085.53,,-4917873.13,-181665882.11,-44359565.36,737680.97,614201149.52,-728452220.93,-748672061.46,24377334.69,-142410692.24,,,,3096982558.92,4171689917.21,,,-1074707358.29
9,000418.SZ,20170422,20170422,20170331,1,1,,,3956810503.02,16580287.82,,,,,,,,,,,,21257432.18,3994648223.02,2973752966.09,368240959.82,173229722.56,,,,,,648424186.37,4163647834.84,-168999611.82,14223931.51,1535000000.0,103187613.01,425120.74,,1652836665.26,53959515.98,1630000000.0,,,,1683959515.98,-31122850.72,,,,,38148228.1478,60357981.22,,,,60357981.22,-60357981.22,,-260480443.76,4171689917.21,3911209473.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,000418.SZ,20170309,20170309,20161231,1,1,1342775261.88,-80745581.81,16223050621.37,87968408.39,,,,,,,,,,,,66833930.42,16377852960.18,10455208887.42,977297801.66,651736882.51,,,,,,397536601.21,12481780172.8,3896072787.38,71183080.05,8998000000.0,200239260.71,5447359.13,,9274869699.89,63305378.0,11471000000.0,,,,11534305378.0,-2259435678.11,183813064.12,,,183813064.12,349488183.1532,,395092974.82,,69462000.0,464554974.82,-280741910.7,23109389.95,1379004588.52,2792685328.69,4171689917.21,,,,94569651.27,122429528.37,5238138.88,2384206.2,,,1833734.45,,,-200239260.71,-55267875.03,-453200.04,-1040795912.39,127720638.07,3540292870.02,36330588.22,3896072787.38,,,,4171689917.21,2792685328.69,,,1379004588.52
11,000418.SZ,20161025,20161025,20160930,1,1,,,10031334899.28,60063076.13,,,,,,,,,,,,72368190.31,10163766165.72,5404416316.25,679507180.35,640844887.26,,,,,,1511703696.63,8236472080.49,1927294085.23,48649720.52,6210000000.0,130758204.67,823553.94,,6390231479.13,17222953.39,8756000000.0,,,,8773222953.39,-2382991474.26,,,,,219644145.7367,,376001781.77,,,376001781.77,-376001781.77,,-831699170.8,2792685328.69,1960986157.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,000418.SZ,20160810,20160810,20160630,1,1,664923275.7,-34473639.38,7270388782.83,22502456.41,,,,,,,,,,,,45513803.23,7338405042.47,3658677508.75,524746031.23,509900003.41,,,,,,1037984106.2,5731307649.59,1607097392.88,34473639.38,3310000000.0,67315479.04,708034.2,,3412497152.62,10938428.51,5506000000.0,,,,5516938428.51,-2104441275.89,,,,,339462727.9278,,376001781.77,,,376001781.77,-376001781.77,,-873345664.78,2792685328.69,1919339663.91,,,,27933789.44,63102659.92,2619069.42,1469902.32,,,121746.3,,,-67315479.04,-36827810.46,,134845643.1,47112616.96,789234275.49,14351343.11,1607097392.88,,,,1919339663.91,2792685328.69,,,-873345664.78
13,000418.SZ,20160422,20160422,20160331,1,1,,,3078123735.58,,,,,,,,,,,,,29195276.02,3107319011.6,1460899639.17,298371022.35,226899499.05,,,,,,547600585.13,2533770745.7,573548265.9,20632286.64,1895000000.0,27283315.31,116500.0,,1943032101.95,3643548.6,3146000000.0,,,,3149643548.6,-1206611446.65,,,,,-31879034.0001,,,,,,,,-633063180.75,2792685328.69,2159622147.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,000418.SZ,20160310,20160310,20151231,1,1,1053124786.15,-75219066.77,12740160550.07,77145657.15,,,,,,,,,,,,56688253.87,12873994461.09,6084201536.57,893989108.53,543482333.15,,,,,,1753626014.04,9275298992.29,3598695468.8,42268968.89,8274398907.76,202012612.84,6561716.52,,8525242206.01,113960753.52,10456050000.0,,,,10570010753.52,-2044768547.51,215915154.66,,,215915154.66,127258370.5561,215915154.66,286688438.02,,,502603592.68,-286688438.02,8707040.56,1275945523.83,1516739804.86,2792685328.69,,,,22451935.85,119394344.1,5238952.67,3143625.56,,,280195.57,,0.0,-201749610.84,-25027963.55,,-163682022.56,1734355028.92,1102940765.66,,3598695468.8,,,,2792685328.69,1516739804.86,,,1275945523.83
15,000418.SZ,20151027,20151027,20150930,1,1,,,8539671109.04,47592234.87,,,,,,,,,,,,88908550.74,8676171894.65,3685447682.88,658321640.98,475664243.74,,,,,,1283515207.24,6102948774.84,2573223119.81,,5143950000.0,97933583.98,462167.75,,5242345751.73,63575280.09,7681050000.0,,,,7744625280.09,-2502279528.36,214745075.98,,,214745075.98,101031681.2095,114978442.79,285620324.29,,,400598767.08,-185853691.1,,-114910099.65,1516739804.86,1401829705.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,000418.SZ,20150806,20150806,20150630,1,1,498509022.06,835131.49,5396428114.25,32534853.37,,,,,,,,,,,,21410402.27,5450373369.89,2425834978.83,476015698.91,349459845.85,,,,,,833793362.84,4085103886.43,1365269483.46,,3091000000.0,71943969.06,32937.8,,3162976906.86,39130538.8,4631200000.0,,,,4670330538.8,-1507353631.94,114978442.79,,,114978442.79,260753718.5404,99744320.47,285454625.28,,,385198945.75,-270220502.96,,-412304651.44,1516739804.86,1104435153.42,,,,-1325118.42,57610111.52,2619476.35,3014839.0,,,16780.87,,248907.75,-71820527.82,-6529270.35,-37336.16,151430212.58,1090041707.37,-359344452.78,,1365269483.46,,,,1104435153.42,1516739804.86,,,-412304651.44
17,000418.SZ,20150422,20150422,20150331,1,1,,,2311468394.08,22306916.59,,,,,,,,,,,,16382898.79,2350158209.46,1128751660.68,283468238.34,131441100.55,,,,,,412215075.35,1955876074.92,394282134.54,,1726000000.0,31039398.1,4440.0,,1757043838.1,21097886.03,2451000000.0,,,,2472097886.03,-715054047.93,116148521.47,,,116148521.47,-32499439.1709,,,,,,116148521.47,,-204623391.92,1516739804.86,1312116412.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
