,ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,im_n_incr_cash_equ
0,600960.SH,20190430,20190430,20190331,1,1,,,1395183440.91,16717191.34,,,,,,,,3555487.5,,,,10468353.64,1425924473.39,1006731120.69,203844324.45,51999079.72,1427659.57,,,,,19120870.31,1283123054.74,142801418.65,4763843.23,2000000.0,3561.64,25080.0,,6792484.87,114209182.65,3900000.0,,,,118109182.65,-111316697.78,505382000.0,,,505382000.0,-28224411.0764,410474617.6,21086996.64,,,431561614.24,73820385.76,-2623424.31,102681682.32,1955898009.44,2058579691.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,600960.SH,20190430,20190430,20181231,1,1,124209326.34,56155486.13,4078234539.02,83552812.68,,,,,,,,19591929.03,,,,93232283.56,4274611564.29,3277524617.72,666592518.86,289936920.45,25311010.0,,,,,81511779.78,4340876846.81,-66265282.52,6840298.24,22400000.0,16877391.66,11223003.7,,57340693.6,339156187.33,91022186.91,490443006.18,,,920621380.42,-863280686.82,2099191756.0,398200000.0,10201280.0,2544059193.1,-471422793.294,1008784442.53,98084260.37,250379.85,14686695.75,1121555398.65,1422503794.45,2865896.0,495823721.11,1460074288.33,1955898009.44,36466157.1,36466157.1,,12894914.43,232240278.78,12534828.43,2134240.3,,,7948.35,2652.53,,-67869471.55,6535312.44,-3750134.95,-131730532.61,-188646317.36,-120983813.78,,-66265282.52,,,,1955898009.44,1460074288.33,,,495823721.11
2,600960.SH,20181031,20181031,20180930,1,1,,,2456151453.93,130223951.65,,,,,,,,15971979.29,,,,125717020.51,2728064405.38,2183170525.49,426185710.62,194752567.16,40938752.0,,,,,50631087.59,2895678642.86,-167614237.48,5716373.51,22400000.0,6826655.66,1121537.13,,36064566.3,277765285.13,85350845.76,497280163.08,,,860396293.97,-824331727.67,1908730000.0,,5301200.0,1950497357.1,-713245681.6258,852274910.23,65282793.74,250379.85,14514986.59,932072690.56,1018424666.54,3677718.16,30156419.55,1460074288.33,1490230707.88,36466157.1,36466157.1,,,,,,,,,,,,,,,,,,,,,,,,,,
3,600960.SH,20180831,20180831,20180630,1,1,69098121.14,17659605.59,1517962105.67,39630869.77,,,,,,,,10825028.03,,,,12094941.69,1580512945.16,1292871974.98,258575597.0,149793381.47,38078362.0,,,,,30777167.97,1770096483.42,-189583538.26,3237963.5,22400000.0,26655.66,21000.0,,25685619.16,108032878.86,85350845.76,,,,193383724.62,-167698105.46,689380000.0,,5131200.0,730977357.1,-239664457.2499,708433898.22,23217545.33,250379.85,,731651443.55,-674086.45,1169724.15,-356786006.02,1460074288.33,1103288282.31,36466157.1,36466157.1,,12469924.23,95940402.19,3036786.53,1625655.72,,,-1662.58,,,-14136196.36,-2389790.56,,-21507940.88,-234287908.64,-117090534.64,,-189583538.26,,,,1103288282.31,1460074288.33,,,-356786006.02
4,600960.SH,20180428,20180428,20180331,1,1,,,669314237.2,18274916.1,,,,,,,,5469353.07,,,,8009689.39,701068195.76,569318908.74,107296145.93,82077230.98,17245297.0,,,,,8089038.61,784026621.26,-82958425.5,1814731.35,22100000.0,26631.01,,,23941362.36,78552614.45,59047624.0,,,,137600238.45,-113658876.09,490000000.0,,,526622988.62,-216565523.6123,416433898.22,11488662.63,,,427922560.85,98700427.77,-2335275.11,-100252148.93,1460074288.33,1359822139.4,36622988.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,600960.SH,20180428,20180428,20171231,1,1,233161576.33,38895432.4,2342380000.69,74911095.6,,,,,,,,14005019.63,,,,108862614.18,2540158730.1,1896875072.39,432741369.64,183096736.01,8737797.31,,,,,75911949.81,2597362925.16,-57204195.06,8770941.35,1088751000.0,101652255.19,484484.0,,1199658680.54,498149004.5,1371791186.73,,,,1869940191.23,-670281510.69,1005000000.0,,,1157153646.65,-951610782.0692,1075874648.92,62110772.83,,52402689.88,1190388111.63,-33234464.98,-4528259.91,-765248430.64,2225322718.97,1460074288.33,152153646.65,152153646.65,,30979770.48,169119790.74,5822708.01,4152436.26,,,128734.18,33387.38,,-109770688.78,-48257154.86,,-165176561.15,-450075756.86,233782130.81,,-57204195.06,,,,1460074288.33,2225322718.97,,,-765248430.64
6,600960.SH,20171031,20171031,20170930,1,1,,,1812610401.95,49847808.25,,,,,,,,9468370.21,,,,38960889.98,1910887470.39,1471873797.4,322957225.0,141091547.95,2821097.31,,,,,58353695.69,1997097363.35,-86209892.96,6586292.96,398330000.0,45073478.81,468900.0,,450458671.77,244064425.04,667046316.73,,,,911110741.77,-460652070.0,700000000.0,,,816323492.95,-658730207.2656,940445020.93,43837425.16,,44000000.0,1028282446.09,-211958953.14,-3285325.25,-762106241.35,2225322718.97,1463216477.62,116323492.95,116323492.95,,,,,,,,,,,,,,,,,,,,,,,,,,
7,600960.SH,20170831,20170831,20170630,1,1,116457616.72,20419274.85,1166672462.72,42209716.56,,,,,,,,5148177.69,,,,14363848.62,1228394205.59,965265958.03,209388986.31,97447177.55,15285407.31,,,,,33013554.14,1320401083.34,-92006877.75,4229087.87,330800000.0,8225012.63,468900.0,,343723000.5,180028090.8,528004600.0,,,,708032690.8,-364309690.3,536000000.0,,,627932350.15,34658979.8536,770445020.93,20294051.79,,44000000.0,834739072.72,-206806722.57,-2207675.45,-665330966.07,2225322718.97,1559991752.9,91932350.15,,,15719554.52,81311958.21,2826084.89,2837666.16,,,-13059.45,,,-56528312.2,-18366368.44,,-61357195.92,-214884165.84,19570068.75,,-92006877.75,,,,1559991752.9,2225322718.97,,,-665330966.07
8,600960.SH,20170429,20170429,20170331,1,1,,,581905879.9,24245134.22,,,,,,,,2202629.33,,,,7898663.01,616252306.46,467531203.2,94691364.14,42869555.0,11798000.0,,,,,20768964.12,637659086.46,-21406780.0,2096972.75,256000000.0,1754846.86,,,259851819.61,75033471.29,453204600.0,,,,528238071.29,-268386251.68,496000000.0,,,571618529.39,-44469382.5194,675000000.0,10303953.62,,22000000.0,707303953.62,-135685424.23,15090.55,-425463365.36,2225322718.97,1799859353.61,75618529.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,600960.SH,20170429,20170429,20161231,1,1,142585447.99,31897065.74,1757479100.5,40786501.27,,,,,,,,10531185.43,,,,32770573.66,1841567360.86,1123792735.23,347052297.54,110455358.73,-9513515.15,,,,,70168797.35,1641955673.7,199611687.16,4246932.28,1399000000.0,137801912.69,49915133.17,,1590963978.14,476098949.26,1738480000.0,,,,2214578949.26,-623614971.12,1170677791.67,,,2829543983.03,-598243038.9069,670822678.98,76343479.09,14140570.44,56000000.0,803166158.07,2026377824.96,3052628.1,1605427169.1,619895549.87,2225322718.97,1658866191.36,,,27055169.44,120596735.59,5624024.65,1551532.17,,,-22587116.62,96076.74,,-105062929.34,-18049255.37,,42639356.54,-164908406.3,138173985.93,,199611687.16,,,,2225322718.97,619895549.87,,,1605427169.1
