,ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,im_n_incr_cash_equ
0,002758.SZ,20190425,20190425,20190331,1,1,,,411009248.0,,,,,,,,,,,,,5612478.4,416621726.4,412184773.83,26729758.25,15434802.49,,,,,,23687063.05,478036397.62,-61414671.22,,,,120.0,,120.0,2414231.48,,,,,2414231.48,-2414111.48,50000000.0,,,50000000.0,-87983743.84,30000000.0,3931415.42,,,33931415.42,16068584.58,,-47760198.12,187712042.5,139951844.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,002758.SZ,20190420,20190420,20181231,1,1,31063168.29,21673316.51,1717122586.12,1145000.69,,,,,,,,,,,,20080683.98,1738348270.79,1483555405.31,94718604.38,44584300.8,,,,,,77852129.79,1700710440.28,37637830.51,1100000.0,200000000.0,1776283.3,3054090.0,,205930373.3,56671498.65,400000000.0,,,,456671498.65,-250741125.35,409640000.0,219650000.0,2250000.0,637665000.0,,369140000.0,31454631.3,,3808661.02,404403292.32,233261707.68,,20158412.84,167553629.66,187712042.5,6125000.0,6125000.0,,713256.58,29947175.96,2871762.2,4207422.24,,,-2277809.02,121438.45,,-1776283.3,-241749.35,-1591520.63,-36954220.08,-30205007.33,20924974.14,-838094.15,37637830.51,,,,187712042.5,167553629.66,,,20158412.84
2,002758.SZ,20190420,20190420,20181231,1,1,31063168.29,21673316.51,1717122586.12,1145000.69,,,,,,,,,,,,20080683.98,1738348270.79,1483555405.31,94718604.38,44584300.8,,,,,,77852129.79,1700710440.28,37637830.51,1100000.0,200000000.0,1776283.3,3054090.0,,205930373.3,56671498.65,400000000.0,,,,456671498.65,-250741125.35,409640000.0,219650000.0,2250000.0,637665000.0,-226288408.7883,369140000.0,31454631.3,,3808661.02,404403292.32,233261707.68,,20158412.84,167553629.66,187712042.5,6125000.0,6125000.0,,713256.58,29947175.96,2871762.2,4207422.24,,,-2277809.02,121438.45,,-1776283.3,-241749.35,-1591520.63,-36954220.08,-30205007.33,20924974.14,-838094.15,37637830.51,,,,187712042.5,167553629.66,,,20158412.84
3,002758.SZ,20181027,20181027,20180930,1,1,,,1335374103.99,835299.02,,,,,,,,,,,,14906564.33,1351115967.34,1188768914.16,68265525.06,35320606.87,,,,,,63524437.28,1355879483.37,-4763516.03,3650000.0,2821699.55,,540359.46,,7012059.01,38801300.96,,,,,38801300.96,-31789241.95,325000000.0,,,548405094.34,-74161522.136,284500000.0,28438836.62,,2550000.0,315488836.62,232916257.72,,196363499.74,167553629.66,363917129.4,223405094.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,002758.SZ,20180829,20180829,20180630,1,1,18495634.4,7676813.1,905643513.78,835299.02,,,,,,,,,,,,14884871.92,921363684.72,826584689.54,45459215.86,22436825.41,,,,,,39571092.03,934051822.84,-12688138.12,1100000.0,2676266.69,,485359.46,,4261626.15,32223684.78,,,,,32223684.78,-27962058.63,245000000.0,,,462525094.34,-51374226.1765,194500000.0,24422930.33,,,218922930.33,243602164.01,,202951967.26,167553629.66,370505596.92,217525094.34,,,552817.04,13749748.78,1263181.72,1262727.65,,,-2105118.65,,,,,-75073.26,-13626737.67,30009962.24,-69389575.67,-502517.8,-12688138.12,,,,370505596.92,167553629.66,,,202951967.26
5,002758.SZ,20180428,20180428,20180331,1,1,,,423951045.49,175930.9,,,,,,,,,,,,4456964.11,428583940.5,423489308.62,24466983.71,12251063.52,,,,,,17446948.18,477654304.03,-49070363.53,1650000.0,,,,,1650000.0,18971192.77,,,,,18971192.77,-17321192.77,110000000.0,,,110000000.0,-75731583.2944,70000000.0,4329083.1,,,74329083.1,35670916.9,,-30720639.4,167553629.66,136832990.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,002758.SZ,20180404,20180404,20171231,1,1,39860411.91,9102505.52,1578025233.22,2607732.66,,,,,,,,,,,,19255050.33,1599888016.21,1407038705.87,78042851.41,34816489.75,,,,,,56123329.45,1576021376.48,23866639.73,739138.53,,,10688.94,,749827.47,171244749.48,,,2611510.0,,173856259.48,-173106432.01,475190000.0,,,475435000.0,-193197831.1287,306050000.0,25274262.24,,10377358.48,341701620.72,133733379.28,,-15506413.0,183060042.66,167553629.66,245000.0,245000.0,,1015015.22,17714059.26,2096159.98,1984866.91,,,,5852.97,,,-335167.35,,-20590526.48,-26069409.51,232464.39,-1149593.09,23866639.73,,,,167553629.66,183060042.66,,,-15506413.0
7,002758.SZ,20171020,20171020,20170930,1,1,,,1127266542.68,1796288.86,,,,,,,,,,,,10894644.94,1139957476.48,1053608470.64,50931829.61,27705745.18,,,,,,38389043.4,1170635088.83,-30677612.35,,,,,,,134236165.59,,,2211510.0,,136447675.59,-136447675.59,281050000.0,,,281050000.0,-196829808.5722,135500000.0,22250552.32,,10000000.0,167750552.32,113299447.68,,-53825840.26,183060042.66,129234202.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,002758.SZ,20170816,20170816,20170630,1,1,23466872.73,3145320.61,725695385.06,889974.9,,,,,,,,,,,,9543313.73,736128673.69,716003951.84,34289047.08,17735752.26,,,,,,21227441.63,789256192.81,-53127519.12,,,,,,0.0,109224894.18,,,,,109224894.18,-109224894.18,271050000.0,,,271050000.0,17919502.1938,121000000.0,19342039.09,,,140342039.09,130707960.91,,-31644452.39,183060042.66,151415590.27,,,,1146432.34,6646792.38,803024.15,781670.24,,,,,,,-331597.9,,13253723.93,-44962579.54,-56731910.26,-345267.8,-53127519.12,,,,151415590.27,183060042.66,,,-31644452.39
9,002758.SZ,20170428,20170428,20170331,1,1,,,307983585.7,731520.36,,,,,,,,,,,,2595027.68,311310133.74,376888456.96,17791108.0,7889481.02,,,,,,9292460.51,411861506.49,-100551372.75,,,,,,0.0,40170989.06,,,,,40170989.06,-40170989.06,141500000.0,,,141500000.0,-2405343.6325,50500000.0,1312380.73,,,51812380.73,89687619.27,,-51034742.54,183060042.66,132025300.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
