,ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
0,002885.SZ,20190426,20190331,0.06,0.06,2.5748,2.5748,2.5047,0.2352,2.4459,2634723.18,5030782.81,49315499.66,1.9424,1.4127,1.1828,0.966,0.301,5.6875,0.2184,4834962.69,18168924.91,,-110485215.0,-128205200.03,395226222.2,12828425.93,221824666.64,24921193.66,713647905.75,476071410.07,389104145.17,966339528.98,321726587.05,0.0639,6.2007,0.0543,2.6811,-0.5963,0.1514,-0.9207,-1.0684,2.2795,15.9606,84.0394,14.0984,2.2795,2.5463,8.2425,3.3096,-0.0034,98.4352,2.6404,5.8803,1.0352,1.04,0.6794,1.2842,0.4978,1.6607,4.1408,5.1368,45.8296,1.846,1.9106,71.3939,28.6061,51.9245,22.9551,76.9997,80.1999,19.8001,0.0129,0.846,1.1813,3.3544,1.133,3.2172,28.6362,0.0104,186.9959,1.9912,0.5418,351582625.7,2.5706,2.5463,98.4352,1.0352,0.6794,0.4978,2.1107,-33.3333,-33.3333,107.2188,20.862,9.4193,4.8691,-1.5,110.8368,-5.5293,0.9738,-5.5532,0.9725,0.962,0.962,0.962,-41.4749,11.0071
1,002885.SZ,20190420,20181231,0.8,0.8,9.7192,9.7192,2.5047,0.2352,2.382,16838325.8,62897144.66,201993985.71,1.8105,1.3481,1.2567,3.1244,1.0864,24.6626,0.8419,65350274.01,87689013.1,105734287.1,16771707.2505,100909417.4005,467948907.93,13299827.27,235984512.12,-63748516.06,706075956.35,479925498.48,304348172.94,973955341.4,314061081.06,0.6645,6.1409,-0.0097,2.6172,0.746,0.7307,0.1398,0.8409,6.6419,17.3191,82.6809,11.0463,6.6419,3.2307,8.6687,-0.8532,0.4729,94.3968,6.8391,7.5185,11.3954,11.4,8.9889,6.3295,5.5916,8.897,11.3954,6.3295,49.2875,1.9719,1.9799,73.6687,26.3313,48.5208,24.2295,75.6618,82.554,17.446,-0.002,0.9719,1.0274,3.1227,0.9844,2.992,,-0.0016,202.2943,5.5916,5.7554,343533415.93,7.3047,3.5541,97.7183,2.1103,1.1554,1.0482,22.2047,-3.6145,-3.6145,-101.9845,30.8303,33.894,36.9192,17.95,-102.9745,23.0978,-25.8489,10.613,11.228,2.3157,2.3157,-28.1786,-58.702,11.228
2,002885.SZ,20181023,20180930,0.6892,0.6892,7.373,7.373,2.5047,0.1679,2.3208,9864908.94,54459362.95,140122361.7,2.0781,1.6083,1.3724,2.2846,0.8339,19.2941,0.6559,58926232.92,55673179.67,,-85366655.1844,20002611.4656,390507655.24,10872071.97,259648701.23,23272177.67,693787214.3,543196566.8,420141983.44,981034914.13,298649882.49,0.536,6.0304,-0.5307,2.4887,-0.0173,0.4639,-0.7114,0.1667,7.0746,15.8372,84.1628,8.8569,7.0746,3.1278,7.4077,-1.6786,0.2167,93.3399,7.4398,6.2924,9.2808,9.27,7.8575,4.127,4.64,5.4919,12.3744,5.5027,47.8169,1.9163,1.9464,75.7389,24.2611,50.1866,26.4668,73.7638,76.2191,23.7809,-0.1264,0.9163,1.0947,2.787,1.0496,2.672,29.8119,-0.0963,196.0283,6.1867,4.7683,298041593.9,7.971,2.753,89.9415,4.6058,4.156,2.3233,1.2024,-13.753,-13.753,-1361.9835,14.5705,21.3813,20.6843,8.92,-2090.8959,9.6998,-27.1832,5.0801,9.226,18.2988,18.2988,17.6004,33.3135,10.0133
3,002885.SZ,20180828,20180630,0.3974,0.3974,4.6784,4.6784,2.5047,0.1679,2.0497,6688015.13,25106529.97,85144070.85,1.943,1.5249,1.3465,1.379,0.5169,12.706,0.4166,26401144.7,34362354.72,41206562.23,13555277.8007,89096398.8407,453588210.15,11218833.41,227458999.2,-50983544.75,659418625.51,532581033.81,365308312.21,914537118.57,266120155.7,0.265,5.7408,-0.5631,2.2177,0.3993,0.2864,0.113,0.7425,5.4349,15.1662,84.8338,10.4414,5.4349,3.3437,7.5728,-0.4751,-0.0938,95.2973,5.7125,6.1208,4.7054,4.68,3.7156,2.5502,2.2644,3.5314,9.4108,5.1004,50.1881,2.0076,1.9941,79.5551,20.4449,47.8067,24.8715,75.3269,81.5811,18.4189,-0.1196,1.0076,0.9951,3.0286,0.9526,2.8991,,-0.0976,211.5594,4.5288,2.3596,240733828.25,6.1034,3.7497,91.4895,3.6029,2.9428,1.7407,-2.8928,-31.7299,-31.7299,-436.9838,-15.0909,-11.9506,-8.967,-24.35,-605.5694,-15.501,-30.6801,4.8467,3.9799,18.7048,18.7048,-7.5858,275.0979,7.7327
4,002885.SZ,20180421,20180331,0.0914,0.0914,3.8255,3.8255,4.2571,0.2519,2.8435,2202384.21,5107208.75,40043148.35,1.9349,1.561,1.3387,0.7464,0.2798,7.2736,0.2277,4667929.34,12873386.17,,17027042.8444,92910086.4644,464874377.74,11687087.78,227039703.79,-52867887.01,640906803.48,537372973.28,367403154.08,896057628.16,247635203.56,0.0914,8.3787,-0.7522,3.0954,0.72,0.1609,0.2128,1.1614,2.1437,13.0844,86.9156,11.6622,2.1437,3.0049,6.8227,1.8346,-0.2254,98.4747,2.2057,4.2065,1.0969,1.1,0.7664,0.9578,0.4881,1.3573,4.3876,3.8312,51.2598,2.0517,2.0169,81.0265,18.9735,46.6923,25.3376,74.8053,81.6957,18.3043,-0.1047,1.0517,0.9527,2.9523,0.9109,2.8229,,-0.0855,189.5285,1.9524,0.5438,225547581.33,2.3719,3.0049,98.4747,1.0969,0.7664,0.4881,-19.6641,-63.44,-63.44,-95.6307,-59.7825,-60.0107,-51.9097,-63.56,-160.8247,-73.9375,1.1725,4.3355,1.1734,55.6552,55.6552,55.6552,92.0589,84.519
5,002885.SZ,20180421,20171231,0.83,0.83,14.2489,14.2489,4.2571,0.2519,2.7521,4911663.1,53323741.3,200649342.18,1.9946,1.6372,1.2305,3.4785,1.3948,32.2391,1.1361,57810271.99,63247362.6,74891548.63,-327866491.1068,-202757374.2768,485084736.24,12092374.75,156411733.24,-36380280.88,633302768.43,536062813.69,397149701.07,818404416.74,240325610.6,0.7279,8.2816,0.4888,3.0041,0.0003,0.7906,-4.0983,-2.5345,5.0453,17.6022,82.3978,10.9645,5.0453,2.783,7.1738,1.0078,1.1058,94.9285,5.3485,5.5484,11.5275,11.52,10.5552,6.3036,5.7319,9.5495,11.5275,6.3036,49.6806,1.9873,1.9861,81.7149,18.2851,48.1386,19.1118,80.9531,82.4622,17.5378,0.0725,0.9873,1.0137,4.2358,0.969,4.0489,,0.0598,167.7327,5.7319,5.804,206281372.5,5.5819,2.2184,99.0835,0.7477,0.5038,0.3521,10.716,-17.0,-17.0,-43.8161,-3.8144,-7.4969,-2.9779,-2.95,-25.096,-49.0596,42.8478,90.3495,90.462,26.8317,26.8317,62.1956,-82.8814,90.462
6,002885.SZ,20171020,20170930,0.7991,0.7991,9.3488,9.3488,4.2571,0.1911,2.7513,3301498.33,49998102.06,147888961.85,2.509,1.9871,1.9437,2.9268,1.1067,23.2587,0.8401,54217720.26,67585569.74,,-142954212.4899,-68246979.7399,315693867.06,10680076.42,105135505.26,-141897596.06,630423359.94,476376732.93,229343631.61,763088295.5,235389806.59,0.6662,8.2223,-0.0363,2.9424,1.4985,0.8448,-1.7869,-0.8531,7.1237,19.7737,80.2263,11.6086,7.1237,3.0788,7.2617,1.268,0.506,92.7507,7.6819,9.0366,10.6002,10.87,9.9436,7.5913,5.9843,10.8541,14.1336,10.1217,39.6076,1.6558,1.7706,72.7029,27.2971,57.8656,13.7776,86.2001,73.1604,26.8396,-0.0092,0.6558,1.5244,6.2565,1.461,5.9963,,-0.0067,161.393,7.9791,5.9867,178740150.56,7.7686,3.0779,93.6902,2.8327,2.592,1.7159,-5.9175,-13.2733,-13.2733,,-3.3091,-7.3864,-2.7341,-2.5,-163.3531,,41.8249,57.6326,89.0991,13.8242,13.8242,3.5629,1.9147,
7,002885.SZ,20170821,20170630,0.5821,0.5821,5.9118,5.9118,4.2571,0.1911,2.5216,1740175.49,33186205.8,96153365.26,2.8789,2.4046,2.3583,1.9311,0.6723,15.4623,0.543,36868074.48,38890223.06,43858066.66,-99793984.9203,-24590718.1003,294367440.12,11100159.43,105790742.53,-273657955.84,611804938.48,553072596.05,173623897.68,745416381.77,217016587.49,0.4366,7.9931,0.1671,2.7127,3.1537,0.4861,-1.2474,-0.3074,7.3825,20.3309,79.6691,11.2636,7.3825,3.0794,7.0639,1.1203,0.7704,92.2045,7.807,8.223,7.0752,9.56,6.7226,4.4649,4.0086,6.207,14.1504,8.9298,39.1345,1.643,1.7644,80.6407,19.3593,58.2181,14.1922,85.7837,71.5773,28.4227,0.0454,0.643,1.5549,6.0444,1.4876,5.7832,,0.0325,160.6066,8.0172,4.0099,174476020.12,8.2283,2.3935,92.7224,3.9347,3.824,2.2722,13.1861,41.9756,41.9756,,37.7596,39.4085,42.1631,44.72,410.4913,,37.8715,52.0508,83.8275,20.7819,20.7819,18.3047,20.0786,
8,002885.SZ,20170613,20170331,0.25,0.25,3.2769,3.2769,1.7318,0.2548,3.0333,1185268.92,14014500.0,43819223.12,2.079,1.4573,1.3437,0.9292,0.3633,6.4165,0.2857,16757867.01,18158684.17,20790766.66,-76633208.0398,-46709380.2298,249417699.26,11479033.63,60758467.08,-18966363.96,335105481.36,271373356.44,193724822.72,424210490.7,197289942.22,0.2533,6.0545,-0.3845,3.2882,-0.7978,0.3026,-1.2772,-0.7785,7.7274,22.2871,77.7129,12.8284,7.7274,4.0434,7.7767,1.0083,0.6381,91.4767,8.533,9.2358,4.2749,4.27,3.9415,2.6389,2.2079,3.785,17.0996,10.5556,46.9496,1.885,1.9353,76.3191,23.6809,48.9129,14.3227,85.6339,78.1874,21.8126,-0.0917,0.885,1.1294,5.9789,1.0418,5.5154,,-0.0717,184.8943,8.8316,2.2089,132717964.13,9.2325,4.0434,91.4767,4.2749,3.9415,2.2079,-11.7351,66.6667,66.6667,,68.9613,72.6311,73.4084,79.8,7.4379,,4.4329,-0.8729,4.432,24.4442,24.4442,24.4442,285.1971,
9,002885.SZ,20170613,20161231,1.0,1.0,14.9793,14.9793,1.7318,0.2548,2.78,5079265.8,54943600.0,177178945.21,1.8497,1.3784,1.3424,4.1285,1.5402,33.1844,1.3093,62832522.98,69232891.5,79198343.15,52070135.2749,-58896996.3751,300405492.94,11857907.82,30834639.27,-96317233.27,318496564.08,257013561.87,131938090.9,378876608.21,182090206.2,1.0004,5.7975,0.87,3.0348,0.6179,1.1539,0.8678,-0.9816,6.6787,19.7137,80.2863,11.5796,6.6787,3.5962,8.7636,-0.7802,0.5664,93.009,7.096,7.7032,18.739,18.77,17.1533,10.0856,8.7444,14.9357,18.739,10.0856,49.6423,1.9858,2.1431,80.9525,19.0475,46.0828,8.1384,91.8112,88.1619,11.8381,0.1726,0.9858,1.0139,11.2812,0.9283,10.3292,,0.1521,153.6402,8.7444,8.7439,100902161.11,7.6534,3.3997,98.2564,1.5021,,0.7583,19.7005,29.8701,29.8701,155.8824,29.5692,30.289,29.1351,32.9848,155.792,8.6864,18.8134,1.3758,18.8144,18.6565,18.6565,,-86.6471,18.8144
