,ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
0,600018.SH,20190430,20190331,0.0829,0.0829,0.3521,0.3521,0.424,0.3,1.6847,64083154.84,1858147887.32,2425687975.51,1.9865,1.4064,1.2725,2.8165,0.1837,0.2587,0.0577,1343622759.9,2860712480.33,,-1228346763.4981,-11086667188.0681,7970409190.28,1780294256.52,40092498347.56,18189681888.2,59402259035.72,20346315785.75,11097744015.18,128524500916.58,45993701736.54,0.0829,3.4413,-0.0188,1.9847,-0.3168,0.1234,-0.053,-0.4784,26.1337,29.7311,70.2689,12.6031,26.1337,0.1248,8.565,3.9133,-0.009,83.5315,31.2192,35.0631,2.4756,2.5086,2.393,2.0243,1.5088,1.838,9.9024,8.0972,36.0464,1.5636,1.82,29.63,70.37,42.9594,31.1944,62.049,41.3791,58.6209,-0.0211,0.5636,1.6,1.9891,1.1918,1.4816,3.2657,-0.0087,219.1037,6.0352,1.3602,1376326362.69,31.1498,0.1248,83.5315,2.4756,2.393,1.5088,-5.3395,16.4326,16.4326,-823.0769,7.8838,7.2275,16.4301,19.84,-834.3835,4.3894,5.5581,-4.2197,5.5597,-5.6112,-5.6112,-5.6112,-62.7742,11.5344
1,600018.SH,20190328,20181231,0.4434,0.4434,1.6416,1.6416,0.3729,0.2995,1.5957,2682790207.44,7593552326.83,12075965672.97,1.5104,1.1353,1.0509,14.683,0.7755,1.1739,0.2664,7267472395.14,15557480887.33,19039364750.28,17655590914.9611,24294060698.3011,9942969952.57,1784784714.7,50288964898.38,21031793595.96,54999100186.98,16166222126.97,8642479582.33,132639279348.63,43919542198.79,0.4434,3.2601,0.2464,1.8952,0.3318,0.6713,0.7619,1.0483,30.1558,31.7433,68.2567,11.5778,30.1558,0.2456,8.1531,3.1791,0.0759,80.8965,37.4873,40.895,14.1711,14.214,10.4715,10.8945,8.0336,9.6911,14.1711,10.8945,42.9577,1.7531,1.9692,33.1396,66.8604,38.0967,37.9141,56.9575,51.0772,48.9228,0.1803,0.7531,1.2182,1.5023,0.8868,1.0937,2.615,0.0921,276.6014,8.0336,7.1963,33259153998.95,37.6625,0.3374,72.1261,7.1003,3.791,3.7015,11.4812,-10.9281,-10.9281,-40.5836,7.9304,-9.6341,-10.9208,19.37,-40.5856,-18.0705,8.728,2.2177,8.7266,1.6529,1.6529,-2.0473,183.4795,8.7266
2,600018.SH,20181031,20180930,0.2205,0.2205,1.1256,1.1256,0.3353,0.2654,1.407,274473753.95,4834649240.48,7397499537.54,1.5569,0.7691,0.704,9.3232,0.4945,0.8022,0.1778,3934131657.48,8312073584.47,,-1956210616.6969,7637318180.9231,12299965481.49,4085922950.83,58446083721.16,37845376210.79,49083386993.73,19753259366.06,22325404737.95,135725849292.13,38755766164.5,0.2205,3.0207,0.1872,1.6724,0.0143,0.3587,-0.0844,0.3296,22.945,28.3604,71.6396,12.0801,22.945,0.2034,8.549,3.3277,0.0782,84.9174,28.4423,31.8667,7.3256,7.271,6.9321,5.6671,4.0805,5.1374,9.7675,7.5561,49.1954,1.9683,2.1031,36.3063,63.6937,32.268,43.0619,51.5759,47.4033,52.5967,0.1223,0.9683,0.9355,1.1977,0.6559,0.8398,1.2969,0.058,407.7479,5.4407,3.4833,1377923378.03,28.539,0.2154,85.9464,2.4835,2.3441,1.3444,32.8378,7.2993,7.2993,-48.444,2.8514,-1.7834,7.2603,34.42,-48.4609,-4.3747,0.7437,7.7012,0.7447,3.4445,3.4445,0.9068,-8.7183,12.1672
3,600018.SH,20180830,20180630,0.1461,0.1461,0.7556,0.7556,0.3353,0.2654,1.3328,177789522.76,3208721833.91,5260800392.85,1.5087,0.7295,0.6585,6.3874,0.3415,0.5349,0.1228,2729165654.63,5613779157.29,7370190429.79,-2249588452.9883,2905972770.1317,10814940306.48,4081752844.51,53064644610.36,35194825230.76,47608156854.46,17632946880.6,23607569347.89,129139685906.72,37036861408.62,0.1461,2.9655,0.0657,1.5982,-0.1074,0.2422,-0.0971,0.1254,22.8114,30.0449,69.9551,12.8452,22.8114,0.1976,8.9974,3.6502,0.107,84.4135,28.585,32.0608,4.9006,4.8027,4.6434,3.9357,2.8003,3.5195,9.8012,7.8714,47.1835,1.8933,2.0641,36.3049,63.6951,33.0529,41.0909,53.2156,50.9987,49.0013,0.0439,0.8933,1.0112,1.2951,0.7005,0.8972,1.3527,0.0224,406.5702,5.6006,2.3742,33773477778.7,28.6978,0.2517,82.8774,2.4754,2.365,1.4644,16.4932,0.4124,0.4124,-52.8356,-4.3029,-6.0067,0.4063,31.69,-52.8536,-10.8082,-1.0973,1.9836,-1.0966,4.7343,4.7343,1.607,11.9971,12.5735
4,600018.SH,20180428,20180331,0.0712,0.0712,0.373,0.373,0.3355,0.2654,1.4299,100428772.55,1550545337.38,2551832768.3,1.5779,0.7891,0.6475,3.3629,0.1699,0.262,0.0609,1211073263.17,2701073560.37,,-7179427116.6405,-3622558979.5305,9203718129.8,4138281918.01,50401286313.12,33186185919.0,50213305936.01,18852205080.58,25055276601.36,129145308052.26,39287488246.97,0.0712,3.0854,0.0026,1.6953,-0.1318,0.1166,-0.3098,-0.1563,21.9388,29.5222,70.4778,13.2656,21.9388,0.1421,9.2948,3.8286,,85.9891,27.314,31.2487,2.342,2.3481,2.1996,1.904,1.3368,1.7045,9.368,7.616,44.7361,1.8095,2.0124,36.1254,63.8746,35.2405,39.0268,55.3648,51.177,48.823,0.0018,0.8095,1.1217,1.4186,0.7877,0.9963,1.5131,0.0009,397.7436,5.3472,1.1638,34207461590.02,27.4202,0.1421,85.9891,2.342,2.1996,1.3368,0.6863,44.4219,44.4219,-92.3977,32.0851,26.4748,44.6222,49.89,-92.5252,29.0448,2.9015,0.8868,2.9023,8.1484,8.1484,8.1484,-61.5677,12.0713
5,600018.SH,20180328,20171231,0.4978,0.4978,1.6149,1.6149,0.3407,0.2654,1.3588,5174669743.41,6361521823.81,12615217113.42,1.3199,0.6769,0.624,14.5807,1.0113,1.106,0.2901,7641661752.29,16590203625.16,19996100563.09,-2525786544.5912,2379362257.1188,13194589787.71,3605024041.71,47378824244.25,27110460270.18,49675673081.85,12181776107.75,16802684548.1,124435291164.6,37640917062.46,0.4978,2.9984,0.4147,1.6243,0.3466,0.7159,-0.109,0.1027,34.3267,33.7089,66.2911,10.7886,34.3267,0.2383,7.8309,2.7195,-0.1574,79.5808,35.2927,44.3304,17.7196,17.918,9.7713,12.8596,9.9577,11.5489,17.7196,12.8596,45.4409,1.8329,1.9816,35.5901,64.4099,35.1724,38.0751,55.8398,59.3406,40.6594,0.2524,0.8329,1.0827,1.4666,0.774,1.0485,1.8323,0.1498,247.4073,9.9577,8.9421,34146469143.09,42.3667,0.2469,76.6075,10.2703,4.1925,5.4351,9.792,66.2659,66.2659,371.7861,42.6806,59.4797,66.2497,4.28,372.057,45.2891,14.4253,20.9361,14.4268,19.3397,19.3397,42.8489,216.005,14.4268
6,600018.SH,20171031,20170930,0.2055,0.2055,1.0881,1.0881,0.3701,0.2336,1.0986,1166606892.73,3596687277.46,7619996849.66,0.9281,0.6659,0.6184,8.9323,0.9596,0.7428,0.2136,4785763889.12,8156346099.78,,5265784147.454,3119497240.874,10736766360.93,1625866323.55,37144421176.46,21948499978.55,42527413892.31,-2231939017.28,2873230985.15,106964568236.61,30871937293.26,0.2055,2.6931,0.3631,1.3322,0.1276,0.352,0.2272,0.1346,22.865,30.2197,69.7803,10.8687,22.865,0.2341,8.3459,2.2886,-0.1799,81.0204,28.0176,32.3467,7.7369,7.7453,5.842,6.9089,4.8837,5.7632,10.3159,9.2119,41.4885,1.7091,1.9175,24.1403,75.8597,35.6393,34.7259,58.345,62.6938,37.3062,0.2711,0.7091,1.2606,1.6802,0.859,1.1449,1.9376,0.17,140.3191,6.5116,4.0348,34471573934.52,30.0581,0.3073,81.5795,2.2526,1.8794,1.4661,61.0548,20.3162,20.3162,205.6397,24.5433,25.089,20.3458,0.51,205.7877,15.5409,2.7744,2.177,2.7742,10.5322,10.5322,14.8767,-43.1521,4.1586
7,600018.SH,20170830,20170630,0.1455,0.1455,0.7214,0.7214,0.37,0.2336,1.0388,936247558.68,2436559722.82,5055572651.49,0.7045,0.5121,0.4763,5.7746,0.664,0.4883,0.1427,3220568567.52,5683155875.89,7400622276.92,5880740107.6308,2649269506.9008,10947802871.65,1613777829.29,36422258723.88,23025691953.67,40972611394.51,-11162747016.14,2265985122.07,104978801019.14,29485979225.86,0.1455,2.6343,0.1393,1.2724,0.0493,0.2452,0.2538,0.1143,24.1003,30.2397,69.7603,10.6858,24.1003,0.1969,8.3715,2.1175,-0.2699,80.7363,30.6295,33.9936,5.5396,5.4569,4.0019,4.8507,3.439,4.0157,11.0792,9.7014,41.6741,1.7145,1.9243,22.6393,77.3607,34.8583,34.6949,58.1515,77.1134,22.8866,0.0854,0.7145,1.2463,1.6761,0.8365,1.1249,1.7794,0.0659,135.1872,6.878,2.8787,34974771751.2,31.9772,0.1985,78.8109,3.5744,2.2462,2.1886,27.8921,15.5679,15.5679,102.1771,26.0618,22.0349,15.6199,-10.21,102.1828,11.5787,0.5305,0.647,0.5317,8.4477,8.4477,4.9967,101.0327,3.6219
8,600018.SH,20170429,20170331,0.0493,0.0493,0.3449,0.3449,0.3699,0.2336,1.0986,107144236.3,1034433377.12,2258182150.97,0.7589,0.5581,0.5214,2.8021,0.3259,0.2325,0.0679,1371650459.65,2034186973.79,,-571907623.1936,-1185268437.6336,6492069441.49,1792465609.2,39375606586.67,26244349962.68,43436189321.88,-8042269095.61,5685358956.68,110509389849.55,30870683591.66,0.0493,2.7531,0.0342,1.3321,0.0385,0.0878,-0.0247,-0.0511,18.0545,28.2537,71.7463,10.7756,18.0545,0.1952,8.5762,2.0042,,82.8383,21.2831,25.4511,1.8335,1.8624,1.6614,1.727,1.2251,1.4314,7.334,6.908,40.12,1.67,1.8918,21.3047,78.6953,36.5643,35.631,57.7323,69.9766,30.0234,0.0238,0.67,1.3386,1.6203,0.9114,1.1031,1.6551,0.0167,133.4017,4.9004,0.9692,35343419658.44,23.4469,0.1952,82.8383,1.8335,1.6614,1.2251,9.9294,-6.2738,-6.2738,177.551,-5.442,1.0132,-6.3983,-11.58,177.7434,-10.9883,5.0641,1.7204,5.0651,12.4841,12.4841,12.4841,-52.0519,5.1566
9,600018.SH,20170329,20161231,0.2994,0.2994,1.3532,1.3532,0.3704,0.2336,1.0495,838442091.74,6100635109.34,9432850201.11,0.7,0.5169,0.478,12.1548,1.4675,0.8934,0.2913,5757752270.74,10622829627.14,13833637036.92,692015902.2372,19284176298.6472,6605649916.04,1831731623.69,40109022012.6,27869735095.1,40985769552.95,-10176483817.78,4901624230.65,108347395330.29,29732732952.83,0.2994,2.6204,0.0879,1.283,0.03,0.4584,0.0299,0.8322,25.7912,30.08,69.92,10.5885,25.7912,0.1299,8.1643,2.2943,0.2928,81.6393,29.402,33.8747,11.5332,11.3763,10.1397,9.8679,7.5132,8.8064,11.5332,9.8679,41.5691,1.7114,1.7892,20.3336,79.6664,35.0951,37.0189,56.0455,69.8776,30.1224,0.06,0.7114,1.2508,1.514,0.8443,1.0219,1.4706,0.0419,108.7997,7.5132,6.446,35912688705.99,31.7033,0.2627,82.4432,4.9421,4.1815,2.8263,-8.3785,4.9422,4.9422,-78.931,7.3898,0.917,5.7391,7.26,-78.9402,3.7964,1.8739,18.5453,1.8717,6.2633,6.2633,18.8145,120.2937,1.8717
