,ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
0,600021.SH,20190425,20190331,0.1031,0.1031,2.227,2.227,2.4803,0.381,2.4856,208196698.69,61666253.7,1180323429.81,0.3853,0.3721,0.2805,1.1126,0.4333,0.0984,0.0583,244058634.22,1217257191.42,,-6023116718.8,-3744463196.44,23439587462.85,9543105768.86,41387629702.37,38024058003.64,12594297460.32,-23748337725.94,-11919700738.23,68200499860.96,7502376390.3,0.1031,6.1612,0.018,2.8666,-0.3136,0.4651,-2.3014,-1.4307,8.3588,20.2513,79.7487,14.9179,8.3588,0.0003,4.0842,10.8334,,95.8126,9.5523,20.885,1.6852,1.6852,0.3851,1.2182,0.4875,1.4921,6.7408,4.8728,73.5007,3.7737,6.2402,14.7094,85.2906,12.447,60.6852,23.6433,51.9452,48.0548,0.0012,2.7737,0.2168,0.3896,0.1693,0.3043,0.3312,0.0006,90.6754,1.95,0.2701,66650377979.99,10.0516,0.0003,95.8126,1.6852,0.3851,0.4875,0.81,159.6977,159.6977,-93.6418,61.2203,59.2995,182.1209,-20.33,-93.5826,145.1588,1.4039,2.5474,1.4031,1.7798,1.7798,1.7798,-75.4293,26.3801
1,600021.SH,20190425,20181231,1.1171,1.1171,8.6272,8.6272,2.4797,0.381,2.5039,2253598559.09,515473132.3,4841909407.87,0.3144,0.3012,0.2554,5.3819,2.0275,0.4282,0.2515,1125629339.72,6274852633.41,9707779659.08,9539975014.6465,13916457008.0865,21476334104.15,9712999749.66,41155450557.85,36899361908.89,12333401399.52,-26203821544.0,-13716212626.0,67480307612.6,7550278191.74,1.058,6.0759,2.4267,2.8849,-0.0382,2.3976,3.6452,5.3174,15.116,21.4445,78.5555,15.2742,15.116,0.0017,5.7516,9.5209,0.3607,95.0147,17.4942,27.7909,19.3301,18.92,3.5984,6.9882,3.801,8.1006,19.3301,6.9882,73.3202,3.7482,6.2681,12.1782,87.8218,12.4997,60.9888,23.565,52.8304,47.1696,0.1662,2.7482,0.2198,0.3864,0.1705,0.2997,0.3342,0.0878,76.1691,3.801,3.0839,66554969149.97,17.7289,0.0022,101.3901,13.8317,-0.9,2.2737,43.2133,170.7465,170.7465,40.8334,106.3408,104.5306,178.5266,111.48,48.3627,131.4556,14.8411,16.5775,20.337,18.5368,18.5368,36.9174,181.9561,20.337
2,600021.SH,20181030,20180930,0.2934,0.2934,6.3161,6.3161,2.5231,0.3139,1.7605,64542309.19,649206366.29,3444430710.71,0.3737,0.3592,0.3135,3.6957,1.4931,0.3347,0.1953,1209710518.07,3165565494.25,,1444419705.5307,4696965256.7607,15698491167.18,9897761206.77,42105107695.58,37644377950.73,10292895261.98,-19919950141.08,-8273985360.72,62745629725.68,5429082204.62,0.2727,5.2795,1.428,2.0744,0.062,1.2095,0.5519,1.7947,7.7856,20.837,79.163,12.7949,7.7856,0.0016,4.2176,8.5757,-0.0924,92.6819,10.1877,19.15,5.3734,5.6013,4.8875,3.7406,1.5208,3.6602,7.1645,4.9875,76.6356,4.28,6.3712,13.4537,86.5463,11.6512,67.1044,22.0211,46.9787,53.0213,0.1175,3.28,0.2041,0.3282,0.152,0.2445,0.2734,0.0552,82.0599,2.0277,0.8434,59635710531.95,10.5743,0.0017,89.858,3.1049,2.7061,0.7311,28.2065,27.9546,27.9546,65.1822,39.134,40.7221,29.1584,105.96,60.1568,44.731,-0.2117,4.3753,4.5629,12.9868,12.9868,3.2344,47.453,34.9126
3,600021.SH,20180828,20180630,0.1277,0.1277,4.5074,4.5074,2.3077,0.341,1.7479,12441721.93,295241019.15,2238316807.76,0.3706,0.3499,0.3115,2.4946,0.9672,0.222,0.1298,634748513.05,2036462196.07,3595309011.92,3349772151.9405,6616934038.0305,9039487345.68,9745607120.67,48403962495.43,43267772507.26,9827350064.52,-20722193375.7,-1971885144.46,67634173963.96,5033385015.91,0.1277,5.1226,0.8874,2.0888,0.3583,0.8451,1.3901,2.746,5.9683,20.6083,79.3917,14.0466,5.9683,0.0015,4.688,9.357,-0.1678,94.1558,8.1062,18.7499,2.4524,2.38,2.3532,2.434,0.7748,2.1448,4.9048,4.868,77.7478,4.4939,6.6687,14.1216,85.8784,11.3717,71.5673,18.2506,49.005,50.995,0.0649,3.4939,0.1837,0.255,0.1463,0.203,0.2271,0.0318,83.5614,1.5496,0.3677,58354026959.91,8.5702,0.0022,92.4118,1.7575,1.7356,0.477,28.0072,-16.862,-16.862,58.8614,18.3423,22.0478,-6.3897,134.94,38.4939,51.9483,-3.1773,2.1038,-6.5891,18.8471,18.8471,16.2762,62.4855,22.5792
4,600021.SH,20180428,20180331,0.0361,0.0361,2.3497,2.3497,2.3077,0.341,1.8563,9694087.68,77405697.55,1002575097.73,0.3863,0.3664,0.3089,1.3111,0.5236,0.1195,0.069,240210902.59,841090951.79,,-2318493633.5724,245364204.9976,9090791335.89,10345926386.44,44316529099.9,40188901386.06,10220053068.41,-18063223557.26,-1848348828.87,63742445773.97,5294733489.86,0.0361,5.2949,0.2831,2.1973,-0.0753,0.3491,-0.9622,0.1018,4.3052,17.7075,82.2925,12.5231,4.3052,0.0008,3.9874,8.535,-0.0836,95.7574,5.9242,14.8554,0.6829,0.6806,0.6069,1.0251,0.2971,0.8927,2.7316,4.1004,76.6457,4.2819,6.4331,13.6694,86.3306,12.2868,69.5244,20.0165,46.1675,53.8325,0.0232,3.2819,0.2001,0.2879,0.1603,0.2306,0.2543,0.0107,78.2736,1.1884,0.1062,56089597027.52,6.3204,0.0008,95.7574,0.6829,0.6069,0.2971,12.0487,-31.8868,-31.8868,80.2037,1.9573,3.5395,-31.8049,14.82,41.9637,-3.8581,0.0794,-1.7244,-3.4457,21.3102,21.3102,21.3102,-62.9838,23.7173
5,600021.SH,20180403,20171231,0.3851,0.3851,7.8203,7.8203,2.3077,0.341,1.8202,684278954.21,243744928.12,3699472670.48,0.3368,0.3233,0.2785,5.7398,2.1239,0.4896,0.2762,754800061.86,3548312761.45,6221991624.13,-7508251272.6908,-2414825038.5508,7576786983.5,8727276798.16,45381023423.96,41138665866.2,10231297919.6,-20193725305.17,-1562759993.55,64609905648.95,5207633704.63,0.3851,5.2907,1.7231,2.1612,0.3308,1.4725,-3.1159,-1.0021,7.5844,19.6318,80.3682,14.8403,7.5844,0.0038,6.0744,8.7621,0.0518,95.9945,9.7299,18.8296,8.0563,6.98,2.116,5.2003,2.0946,4.804,8.0563,5.2003,76.2354,4.2079,5.9234,12.6757,87.3243,12.6447,70.2385,19.7318,49.3638,50.6362,0.1364,3.2079,0.2067,0.2809,0.1659,0.2255,0.2487,0.0673,73.7887,2.0946,1.3601,54810352975.86,9.9554,0.0057,94.2081,4.8932,-0.6217,0.9611,45.0441,-14.9702,-14.9702,-8.0572,-17.2741,-19.9334,-14.9648,-70.96,-9.4669,-15.3533,10.0189,14.2847,0.4589,12.2558,12.2558,1.9325,120.3369,0.4589
6,600021.SH,20171027,20170930,0.1708,0.1708,6.418,6.418,1.8539,0.3682,1.6815,50322667.84,315214403.04,2157330121.77,0.4386,0.4193,0.3755,4.5144,1.7023,0.4331,0.2401,458750480.74,2043114703.22,,-8828367919.9641,-7753521614.2941,4307018363.03,5776258837.31,32752078564.04,29169303708.95,8679326328.13,-11067141883.47,755848451.89,48734205213.58,4385922872.72,0.1708,4.7864,0.8645,2.0497,0.1287,0.9548,-4.1259,-3.6236,5.5177,15.7093,84.2907,11.796,5.5177,0.0031,4.2817,7.5112,-0.0799,96.6595,6.7531,14.8776,3.5608,3.5338,3.0706,3.5728,1.3251,3.1664,4.7477,4.7637,72.8276,3.6802,5.5705,14.6991,85.3009,14.7564,67.2055,21.0153,46.0199,53.9801,0.0938,2.6802,0.2391,0.3127,0.2026,0.265,0.2976,0.0432,70.3087,1.7668,0.6392,36979577226.8,7.3664,0.0004,95.6089,1.9727,1.8664,0.6078,12.8365,-55.3347,-55.3347,-50.8751,-49.4101,-46.4639,-55.3227,-59.64,-50.8779,-53.7069,-0.4679,-16.9249,-19.2962,16.6532,16.6532,20.6706,69.9835,-3.4905
7,600021.SH,20170826,20170630,0.0772,0.0772,4.0355,4.0355,1.8539,0.3682,1.5879,39525599.88,125667012.3,1354686134.9,0.4294,0.4105,0.3777,3.1179,1.1241,0.278,0.1537,234893896.4,1230027549.19,2320722784.4,-6087997031.9423,-5071312167.5823,3667216980.04,4730737836.29,32695438229.6,29230245049.45,8550637414.18,-10464559122.94,741920907.49,48422371128.73,4185578414.02,0.0772,4.7061,0.5586,1.9561,0.0611,0.5748,-2.8452,-2.3701,4.7054,15.6886,84.3114,12.4069,4.7054,0.0046,4.7388,7.6634,-0.0935,97.2797,5.9774,14.245,1.6227,1.59,1.2345,2.1892,0.7231,1.7742,3.2454,4.3784,72.3216,3.6129,5.5194,13.8583,86.1417,15.0486,67.5213,20.796,44.6273,55.3727,0.0652,2.6129,0.245,0.308,0.2081,0.2615,0.2925,0.0291,68.443,1.4462,0.294,35728357061.09,6.7713,0.0037,97.218,0.9024,0.5716,0.3893,20.5853,-72.29,-72.29,-60.5258,-59.9544,-55.6527,-72.2892,-78.25,-60.5252,-71.4014,-2.1377,-19.7457,-20.6495,14.4045,14.4045,24.5153,-11.7651,-3.1044
8,600021.SH,20170428,20170331,0.0342,0.0342,2.0849,2.0849,1.8539,0.3682,1.7249,5814159.35,67413271.41,621645034.39,0.4723,0.4525,0.403,1.5567,0.5749,0.1475,0.0797,118783117.82,570526997.28,,-3463692576.6592,-2822618372.6592,9517295298.95,4743481865.13,26170799791.33,22739165373.15,8786896384.12,-8974554790.92,-4916656154.63,42203047704.9,4478766298.86,0.0342,4.8198,0.1571,2.0931,0.0651,0.2666,-1.6187,-1.3191,4.1643,13.9346,86.0654,10.576,4.1643,0.0055,4.1814,6.3891,,97.3374,6.1463,12.7888,0.7108,0.71,0.6544,1.0186,0.3317,0.8238,2.8432,4.0744,71.6062,3.5219,5.437,14.2255,85.7745,15.562,62.0116,24.4367,42.0632,57.9368,0.0198,2.5219,0.2551,0.3941,0.2173,0.3358,0.3864,0.0083,67.8643,1.3268,0.1307,35369217288.32,6.3996,0.0055,97.3374,0.7108,0.6544,0.3317,7.5349,-78.0488,-78.0488,-79.1007,-63.2032,-62.6603,-78.0356,-79.08,-79.101,-77.4756,0.2267,-20.2492,-18.7339,6.327,6.327,6.327,32.2823,-2.4863
9,600021.SH,20170408,20161231,0.4283,0.4283,7.4993,7.4993,1.8539,0.3682,1.6907,77240376.76,839217057.23,3659022084.05,0.4443,0.4134,0.3769,6.2429,2.0035,0.5551,0.2984,1313402570.68,3408320058.76,5447781200.52,5895511274.602,7280479918.332,3408220328.49,4213931596.24,32077609367.54,28782722207.03,8766489765.76,-9367590213.05,785500050.17,47930413380.7,4405538868.1,0.4283,4.8089,1.8741,2.0589,-0.4346,1.5929,2.7552,3.4025,10.3049,22.8027,77.1973,13.4694,10.3049,0.0029,6.2981,7.1684,0.3223,91.815,12.7158,21.2403,8.9206,8.77,8.1688,6.3385,3.0752,5.5522,8.9206,6.3385,71.4634,3.5043,5.234,13.4802,86.5198,15.7805,66.9254,21.4682,42.4592,57.5408,0.2379,2.5043,0.2592,0.3208,0.2208,0.2733,0.3046,0.101,69.488,3.0752,1.7044,35292007797.59,13.4827,0.0022,100.1772,0.9404,0.5561,0.3703,5.7215,-31.2189,-31.2189,-13.4085,-23.1929,-23.9656,-31.2197,-18.12,-13.4068,-31.4382,0.3192,6.8509,0.3186,-5.6444,-5.6444,-0.6791,-61.9166,0.3186
