,ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
0,600308.SH,20190430,20190331,0.087,0.087,2.7219,2.7219,1.9218,0.5294,3.1743,8216717.86,93615069.03,337516362.69,1.1307,0.8473,0.726,3.3921,0.5406,0.4892,0.2212,134529111.55,178466739.0,,-447911493.9927,-69327157.5527,2601881760.66,155332563.27,3886427456.47,2033269273.13,7188006533.39,723285857.43,1803286767.25,11900417865.91,4324245982.09,0.0872,6.6817,0.2435,3.7037,0.0151,0.1529,-0.3836,-0.0594,3.0611,10.6203,89.3797,6.2731,3.0611,2.5174,2.508,1.2477,-0.5085,95.7669,4.2156,5.6156,1.3157,1.315,1.2096,1.2424,0.6772,1.0719,5.2628,4.9696,45.3255,1.829,1.8561,42.6967,57.3033,49.0393,32.6579,65.5552,83.3134,16.6866,0.0514,0.829,1.1743,2.0073,1.0819,1.8495,3.5352,0.0428,75.8176,2.7088,0.7089,7480071897.89,4.3679,2.5174,95.7669,1.3157,1.2096,0.6772,8.9472,-39.1608,-39.1608,136.8677,-37.1959,-36.2617,-39.0583,-41.22,136.8719,-42.8399,1.6089,4.1552,1.609,-13.5412,-13.5412,-13.5412,73.3889,6.6157
1,600308.SH,20190330,20181231,0.616,0.616,12.6446,12.6446,1.9218,0.5294,3.0732,35465366.09,683600356.08,2176335605.71,1.1009,0.792,0.6718,16.3639,2.6452,2.1219,1.0417,839380792.49,1091496458.91,2035461157.54,818416680.8215,264308948.2615,2478344465.88,157064489.48,3542866077.94,2045421161.37,7055924782.33,504127945.64,1522280743.66,11437461354.23,4206208960.55,0.6159,6.5759,1.197,3.6026,-0.1637,0.9349,0.701,0.2264,4.8799,14.7415,85.2585,8.0251,4.8799,3.151,3.6709,1.2031,0.2036,94.3144,6.181,7.3933,9.7019,9.713,9.2234,7.7016,5.0834,7.4049,9.7019,7.7016,43.902,1.7826,1.9122,39.0686,60.9314,50.1385,30.976,67.1286,80.8307,19.1693,0.2798,0.7826,1.2427,2.1671,1.1421,1.9916,3.4496,0.2262,60.5303,5.0834,5.0737,7621172798.7,6.2548,2.8409,98.6464,0.9076,0.7155,0.4575,4.7863,6.7418,6.7418,-40.504,6.1877,6.3311,6.7367,5.14,-40.5051,-0.6656,7.4511,-1.3936,7.452,8.0858,8.0858,-3.4157,-77.5367,7.452
2,600308.SH,20181027,20180930,0.556,0.556,9.5327,9.5327,1.9218,0.4831,3.0601,20787635.09,628924644.41,1811472704.25,1.237,0.9177,0.7664,12.9894,1.9701,1.5833,0.7909,790200194.19,987979522.69,,-33773435.0844,-836875285.9044,2542639907.26,204519077.87,3298729604.11,1752066922.45,6966254660.45,1079561942.64,1545142365.08,11126269495.01,4136855517.88,0.5565,6.5138,1.048,3.5432,-0.3924,0.8462,-0.0289,-0.7168,5.8986,16.2756,83.7244,8.44,5.8986,3.2523,3.9054,1.2823,-0.0538,92.9003,7.5045,8.8767,8.8093,8.777,8.5274,7.0206,4.6652,6.7641,11.7457,9.3608,43.5789,1.7724,1.9081,40.6132,59.3868,50.2129,29.6481,68.3546,75.3385,24.6615,0.2686,0.7724,1.2579,2.3055,1.1522,2.1118,3.976,0.2024,58.54,6.2203,4.6169,7292015228.77,7.5945,3.2469,90.8906,3.7262,3.6333,2.0441,13.2979,34.2995,34.2995,-43.9782,48.8638,47.127,34.5451,33.19,-43.9773,22.7278,6.4364,-2.7911,6.4376,12.4575,12.4575,3.2353,23.7505,9.6289
3,600308.SH,20180825,20180630,0.318,0.318,6.3562,6.3562,1.9218,0.4831,2.8218,13847559.42,357722176.72,1144462578.22,1.1777,0.8674,0.7344,7.8687,1.3433,1.0405,0.5314,451916008.73,596784848.34,1101720692.3,334771702.2178,-255137623.3722,2366686380.82,198250054.96,3552165617.58,2200287539.09,6686784901.41,812384695.57,1666185734.65,11094679324.86,3858712974.52,0.3182,6.2725,0.6256,3.3049,-0.4645,0.5111,0.2867,-0.2185,5.0545,15.4214,84.5786,8.5207,5.0545,3.255,3.8781,1.3876,-0.0059,93.9105,6.6198,8.0415,5.1361,5.068,4.9447,4.2732,2.6859,3.9681,10.2722,8.5464,44.7824,1.811,1.9304,39.4209,60.5791,48.953,32.0168,66.0096,74.7472,25.2528,0.1597,0.811,1.1972,2.0617,1.0931,1.8825,3.0391,0.1194,59.7274,5.3718,2.6606,7325991112.93,6.7102,3.5655,93.1835,2.7932,2.7111,1.5001,16.2967,25.6917,25.6917,-19.6816,53.434,50.8408,25.6657,24.57,-19.6846,15.8457,2.4935,-4.2892,2.4942,17.7125,17.7125,18.2785,30.3005,8.4768
4,600308.SH,20180428,20180331,0.143,0.143,3.1483,3.1483,1.9218,0.4831,2.8207,7835440.03,159261727.07,509077114.24,1.1471,0.8855,0.7338,3.5264,0.6357,0.5071,0.2569,196602825.48,263547856.46,,-570365117.2089,-611279066.1289,2491951162.61,224796259.68,4096548751.62,2570984842.04,6673045593.12,756658238.84,1882433176.78,11627645756.55,3857396088.86,0.1431,6.2671,0.1028,3.3038,-0.0468,0.2257,-0.4885,-0.5236,4.4904,13.8495,86.1505,7.3631,4.4904,2.9386,3.1796,1.2449,0.2213,94.6514,5.8033,7.1698,2.3108,2.312,2.2024,1.842,1.1536,1.7226,9.2432,7.368,47.498,1.9047,1.9786,41.1307,58.8693,46.5202,35.2311,62.9298,75.489,24.511,0.0233,0.9047,1.074,1.7862,0.9794,1.6289,2.5955,0.0176,61.0108,4.6144,1.1679,7457556884.84,5.9249,2.9386,94.6514,2.3108,2.2024,1.1536,3.2657,34.9057,34.9057,-30.3523,93.2967,56.5001,34.854,36.33,-30.3562,22.3416,2.4053,0.5089,2.406,17.1413,17.1413,17.1413,-28.5225,10.2275
5,600308.SH,20180317,20171231,0.577,0.577,11.6987,11.6987,1.9218,0.4831,2.6776,23495046.96,650186561.28,2193782537.12,1.0607,0.845,0.6909,11.7958,2.4563,1.7933,0.9367,740866417.02,1130407580.9,2125599063.56,2046081758.8636,680314582.4136,2589748343.01,119388432.02,4201869989.95,2515033411.22,6509017986.21,324020669.41,1387844176.53,11562629036.68,3690298921.76,0.577,6.1199,2.0119,3.1607,0.3138,0.9682,1.7524,0.5827,5.0022,16.0612,83.9388,9.6753,5.0022,4.5302,3.2316,1.9135,0.1365,94.576,6.2915,8.276,9.8642,9.864,9.5201,7.7518,4.6853,7.4178,9.8642,7.7518,48.4243,1.9389,2.1352,39.6898,60.3102,45.6077,36.3401,61.7968,77.274,22.726,0.4398,0.9389,1.0339,1.7005,0.9418,1.5491,2.588,0.3399,62.6046,4.6853,4.6198,7557704274.45,6.358,4.984,93.1686,2.7095,2.5276,1.3601,4.3816,269.8718,269.8718,31.1795,438.8803,188.5965,270.0837,523.39,31.1782,237.3766,9.6953,-4.173,9.6945,26.3555,26.3555,13.2578,23.9776,9.6945
6,600308.SH,20171031,20170930,0.414,0.414,8.4767,8.4767,1.9218,0.4343,2.563,10684692.79,472210881.3,1527890691.7,1.0495,0.854,0.6896,8.3238,1.8033,1.3074,0.6789,483879525.95,797568659.16,,909439702.1323,-284320671.1977,2546330889.06,133277523.25,4435780017.58,2743380690.19,6273475136.92,260382289.97,1280679676.06,11585254408.46,3499512887.61,0.4136,5.9417,1.8707,2.9973,0.3778,0.6831,0.7789,-0.2435,4.9426,15.4378,84.5622,9.9223,4.9426,4.3577,3.3109,2.2538,-0.2058,95.1109,5.6674,8.0586,7.18,7.163,7.0211,5.4706,3.3553,5.6588,9.5733,7.2941,49.8805,1.9952,2.1677,38.6923,61.3077,43.9785,38.2882,59.8807,73.9106,26.0894,0.4153,0.9952,0.975,1.5639,0.8817,1.4143,2.2868,0.307,63.41,4.4737,3.3123,7705513191.58,5.8049,4.685,94.1125,2.7353,2.7037,1.297,35.482,305.8824,305.8824,145.1448,432.6679,223.1146,305.0959,1004.76,145.1316,276.6043,6.5012,-4.2193,6.5013,32.1651,32.1651,34.9753,14.7238,7.5654
7,600308.SH,20170812,20170630,0.253,0.253,5.3998,5.3998,1.9218,0.4343,2.4026,8522309.43,287158873.55,918434362.89,0.9911,0.8105,0.7018,4.7094,1.0767,0.8218,0.4183,272373260.28,479680734.01,975870079.1,799993797.907,1022051046.587,2204671624.34,173638018.13,5914213599.14,3840500481.57,6075026514.95,-56097837.47,1975532167.2,12873419482.93,3312298496.5,0.2532,5.7824,0.7789,2.8369,0.5204,0.4108,0.6852,0.8754,4.7229,14.5677,85.4323,9.5814,4.7229,4.1712,3.0019,2.4084,-0.0765,95.6798,5.0786,7.6084,4.458,4.439,4.3295,3.1825,1.9755,3.4214,8.916,6.365,54.371,2.1916,2.2725,41.0046,58.9954,39.8317,45.9413,52.4434,76.0928,23.9072,0.1441,1.1916,0.8141,1.1415,0.7326,1.0272,1.5818,0.1097,72.1709,3.951,1.9617,7854049189.86,5.2365,4.2522,95.0027,2.5657,2.5443,1.1334,23.2765,314.7541,314.7541,280.1367,357.2664,216.5094,318.4021,571.82,280.1072,296.5205,3.6458,2.4069,3.6448,30.6155,30.6155,18.7665,90.1335,5.5184
8,600308.SH,20170429,20170331,0.106,0.106,2.6876,2.6876,1.9218,0.4343,2.3025,7087314.89,116822338.55,417920353.63,0.9523,0.7868,0.6993,2.3084,0.5486,0.403,0.2088,114123875.55,208083148.83,,-346588545.3616,-170067518.8816,2311161457.17,138480202.5,5872841543.64,4398474744.98,5954873389.63,-299450528.53,2196417134.05,12718945463.46,3195402353.83,0.1061,5.6856,0.1476,2.7368,0.2353,0.1782,-0.2968,-0.1457,3.9953,13.3184,86.6816,9.3376,3.9953,4.0894,3.0518,2.1964,-0.2094,96.3631,3.5169,6.6313,1.8842,1.884,1.7765,1.3844,0.8341,1.4916,7.5368,5.5376,54.8666,2.2157,2.2857,39.4364,60.5636,39.2579,46.174,52.1924,75.475,24.525,0.0274,1.2157,0.7976,1.1303,0.7155,1.014,1.3538,0.0207,70.9448,3.3364,0.8244,8022196049.24,4.4348,4.0894,96.3631,1.8842,1.7765,0.8341,5.493,341.6667,341.6667,-4.218,281.3368,208.3703,349.2747,652.12,-4.2162,331.322,1.9107,1.8487,1.9109,45.2383,45.2383,45.2383,103.7335,4.1622
9,600308.SH,20170331,20161231,0.156,0.156,9.2585,9.2585,1.9218,0.4343,2.1964,77736726.17,104298196.58,1429546065.05,0.9053,0.7573,0.6413,7.769,1.9469,1.3396,0.6991,170677779.88,628727369.15,1703372318.75,1454808708.4421,-182746489.6079,2243920094.99,233305047.63,5696320517.16,4415129164.51,5823600926.02,-570903426.74,1931847259.37,12416034793.69,3071492700.39,0.1559,5.579,1.5337,2.6307,0.1299,0.5385,1.246,-0.1565,1.665,13.2244,86.7756,10.8222,1.665,3.5626,4.0164,3.2432,0.0163,98.4211,1.4752,5.8162,2.8318,2.833,1.6225,4.0661,1.164,2.8565,2.8318,4.0661,54.8808,2.2164,2.4054,36.6405,63.3595,39.1023,45.8787,52.4632,73.7484,26.2516,0.2971,1.2164,0.7969,1.1435,0.7125,1.0223,1.319,0.2191,88.0071,1.164,1.1772,8262940485.55,2.7837,3.6313,98.1697,0.9693,0.1617,0.4125,27.0859,183.6364,183.6364,-2.3991,217.212,201.4978,181.8973,160.16,-2.4033,174.4954,2.6967,-7.1041,2.6965,14.7941,14.7941,41.0382,53.5375,2.6965
