,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit
0,002852.SZ,20190426,20190426,20190331,1,1,0.15,0.15,877354870.6,877354870.6,,,,,,,,,,,,,,,3847980.0,16245498.81,,,838637105.79,751119618.87,,,1466566.07,73115473.4,11142846.75,-413451.39,1464841.65,,,,,,,,,,,68194155.45,1020111.36,245731.24,,68968535.57,24675990.86,44292544.71,44463064.27,-170519.56,472170.0,44764714.71,44935234.27,-170519.56,,,,,
1,002852.SZ,20190411,20190411,20181231,1,1,0.76,0.76,3600495170.9,3600495170.9,,,,,,,,,,,,,,,-1325340.0,45191936.77,,,3435602485.55,3151052631.03,,,8288861.38,199051220.89,47862553.19,-2752593.73,28986363.16,,,,,,,,,,,292083140.47,5647660.63,1689936.83,,296040864.27,74535712.7,221505151.57,219556698.96,1948452.61,-467670.0,221037481.57,219089028.96,1948452.61,179190546.32,224171680.86,,,
2,002852.SZ,20181029,20181029,20180930,1,1,0.74,0.74,2507524888.03,2507524888.03,,,,,,,,,,,,,,,1617290.0,33475906.61,,,2336923918.33,2145854992.88,,,5072739.78,155294391.62,31555606.78,-2144214.87,-48230.35,,,,,,,,,,,282435399.16,1942597.71,1346965.35,,283031031.52,69365562.7,213665468.82,212743833.32,921635.5,1303260.0,214968728.82,214047093.32,921635.5,180521885.38,,,,
3,002852.SZ,20180821,20180821,20180630,1,1,0.51,0.51,1573935637.36,1573935637.36,,,,,,,,,,,,,,,7045090.0,17191686.67,,,1479848347.08,1346883596.61,,,3499382.14,106401578.6,23323300.12,-895131.54,635621.15,,,,,,,,,,,191971497.06,1921589.98,317084.35,,193576002.69,45716608.63,147859394.06,147859394.06,,32100.0,147891494.06,147891494.06,,102180877.84,124108498.93,,,
4,002852.SZ,20180425,20180425,20180331,1,1,0.32,0.32,837596570.19,837596570.19,,,,,,,,,,,,,,,-2361490.0,11337420.83,,,776145267.07,720187747.31,,,1628970.03,45109878.82,9840394.2,369936.46,-991659.75,,,,,,,,,,,71685643.15,2906139.98,22540.0,,74569243.13,20808238.69,53761004.44,53761004.44,,-1493800.0,52267204.44,52267204.44,,62087989.03,,,,
5,002852.SZ,20180425,20180425,20171231,1,1,1.2,1.2,3301935061.73,3301935061.73,,,,,,,,,,,,,,,-1548050.0,53165881.1,,,3120607395.56,2945287365.09,,,9090958.23,121904107.85,44875170.67,-2804591.54,2254385.26,,,,,,,,,,,244715614.35,4959932.36,3111065.77,,246564480.94,55211480.58,191353000.36,191353000.36,,-14701220.0,176651780.36,176651780.36,,190293191.71,220857324.78,,,
6,002852.SZ,20171027,20171027,20170930,1,1,0.97,0.97,2318666740.64,2318666740.64,,,,,,,,,,,,,,,9759540.0,19911365.09,,,2160029528.95,2037405239.14,,,7238903.14,86041533.56,29751335.89,-2021077.79,1613595.01,,,,,,,,,,,188308116.78,10807989.58,1561594.71,17987.71,197554511.65,45690177.31,151864334.34,151864334.34,,-14696720.0,137167614.34,137167614.34,,158229728.91,,,,
7,002852.SZ,20170818,20170818,20170630,1,1,1.08,1.08,1404655123.26,1404655123.26,,,,,,,,,,,,,,,-700230.0,24563603.04,,,1314064761.93,1225144159.21,,,5404784.23,63206809.3,19401267.46,-2283953.44,3191695.17,,,,,,,,,,,114453734.37,7098210.96,1487496.71,6889.71,120064448.62,25513655.38,94550793.24,94550793.24,,-29326600.0,65224193.24,65224193.24,,91498103.06,91498103.06,,,
8,002852.SZ,20170428,20170428,20170331,1,1,0.68,0.68,654630757.98,654630757.98,,,,,,,,,,,,,,,6686500.0,1793718.19,,,597414486.79,553810213.96,,,2983291.03,31302472.2,9908517.77,-616878.94,26870.77,,,,,,,,,,,65696489.38,1503204.58,220769.19,,66978924.77,15734658.2,51244266.57,51244266.57,,-48414180.0,2830086.57,2830086.57,,56626263.02,,,,
9,002852.SZ,20170220,20170220,20161231,1,1,2.74,2.74,2690979869.72,2690979869.72,,,,,,,,,,,,,,,1600300.0,-14956476.69,,,2414886328.25,2244731244.49,,,6929443.15,137039360.75,34480693.26,-8909192.35,614778.95,,,,,,,,,,,262737364.78,7066662.44,912886.55,,268891140.67,63157522.84,205733617.83,205733617.83,,17490680.0,223224297.83,223224297.83,,267184349.12,279699896.05,,,
