,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit
0,601939.SH,20190430,20190430,20190331,1,2,0.31,0.31,187066000000.0,187066000000.0,215918000000.0,,46394000000.0,43029000000.0,10468000000.0,531000000.0,,,,,,,,9025000000.0,2550000000.0,4886000000.0,3000000.0,2501000000.0,91296000000.0,,90843000000.0,3365000000.0,1508000000.0,,37699000000.0,,,,,,,,91296000000.0,,,,8494000000.0,95770000000.0,256000000.0,185000000.0,,95841000000.0,17916000000.0,77925000000.0,76916000000.0,1009000000.0,-468000000.0,77457000000.0,76630000000.0,827000000.0,,,,,
1,601939.SH,20190328,20190328,20181231,1,2,1.0,1.0,658891000000.0,658891000000.0,811026000000.0,,138017000000.0,123035000000.0,23529000000.0,2646000000.0,,,,,,,,28695000000.0,144000000.0,14586000000.0,140000000.0,6153000000.0,350377000000.0,,324748000000.0,14982000000.0,6132000000.0,,167208000000.0,,,,,,,,350377000000.0,,,,26049000000.0,308514000000.0,1070000000.0,1424000000.0,,308160000000.0,52534000000.0,255626000000.0,254655000000.0,971000000.0,38214000000.0,293840000000.0,292705000000.0,1135000000.0,485551000000.0,485551000000.0,,,
2,601939.SH,20181024,20181024,20180930,1,2,0.86,0.86,500047000000.0,500047000000.0,604759000000.0,,106204000000.0,96528000000.0,17842000000.0,-347000000.0,,,,,,,,22102000000.0,905000000.0,12812000000.0,169000000.0,4472000000.0,237184000000.0,,239034000000.0,9676000000.0,4503000000.0,,110461000000.0,,99771000000.0,,,,,,237184000000.0,,,,22449000000.0,262863000000.0,1821000000.0,850000000.0,,263834000000.0,48978000000.0,214856000000.0,214108000000.0,748000000.0,20557000000.0,235413000000.0,234429000000.0,984000000.0,,,,,
3,601939.SH,20180829,20180829,20180630,1,2,0.59,0.59,339903000000.0,339903000000.0,395320000000.0,,75371000000.0,69004000000.0,15537000000.0,122000000.0,,,,,,,,18363000000.0,1281000000.0,10314000000.0,152000000.0,3820000000.0,159330000000.0,,155834000000.0,6367000000.0,3190000000.0,,71119000000.0,,66780000000.0,,,,,,159330000000.0,,,,18241000000.0,180573000000.0,1320000000.0,473000000.0,,181420000000.0,33955000000.0,147465000000.0,147027000000.0,438000000.0,13603000000.0,161068000000.0,160572000000.0,496000000.0,265594000000.0,265594000000.0,,,
4,601939.SH,20180427,20180427,20180331,1,2,0.3,0.3,183221000000.0,183221000000.0,199141000000.0,,40872000000.0,37931000000.0,3618000000.0,-2511000000.0,,,,,,,,16479000000.0,1115000000.0,2147000000.0,48000000.0,2867000000.0,93318000000.0,,76459000000.0,2941000000.0,1400000000.0,,34688000000.0,,38240000000.0,,,,,,93318000000.0,,,,18990000000.0,89903000000.0,757000000.0,167000000.0,,90493000000.0,16417000000.0,74076000000.0,73815000000.0,261000000.0,4405000000.0,78481000000.0,78309000000.0,172000000.0,,,,,
5,601939.SH,20180328,20180328,20171231,1,2,0.96,0.96,621659000000.0,621659000000.0,750154000000.0,,131322000000.0,117798000000.0,20179000000.0,-655000000.0,,,,,,,,30571000000.0,-32000000.0,6411000000.0,161000000.0,14455000000.0,323473000000.0,,297698000000.0,13524000000.0,5767000000.0,,159118000000.0,,127362000000.0,,,,,,323473000000.0,,,,31226000000.0,298186000000.0,3983000000.0,2382000000.0,,299787000000.0,56172000000.0,243615000000.0,242264000000.0,1351000000.0,-28995000000.0,214620000000.0,213837000000.0,783000000.0,456774000000.0,456774000000.0,,,
6,601939.SH,20171027,20171027,20170930,1,2,0.8,0.8,471994000000.0,471994000000.0,555566000000.0,,103074000000.0,93649000000.0,18654000000.0,393000000.0,,,,,,,,26760000000.0,699000000.0,2593000000.0,195000000.0,14969000000.0,223638000000.0,,222242000000.0,9425000000.0,4248000000.0,,106059000000.0,,86964000000.0,,,,,,223638000000.0,,,,26367000000.0,248356000000.0,2993000000.0,814000000.0,,250535000000.0,48262000000.0,202273000000.0,201242000000.0,1031000000.0,-16090000000.0,186183000000.0,185141000000.0,1042000000.0,,,,,
7,601939.SH,20170831,20170831,20170630,1,2,0.55,0.55,320388000000.0,320388000000.0,363489000000.0,,74166000000.0,68080000000.0,15373000000.0,29000000.0,,,,,,,,19110000000.0,162000000.0,2045000000.0,17000000.0,13137000000.0,149682000000.0,,145635000000.0,6086000000.0,2907000000.0,,67184000000.0,,60510000000.0,,,,,,149682000000.0,,,,19081000000.0,170706000000.0,1896000000.0,509000000.0,,172093000000.0,33084000000.0,139009000000.0,138339000000.0,670000000.0,-16825000000.0,122184000000.0,121448000000.0,736000000.0,98576000000.0,98576000000.0,,,
8,601939.SH,20170428,20170428,20170331,1,2,0.28,0.28,170798000000.0,170798000000.0,179561000000.0,,41542000000.0,38767000000.0,12651000000.0,15000000.0,,,,,,,,12472000000.0,81000000.0,1982000000.0,-8000000.0,10573000000.0,83543000000.0,,72638000000.0,2775000000.0,1322000000.0,,33602000000.0,,36162000000.0,,,,,,83543000000.0,,,,12457000000.0,87255000000.0,715000000.0,197000000.0,,87773000000.0,17542000000.0,70231000000.0,70012000000.0,219000000.0,-9236000000.0,60995000000.0,60908000000.0,87000000.0,,,,,
9,601939.SH,20170330,20170330,20161231,1,2,0.92,0.92,605090000000.0,605090000000.0,696637000000.0,,127863000000.0,118509000000.0,19578000000.0,-939000000.0,,,,,,,,48265000000.0,-1412000000.0,19112000000.0,69000000.0,2817000000.0,312701000000.0,,278838000000.0,9354000000.0,17473000000.0,,152820000000.0,,93204000000.0,,,,,,312701000000.0,,,,49204000000.0,292389000000.0,4257000000.0,1436000000.0,,295210000000.0,62821000000.0,232389000000.0,231460000000.0,929000000.0,-19752000000.0,212637000000.0,212418000000.0,219000000.0,146605000000.0,146605000000.0,,,
10,601939.SH,20161028,20161028,20160930,1,2,0.78,0.78,472572000000.0,472572000000.0,523246000000.0,,98215000000.0,92314000000.0,17640000000.0,2000000.0,,,,,,,,46818000000.0,-356000000.0,13912000000.0,-58000000.0,4082000000.0,227699000000.0,,207444000000.0,5901000000.0,14485000000.0,,102694000000.0,,63704000000.0,,,,,,227699000000.0,,,,46816000000.0,244873000000.0,2726000000.0,723000000.0,,246876000000.0,52206000000.0,194670000000.0,193835000000.0,835000000.0,18000000.0,194688000000.0,194254000000.0,434000000.0,,,,,
11,601939.SH,20160826,20160826,20160630,1,2,0.53,0.53,332852000000.0,332852000000.0,346411000000.0,,70907000000.0,67190000000.0,15586000000.0,2000000.0,,,,,,,,39088000000.0,-516000000.0,10879000000.0,-75000000.0,5221000000.0,164504000000.0,,135421000000.0,3717000000.0,13359000000.0,,65449000000.0,,46610000000.0,,,,,,164504000000.0,,,,39086000000.0,168348000000.0,1877000000.0,347000000.0,,169878000000.0,35975000000.0,133903000000.0,133410000000.0,493000000.0,-4216000000.0,129687000000.0,129645000000.0,42000000.0,114906000000.0,114906000000.0,,,
12,601939.SH,20160430,20160430,20160331,1,2,0.27,0.27,187944000000.0,187944000000.0,177272000000.0,,40234000000.0,38376000000.0,8775000000.0,-74000000.0,,,,,,,,32833000000.0,-124000000.0,5972000000.0,20000000.0,3001000000.0,100425000000.0,,69386000000.0,1858000000.0,8926000000.0,,31891000000.0,,26701000000.0,,,,,,100425000000.0,,,,32907000000.0,87519000000.0,777000000.0,152000000.0,,88144000000.0,20233000000.0,67911000000.0,67952000000.0,-41000000.0,-2751000000.0,65160000000.0,65385000000.0,-225000000.0,,,,,
