,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit
0,603131.SH,20190429,20190429,20190331,1,1,0.05,0.05,167488896.69,167488896.69,,,,,,,,,,,,,,,1577443.5,2431900.0,,,160955862.01,125412071.89,,,346692.32,8512740.9,12017314.77,3006085.19,1358581.34,,,,,,,,,,,11769061.52,471213.46,,,12240274.98,1915321.25,10324953.73,10277437.39,47516.34,,10324953.73,10277437.39,47516.34,,,,,
1,603131.SH,20190429,20190429,20190331,1,1,0.05,0.05,167488896.69,167488896.69,,,,,,,,,,,,,,,1577443.5,2431900.0,,,160955862.01,125412071.89,,,346692.32,8512740.9,12017314.77,3006085.19,1358581.34,,,,,,,,,,,11769061.52,471213.46,,,12240274.98,1915321.25,10324953.73,10277437.39,47516.34,,10324953.73,10277437.39,47516.34,,,,,
2,603131.SH,20190429,20190429,20181231,1,1,0.37,0.37,863795749.15,863795749.15,,,,,,,,,,,,,,,1072756.5,-1042000.0,,,786712783.15,650387941.1,,,2448434.58,58832462.44,43498066.94,-11573485.66,2445862.97,,,,,,,,,,,80853340.46,5215453.89,1219152.85,,84849641.5,8583774.53,76265866.97,74229825.05,2036041.92,,76265866.97,74229825.05,2036041.92,71095864.08,84428484.4,,,
3,603131.SH,20190429,20190429,20181231,1,1,0.37,0.37,863795749.15,863795749.15,,,,,,,,,,,,,,,1072756.5,-1042000.0,,,786712783.15,650387941.1,,,2448434.58,58832462.44,43498066.94,-11573485.66,2445862.97,,,,,,,,,,,80853340.46,5215453.89,1219152.85,,84849641.5,8583774.53,76265866.97,74229825.05,2036041.92,,76265866.97,74229825.05,2036041.92,,,,,
4,603131.SH,20181024,20181024,20180930,1,1,0.23,0.23,574119209.87,574119209.87,,,,,,,,,,,,,,,,-121300.0,,,521682425.24,443930573.51,,,752833.03,33782224.04,23858128.98,-9727019.36,1805656.04,,,,,,,,,,,55503968.53,1015574.82,1109985.02,,55409558.33,7913420.55,47496137.78,45195602.28,2300535.5,,47496137.78,45195602.28,2300535.5,47668295.85,,,,
5,603131.SH,20180731,20180731,20180630,1,1,0.08,0.08,343667813.49,343667813.49,,,,,,,,,,,,,,,,688800.0,,,326544869.68,270671396.8,,,714000.94,21273632.09,33078996.49,-274472.07,1081315.43,,,,,,,,,,,19701163.7,890472.64,1100658.52,,19490977.82,2646746.61,16844231.21,16281609.99,562621.22,,16844231.21,16281609.99,562621.22,18704549.76,24905153.99,,,
6,603131.SH,20180427,20180427,20180331,1,1,0.005,0.005,153965118.7,153965118.7,,,,,,,,,,,,,,,,1143400.0,,,154401168.77,120541354.31,,,44193.47,7154846.79,15432744.04,11043654.39,184375.77,,,,,,,,,,,1137099.89,152347.2,658.52,,1288788.57,115839.86,1172948.71,966771.86,206176.85,,1172948.71,966771.86,206176.85,11224661.51,,,,
7,603131.SH,20180412,20180412,20171231,1,1,0.34,0.34,712587296.05,712587296.05,,,,,,,,,,,,,,,,1444500.0,,,635045551.87,510381038.04,,,527093.79,46872531.8,63555808.27,12396411.41,1312668.56,,,,,,,,,,,82870449.12,946202.79,316689.89,,83499962.02,10900944.27,72599017.75,68440193.72,4158824.03,,72599017.75,68440193.72,4158824.03,93740381.6,104314358.76,,,
8,603131.SH,20171031,20171031,20170930,1,1,0.31,0.31,525296465.46,525296465.46,,,,,,,,,,,,,,,,,,,452788847.93,374121832.21,,,301075.31,29251136.49,40050016.67,8108228.48,956558.77,,,,,,,,,,,75123129.04,1238349.13,291526.75,60213.93,76069951.42,11742469.71,64327481.71,61918392.57,2409089.14,,61918392.57,61918392.57,,84187916.29,,,,
9,603131.SH,20170823,20170823,20170630,1,1,0.21,0.21,341823571.23,341823571.23,,,,,,,,,,,,,,,,,,,292967145.85,241750511.96,,,276411.79,20114955.77,25313589.97,4854876.65,656799.71,,,,,,,,,,,50673354.39,870825.24,253330.08,,51290849.55,7915256.15,43375593.4,42281595.69,1093997.71,,43375593.4,42281595.69,1093997.71,55528231.04,60561761.68,,,
10,603131.SH,20170426,20170426,20170331,1,1,0.18,0.18,149955711.19,149955711.19,,,,,,,,,,,,,,,,,,,129122279.01,105454411.18,,,13915.16,9430554.34,13436330.52,557546.65,229521.16,,,,,,,,,,,20833432.18,473207.4,1921.66,,21304717.92,3147657.98,18157059.94,18157059.94,,,18157059.94,18157059.94,,,,,,
11,603131.SH,20170328,20170328,20161231,1,1,0.79,0.79,500116186.47,500116186.47,,,,,,,,,,,,,,,,,,,422621501.0,339498936.48,,,501475.69,40997860.11,53950559.42,-14742855.37,2415524.67,,,,,,,,,,,77494685.47,3940451.57,502503.56,2025.56,80932633.48,11673669.21,69258964.27,69258964.27,,,69258964.27,69258964.27,,62751830.1,72919883.7,,,
12,603131.SH,20161028,20161028,20160930,1,1,0.6,0.6,369220704.84,369220704.84,,,,,,,,,,,,,,,,,,,312788379.77,249958262.09,,,76721.47,28977729.73,38279433.98,-5096216.37,592448.87,,,,,,,,,,,56432325.07,2857443.37,2075.56,1925.56,59287692.88,8938554.95,50349137.93,50349137.93,,,50349137.93,50349137.93,,,,,,
13,603131.SH,20160827,20160827,20160630,1,1,0.4,0.4,241945767.25,241945767.25,,,,,,,,,,,,,,,,,,,208154186.42,164598470.0,,,68959.76,20423436.74,25744466.94,-3220451.76,539304.74,,,,,,,,,,,33791580.83,1686812.72,,,35478393.55,5346556.58,30131836.97,30131836.97,,,30131836.97,30131836.97,,30571129.07,35693715.56,,,
14,603131.SH,20170426,20170426,20160331,1,1,0.14,0.14,96219039.24,96219039.24,,,,,,,,,,,,,,,,,,,83865222.45,66047573.1,,,39029.33,6774975.69,10266478.25,673600.53,63565.55,,,,,,,,,,,12353816.79,493656.33,,,12847473.12,1980791.83,10866681.29,10866681.29,,,10866681.29,10866681.29,,,,,,
15,603131.SH,20160518,20160518,20151231,1,1,0.65,0.65,459608788.28,459608788.28,,,,,,,,,,,,,,,,13800.0,,,409189763.23,327936929.6,,,173730.0,39145536.43,49444402.05,-8360856.67,850021.82,,,,,,,,,,,50432825.05,6934733.42,1567697.36,16814.93,55799861.11,7318444.34,48481416.77,48481416.77,,,48481416.77,48481416.77,,42058168.38,52129307.82,,,
16,603131.SH,20161028,20161028,20150930,1,1,0.51,0.51,339269207.54,339269207.54,,,,,,,,,,,,,,,-160050.0,175550.0,,,296346134.92,243818774.77,,,99488.62,25502978.34,32318108.55,-5946715.91,553500.55,,,,,,,,,,,42938572.62,4109103.23,1564248.53,129.0,45483427.32,6866948.64,38616478.68,38616478.68,,,38616478.68,38616478.68,,,,,,
