,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit
0,300371.SZ,20190427,20190427,20190331,1,1,0.0608,0.0607,37944350.24,37944350.24,,,,,,,,,,,,,,,,1078604.29,,,35000909.43,17375976.75,,,1575052.21,8843043.83,6715837.38,-259352.1,-1868523.27,,,,,,,,,,,8124190.34,,5580.3,,8118610.04,993462.44,7125147.6,7125147.6,,,7125147.6,7125147.6,,,,,,
1,300371.SZ,20190427,20190427,20190331,1,1,0.0608,0.0607,37944350.24,37944350.24,,,,,,,,,,,,,,,,1078604.29,,,35000909.43,17375976.75,,,1575052.21,8843043.83,6715837.38,-259352.1,-1868523.27,,,,,,,,,,,8124190.34,,5580.3,,8118610.04,993462.44,7125147.6,7125147.6,,,7125147.6,7125147.6,,,,,,
2,300371.SZ,20190413,20190413,20181231,1,1,0.6881,0.6881,279765364.62,279765364.62,,,,,,,,,,,,,,,,3992090.97,,,208208076.08,104469729.72,,,6191447.8,56585391.15,25206447.85,-1135506.25,3884442.59,,,,,,,,,,,95521973.61,105000.0,0.0,,95626973.61,14060507.87,81566465.74,81566465.74,,,81566465.74,81566465.74,,90136128.54,103748294.1,,,
3,300371.SZ,20181026,20181026,20180930,1,1,0.4204,0.4204,162535925.83,162535925.83,,,,,,,,,,,,,,,,3992090.97,,,122568949.36,60301726.82,,,4326435.22,33133954.15,17287375.81,-953630.82,1792954.46,,,,,,,,,,,55851671.49,105000.0,,,55956671.49,6375710.37,49580961.12,49580961.12,,,49580961.12,49580961.12,,52518581.34,,,,
4,300371.SZ,20180804,20180804,20180630,1,1,0.1754,0.1754,80852538.5,80852538.5,,,,,,,,,,,,,,,,2439028.16,,,66525300.57,28048307.44,,,2270634.36,23517157.47,13550974.45,-697891.7,-163881.45,,,,,,,,,,,23224001.71,105000.0,,,23329001.71,2582815.55,20746186.16,20746186.16,,,20746186.16,20746186.16,,19906759.03,26640563.86,,,
5,300371.SZ,20180425,20180425,20180331,1,1,0.042,0.042,28032973.31,28032973.31,,,,,,,,,,,,,,,,481261.3,,,27261471.76,9943605.7,,,1419287.11,10910293.86,6359395.38,-359251.44,-1011858.85,,,,,,,,,,,5076486.71,349715.68,,,5426202.39,392150.61,5034051.78,5034051.78,,,5034051.78,5034051.78,,3224115.12,,,,
6,300371.SZ,20180410,20180410,20171231,1,1,0.5437,0.5437,246668974.0,246668974.0,,,,,,,,,,,,,,,,1374747.99,,,189238089.03,101432042.16,,,6046515.16,49668782.51,32071598.69,-2055550.0,2074700.51,,,,,,,,,,,75737103.65,723156.26,14419.55,,76445840.36,11204712.56,65241127.8,65241127.8,,,65241127.8,65241127.8,,72310479.59,84891373.89,,,
7,300371.SZ,20171025,20171025,20170930,1,1,0.2874,0.2874,145070312.51,145070312.51,,,,,,,,,,,,,,,,998423.36,,,116398493.45,60975690.29,,,4170170.21,29637710.15,21503015.42,-1636666.78,1748574.16,,,,,,,,,,,38735724.66,801.28,18093.48,3673.93,38718432.46,4234220.85,34484211.61,34484211.61,,,34484211.61,34484211.61,,37849208.68,,,,
8,300371.SZ,20170816,20170816,20170630,1,1,0.0916,0.0916,68632387.91,68632387.91,,,,,,,,,,,,,,,,1058328.76,,,62858629.26,27208012.59,,,2015003.69,19947231.63,14115540.95,-1099136.72,671977.12,,,,,,,,,,,11948807.66,1.28,18093.48,3673.93,11930715.46,936302.71,10994412.75,10994412.75,,,10994412.75,10994412.75,,9791342.18,15942734.0,,,
9,300371.SZ,20170426,20170426,20170331,1,1,-0.0247,-0.0247,22439901.42,22439901.42,,,,,,,,,,,,,,,,,,,27575781.39,8566748.7,,,1258340.38,12554325.27,5677720.38,-574266.96,92913.62,,,,,,,,,,,-5135879.97,2159787.75,,,-2976092.22,-13937.04,-2962155.18,-2962155.18,,,-2962155.18,-2962155.18,,,,,,
