,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit
0,002203.SZ,20190430,20190430,20190331,1,1,0.1545,0.1538,8464618690.85,8439434109.41,25184581.44,,,,,,,,,,,,,,-91101652.72,79811111.16,28749785.34,,8136976179.0,7815551279.56,,,13100891.66,99053476.78,118873776.7,47975359.11,,,,,,,,,,,,321778696.76,19373371.28,1380088.88,,339771979.16,35809958.56,303962020.6,300152440.11,3809580.49,-71497693.29,232464327.31,228654746.82,3809580.49,383707027.09,,,,
1,002203.SZ,20190429,20190429,20181231,1,1,0.5216,0.5164,40698339575.21,40596624275.45,101715299.76,,,,,,,,,,,,,,141014669.38,14151335.1,93469805.42,,39871649170.33,38324116143.32,302355.77,,59686897.33,408271582.82,387624498.13,488304251.64,28540175.46,,,,,,,,,,,1019804047.54,56148176.31,3685479.52,,1072266744.33,145752135.46,926514608.87,908793300.88,17721307.99,52021077.43,978535686.3,960814378.31,17721307.99,1377413879.9,1601062966.84,,,
2,002203.SZ,20190429,20190429,20181231,1,1,0.5216,0.5164,40698339575.21,40596624275.45,101715299.76,,,,,,,,,,,,,,141014669.38,14151335.1,93469805.42,,39871649170.33,38324116143.32,302355.77,,59686897.33,408271582.82,387624498.13,488304251.64,28540175.46,,,,,,,,,,,1019804047.54,56148176.31,3685479.52,,1072266744.33,145752135.46,926514608.87,908793300.88,17721307.99,52021077.43,978535686.3,960814378.31,17721307.99,,,,,
3,002203.SZ,20181018,20181018,20180930,1,1,0.412,0.4076,32068535925.46,31989431809.29,79104116.17,,,,,,,,,,,,,,134408491.12,-12235361.72,67427961.79,,31402590033.12,30216901011.41,302355.77,,36346922.73,299407195.0,263684095.08,464278866.92,29313460.76,,,,,,,,,,,806390806.63,34210838.06,3457396.26,,837144248.43,132924697.29,704219551.14,691184877.15,13034673.99,76415244.59,780634795.73,767600121.74,13034673.99,1182757630.55,,,,
4,002203.SZ,20180814,20180814,20180630,1,1,0.3283,0.3248,20170930282.8,20117462223.49,53468059.31,,,,,,,,,,,,,,76963649.18,-28364678.32,50887846.46,,19571232026.92,18867006819.53,260699.05,,21619891.98,190007416.49,240652162.89,238262229.22,13422807.76,,,,,,,,,,,654336050.52,20186322.49,1137798.17,,673384574.84,114438768.56,558945806.28,550669933.5,8275872.78,15455002.59,574400808.87,566124936.09,8275872.78,848939702.05,962779333.31,,,
5,002203.SZ,20180427,20180427,20180331,1,1,0.1493,0.1477,9385090216.44,9363838349.01,21251867.43,,,,,,,,,,,,,,-27081230.95,11084488.67,31956188.51,,9084706125.65,8830102314.34,145642.92,,8671597.81,89674923.97,114354738.54,40259723.72,1497184.35,,,,,,,,,,,285146738.81,17871986.25,416387.87,,302602337.19,50296984.2,252305352.99,250491770.09,1813582.9,-28334533.16,223970819.83,222157236.93,1813582.9,347780608.44,,,,
6,002203.SZ,20180427,20180427,20171231,1,1,0.4217,0.4187,29913395727.94,29816268253.96,97127473.98,,,,,,,,,,,,,,-41377112.75,132066799.17,121019688.01,,29267877393.27,28106537982.09,640010.84,,40077461.5,391944380.11,487797302.61,203120700.6,37759555.52,,,,,,,,,,,750538074.44,31903663.18,4115718.35,,778326019.27,57964371.93,720361647.34,705332026.6,15029620.74,-65915760.15,654445887.19,639416266.45,15029620.74,895020132.27,1112801343.11,,,
7,002203.SZ,20171030,20171030,20170930,1,1,0.3441,0.3416,21052382998.63,20987737983.93,64645014.7,,,,,,,,,,,,,,10928727.51,104574864.02,95629794.0,,20577566965.01,19735259178.43,,,25777502.69,290103366.97,333734584.0,169780418.25,22911914.67,,,,,,,,,,,606672398.09,16388990.89,3613835.69,,619447553.29,32895104.24,586552449.05,575138887.63,11413561.42,-35416668.29,551135780.76,539722219.34,11413561.42,683861139.48,,,,
8,002203.SZ,20170828,20170927,20170630,1,1,0.2408,0.2391,12224415957.69,12180269383.39,44146574.3,,,,,,,,,,,,,,44345521.76,114747567.08,61564489.04,,11932114515.2,11386767793.8,,,16954502.91,191622323.94,225009303.5,99924988.35,11835602.7,,,,,,,,,,,451394531.33,6002585.98,2115220.94,30846.92,455281896.37,44277644.73,411004251.64,402537915.85,8466335.79,-17686739.37,393317512.27,384851176.48,8466335.79,392226430.84,476138789.25,,,
9,002203.SZ,20170428,20170428,20170331,1,1,0.1203,0.1194,4913234119.85,4893365072.81,19869047.04,,,,,,,,,,,,,,60934214.85,60297776.6,35820018.87,,4802033406.09,4542284586.7,,,6523234.18,101331735.26,136069188.14,19120187.7,-3295525.89,,,,,,,,,,,232432705.21,2912869.99,427375.31,3193.86,234918199.89,30021233.88,204896966.01,201013217.4,3883748.61,-11385198.09,193511767.92,189628019.31,3883748.61,127025375.57,,,,
10,002203.SZ,20170428,20170428,20161231,1,1,0.3298,0.3295,17999619717.57,17917107059.19,82512658.38,,,,,,,,,,,,,,-22077782.9,199654812.92,132750978.97,,17534537992.55,16558182760.06,4117596.46,,31483761.95,250194078.4,338568594.92,325632739.66,26358461.1,,,,,,,,,,,642658755.04,50672654.42,885376.57,648575.34,692446032.89,127127907.03,565318125.86,551248526.37,14069599.49,54799071.25,620117197.11,606047597.62,14069599.49,790714464.68,956402919.93,,,
11,002203.SZ,20161028,20161028,20160930,1,1,0.2374,0.2374,12800159235.6,12725155308.66,75003926.94,,,,,,,,,,,,,,-874995.21,130393861.92,98196830.9,,12479060241.13,11799066637.22,4034283.02,,12055746.97,187511388.95,265051389.6,189722717.84,21618077.53,,,,,,,,,,,450617861.18,18697368.22,639416.49,234575.39,468675812.91,61332563.18,407343249.73,396759915.15,10583334.58,18600524.93,425943774.66,415360440.08,10583334.58,,,,,
12,002203.SZ,20160826,20160826,20160630,1,1,0.1766,0.1766,7438905018.67,7385625925.12,53279093.55,,,,,,,,,,,,,,47012441.51,60805980.79,57592359.37,,7206119578.46,6760440357.75,3917092.93,,8461240.33,118196086.68,164686044.59,138038194.18,12380562.0,,,,,,,,,,,340603862.51,12217081.18,300206.18,252.44,352520737.51,50202931.84,302317805.67,295245450.91,7072354.76,4891057.73,307208863.4,300136508.64,7072354.76,370823634.39,441297405.52,,,
13,002203.SZ,20160429,20160429,20160331,1,1,0.0798,0.0798,3042939208.18,3015042334.98,27896873.2,,,,,,,,,,,,,,-14944783.63,43356545.45,,,2936419115.49,2775063559.07,2059000.0,,5141492.52,52162032.71,69769765.95,34670443.41,-2447178.17,,,,,,,,,,,134931854.51,6599796.8,182607.97,,141349043.34,3019256.56,138329786.78,133348985.32,4980801.46,-6719587.66,131610199.12,126629397.66,4980801.46,138743357.93,,,,
14,002203.SZ,20160425,20160425,20151231,1,1,0.2732,0.2732,13616345105.04,13590993000.74,25352104.3,,,,,,,,,,,,,,19674810.87,265416980.63,144794862.34,,13444354556.57,12792265567.22,2723911.39,,19179402.15,129506314.92,222571860.74,315453341.94,-37345841.79,,,,,,,,,,,457082339.97,48383578.0,907623.42,696378.99,504558294.55,25914169.79,478644124.76,456690307.65,21953817.11,17369215.29,496013340.05,474059522.94,21953817.11,487443890.41,624045064.99,,,
15,002203.SZ,20151028,20151028,20150930,1,1,0.1808,0.1808,10036289973.28,10036289973.28,,,,,,,,,,,,,,,336286.3,150783991.46,129753715.74,,9893876043.6,9416908346.53,,,14011107.15,110594284.32,168840210.65,181114502.8,2407592.15,,,,,,,,,,,293534207.44,23757139.58,219021.24,119628.48,317072325.78,14904762.5,302167563.28,302167563.28,,-8424624.99,293742938.29,293742938.29,,325936024.63,,,,
16,002203.SZ,20150829,20150829,20150630,1,1,0.1602,0.1602,6374620503.94,6374620503.94,,,,,,,,,,,,,,,,92494528.56,78899806.33,,6181913267.76,5918064831.59,,,10217679.74,74439140.29,104058880.12,76161417.61,-1028681.59,,,,,,,,,,,285201764.74,12945618.6,159508.17,60397.01,297987875.17,30298263.86,267689611.31,267689611.31,,-17406077.38,250283533.93,250283533.93,,267839972.2,340083952.51,,,
17,002203.SZ,20150423,20150423,20150331,1,1,0.0744,0.0744,2618790523.04,2618790523.04,,,,,,,,,,,,,,,,52221123.37,,,2549656732.52,2426074063.07,,,6630022.38,31709479.44,46467047.59,40887573.9,-2111453.86,,,,,,,,,,,121354913.89,7070094.29,73771.2,,128351236.98,13152623.47,115198613.51,115198613.51,,10434025.14,125632638.65,125632638.65,,107909910.56,,,,
18,002203.SZ,20150423,20150423,20141231,1,1,0.2919,0.2919,12061447691.98,12061447691.98,,,,,,,,,,,,,,,0.0,209396235.95,170236698.25,,11786462656.7,11253919364.08,,,16553721.94,153259653.75,223557021.03,134126109.48,5046786.42,,,,,,,,,,,484381271.23,16317141.69,12787403.27,12669326.18,487911009.65,36014069.88,451896939.77,451865018.63,31921.14,-16921040.41,434975899.36,434938053.62,37845.74,409111144.76,531900077.64,,,
19,002203.SZ,20141028,20141028,20140930,1,1,0.2273,0.2273,9184140612.69,9184140612.69,,,,,,,,,,,,,,,,164209593.21,,,8986223102.63,8601096433.96,,,9908121.44,108714304.33,149135071.38,122124309.1,-4755137.58,,,,,,,,,,,362127103.27,15717627.37,1337412.31,,376507318.33,24609353.65,351897964.68,351866043.54,31921.14,-8705205.88,343192758.8,342483721.49,709037.31,315286681.58,,,,
20,002203.SZ,20140816,20140816,20140630,1,1,0.3226,0.3226,6063499975.69,6063499975.69,,,,,,,,,,,,,,,0.0,110096958.04,,,5925946397.34,5658024300.5,,,6147544.18,73139288.0,94266059.66,94839018.07,-469813.07,,,,,,,,,,,247650536.39,12371648.84,74119.19,0.0,259948066.04,10186502.43,249761563.61,249729642.47,31921.14,-20589106.59,229172457.02,229102735.98,69721.04,231922783.35,293246425.98,,,
21,002203.SZ,20140428,20140428,20140331,1,1,0.1345,0.1345,2640775744.8,2640775744.8,,,,,,,,,,,,,,,,55530753.75,,,2591669774.55,2441661001.5,,,2612992.53,43825016.15,41235831.38,59818940.29,2515992.7,,,,,,,,,,,104636724.0,1446862.74,11161.45,,106072425.29,1926253.09,104146172.2,104132063.38,14108.82,-6580198.32,97565973.88,97551865.06,14108.82,111440903.24,,,,
22,002203.SZ,20140428,20140428,20131231,1,1,0.3727,0.3727,13094760298.1,13094760298.1,,,,,,,,,,,,,,,-3546431.83,145705774.66,,,12912253713.46,12467562965.9,,,16101717.76,156583844.69,220136525.12,14684358.97,37184301.02,,,,,,,,,,,324665927.47,8086127.72,13993394.11,13887019.74,318758661.08,30947270.72,287811390.36,288514503.06,-703112.7,-19367494.66,268443895.7,269152933.01,-709037.31,214281919.48,342011480.99,,,
