,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit
0,002089.SZ,20190430,20190430,20190331,1,1,-0.0309,-0.0309,68694413.56,68694413.56,,,,,,,,,,,,,,,,-3572949.78,-4095291.63,,114258427.24,51078309.43,,,1792206.57,1749764.13,11892236.45,30051243.32,12709272.69,,,,,,,,,,,-49167414.77,544574.9,3127613.42,,-51750453.29,-1449459.44,-50300993.85,-42446740.11,-7854253.74,,-50300993.85,-42446740.11,-7854253.74,-2803497.67,,,,
1,002089.SZ,20190430,20190430,20181231,1,1,-0.33,-0.33,759217083.41,759217083.41,,,,,,,,,,,,,,,,-39518246.69,-101895275.05,,1438402529.63,643712508.37,,,8833596.24,7332025.09,80581114.6,114444205.32,546019546.07,,,,,,,,,,,-710477591.23,237625011.86,6639065.17,,-479491644.54,-16531882.65,-462959761.89,-452238132.69,-10721629.2,,-462959761.89,-452238132.69,-10721629.2,-106420122.73,41743224.64,,,
2,002089.SZ,20181030,20181030,20180930,1,1,0.078,0.078,274586862.35,274586862.35,,,,,,,,,,,,,,,165098189.25,96826054.5,-38721672.88,,416822950.95,204368266.71,,,5113083.58,5140929.14,51637571.55,99272954.56,29910831.72,,,,,,,,,,,123438153.27,614753.59,954241.53,,123098665.33,40250389.01,82848276.32,107267647.78,-24419371.46,,82848276.32,107267647.78,-24419371.46,-11478002.32,,,,
3,002089.SZ,20180831,20180831,20180630,1,1,0.0097,0.0097,191011608.22,191011608.22,,,,,,,,,,,,,,,,85482619.07,-47282359.78,,264644991.64,132165150.22,,,3288713.65,3738512.84,42945545.86,69744289.42,12762779.65,,,,,,,,,,,13263211.97,602881.47,949817.86,,12916275.58,19438605.92,-6522330.34,13310353.74,-19832684.08,,-6522330.34,13310353.74,-19832684.08,-2549794.0,63785983.1,,,
4,002089.SZ,20180428,20180428,20180331,1,1,0.0132,0.0132,90194767.95,90194767.95,,,,,,,,,,,,,,,,45242388.58,-7350042.23,,121758435.63,64402505.4,,,1674576.7,1630347.88,19917455.78,26909539.07,7224010.8,,,,,,,,,,,14548020.9,763526.42,301156.23,,15010391.09,1523250.91,13487140.18,18207323.03,-4720182.85,,13487140.18,18207323.03,-4720182.85,3439182.19,,,,
5,002089.SZ,20180425,20180425,20171231,1,1,-0.08,-0.08,1604715291.66,1604715291.66,,,,,,,,,,,,,,,,27067706.82,-24050565.37,,1742497916.94,1402432466.39,,,8326911.01,10071209.86,130723392.18,122972568.63,67971368.87,,,,,,,,,,,-94235031.52,6568509.63,1362442.87,,-89028964.76,3071215.65,-92100180.41,-115311605.41,23211425.0,,-92100180.41,-115311605.41,23211425.0,-4402116.38,131251495.99,,,
6,002089.SZ,20171028,20171028,20170930,1,1,0.0641,0.0641,1226385469.39,1226385469.39,,,,,,,,,,,,,,,,114948725.72,65169058.0,,1250487330.55,1046274408.14,,,6511275.31,7716374.54,92452060.81,87662885.11,9870326.64,,,,,,,,,,,90846864.56,20769685.29,514031.72,101638.19,111102518.13,10664556.52,100437961.61,88146061.21,12291900.4,,100437961.61,88146061.21,12291900.4,73431350.59,,,,
7,002089.SZ,20170823,20170823,20170630,1,1,0.0408,0.0408,622245600.19,622245600.19,,,,,,,,,,,,,,,,66050982.75,31000595.01,,620767168.8,488580112.95,,,5755725.39,5626217.18,63969808.32,55502055.6,1333249.36,,,,,,,,,,,67529414.14,7180611.21,291755.69,53253.57,74418269.66,10440182.11,63978087.55,56020728.71,7957358.84,,63978087.55,56020728.71,7957358.84,56980486.99,128972452.02,,,
8,002089.SZ,20170425,20170425,20170331,1,1,0.019,0.019,276153219.97,276153219.97,,,,,,,,,,,,,,,,16528677.47,16528677.47,,273868502.41,215251969.43,,,3450442.37,3102614.0,30054780.35,24914137.51,-2905441.25,,,,,,,,,,,18813395.03,3427170.45,209409.2,41152.19,22031156.28,4040329.44,17990826.84,13030804.45,4960022.39,,17990826.84,13030804.45,4960022.39,,,,,
9,002089.SZ,20170420,20170420,20161231,1,1,0.04,0.04,1900601749.26,1900601749.26,,,,,,,,,,,,,,,,80080130.63,17190004.75,,1917894395.4,1653409835.63,,,12668606.84,18037861.68,114843406.36,82727903.21,36206781.68,,,,,,,,,,,62787484.49,11867982.06,1242610.65,890947.55,73412855.9,16286624.83,57126231.07,27387716.97,29738514.1,,57126231.07,27387716.97,29738514.1,74981554.51,192856018.74,,,
10,002089.SZ,20161027,20161027,20160930,1,1,0.0928,0.0928,1699695874.37,1699695874.37,,,,,,,,,,,,,,,,57152280.99,2097478.2,,1637164321.86,1437022526.87,,,5240037.19,15243764.71,96740594.1,66072117.84,16845281.15,,,,,,,,,,,119683833.5,2322917.31,316375.79,42385.15,121690375.02,24909890.25,96780484.77,63776324.09,33004160.68,,96780484.77,63776324.09,33004160.68,,,,,
11,002089.SZ,20160827,20160827,20160630,1,1,0.0571,0.0571,1311947153.66,1311947153.66,,,,,,,,,,,,,,,,13064873.49,881308.41,,1230201807.08,1091856046.48,,,3961501.8,11578345.77,66048180.59,39699547.79,17058184.65,,,,,,,,,,,94810220.07,1158282.67,85778.72,10542.95,95882724.02,19125026.94,76757697.08,39266050.34,37491646.74,,76757697.08,39266050.34,37491646.74,123087442.98,180927246.83,,,
