,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales
0,002809.SZ,20190430,20190430,20190331,1,1,120000000.0,443508583.21,447425978.04,41771884.54,,34222375.13,,265678311.49,510802912.1,,23110248.64,,5606676.08,68982700.1,,,,,,,,,197477430.89,1218563237.59,,,,,,,,,,,,,,20046717.41,,,,6122283.0,,552000.0,177615632.01,,,,,,,,,,,,,,,,,1396178869.6,,80000000.0,,,,,,,6252148.39,,,6627630.86,11816225.07,341620.0,,,,,,,,,,,,342961709.54,,,,,,510714.27,,510714.27,,,,,,,,,,,,,,,,,343472423.81,,,,,,1052706445.79,1052706445.79,1396178869.6,,,,,,,,,,
1,002809.SZ,20190430,20190430,20190331,1,1,120000000.0,443508583.21,447425978.04,41771884.54,,34222375.13,,265678311.49,510802912.1,,23110248.64,,5606676.08,68982700.1,,,,,,,,,197477430.89,1218563237.59,,,,,,,,84718290.58,32026341.02,,,,,20046717.41,,,,6122283.0,,552000.0,177615632.01,,,,,,,,,,,,,,,,,1396178869.6,,80000000.0,,,,,,,6252148.39,,,6627630.86,11816225.07,341620.0,,,,,,,,,,,,342961709.54,,,,,,510714.27,,510714.27,,,,,,,,,,,,,,,,,343472423.81,,,,,,1052706445.79,1052706445.79,1396178869.6,,,,,,,,,,
2,002809.SZ,20190430,20190430,20181231,1,1,126383900.0,545308622.21,430552791.22,41771884.54,,267605288.5,,325585098.7,476440520.74,111010636.1,17317592.4,,1150133.65,49191515.78,,,,,,,,,1393933.15,1249694719.02,34150000.0,,,,,,,87703799.91,21970323.32,,,,,20221167.38,,,,6097365.68,,569940.0,170712596.29,,,,,,,,,,,,,,,,,1420407315.31,,80000000.0,,,,,237535116.85,31797195.94,3457389.75,,,10730195.03,12867433.77,162545.0,,7513465.73,,,,,,,,,,384063342.07,,,,,,510714.27,,510714.27,,,,,,,,,,,,,,,,,384574056.34,108183939.0,,,,,1035833258.97,1035833258.97,1420407315.31,,,,,,,,,,
3,002809.SZ,20181029,20190430,20180930,1,1,126383900.0,520395408.41,425662176.91,37089167.91,,87442174.02,,273932867.21,468365720.32,,23087698.86,,,59685784.78,,,,,,,,,268081165.46,1258813103.84,34150000.0,,,,,,,87365900.99,13501909.87,,,,,20343462.16,,,,4712580.4,,81225.9,160155079.32,,,,,,,,,,,,,,,,,1418968183.16,,,,,,,,,7289269.57,,,4796911.09,11818647.52,,,,,,,,,,,,,417032183.23,,,,,,589285.7,,589285.7,,,,,,,,,,,,,,,,,417621468.93,108183939.0,,,,,1001346714.23,1001346714.23,1418968183.16,,,,,,,,,,
4,002809.SZ,20180820,20180820,20180630,1,1,125039500.0,504057881.19,409546778.9,37089167.91,,437295751.02,,240281725.28,549291910.33,19160419.21,18144209.0,,107977.94,65877901.84,,,,,,,,,1409280.84,1331569175.46,21400000.0,,,,,,,110045512.55,13460641.2,,,,,39547712.77,,105958177.78,,6065604.91,,2775019.0,299252668.21,,,,,,,,,,,,,,,,,1630821843.67,,33000000.0,,,,,233944153.29,54389452.89,16131614.75,,,4937200.81,14132908.67,,1007900.0,247501499.9,,,,,,,,,,605044730.31,,,,,4335428.49,589285.7,,4924714.19,,,,,,,,,,,,,,,,,609969444.5,92978775.0,,,,38097846.17,982754553.0,1020852399.17,1630821843.67,,,,,,,,,,
5,002809.SZ,20180820,20190430,20180630,1,1,125039500.0,504057881.19,402008386.08,37089167.91,,424991894.04,,238157772.06,408795767.42,60921482.91,11349929.08,,596910.78,46178804.53,,,,,,,,,1190697.59,1192183258.41,44150000.0,,,,,,,80166268.84,11821807.29,,,,,20332988.01,,,,4635237.84,,775019.0,161881320.98,,,,,,,,,,,,,,,,,1354064579.39,,,,,,,213944153.29,36769517.17,14277136.28,,,4053195.1,9216844.7,,1007900.0,98990386.97,,,,,,,,,,378259133.51,,,,,,589285.7,,589285.7,,,,,,,,,,,,,,,,,378848419.21,92978775.0,,,,,975216160.18,975216160.18,1354064579.39,,,,,,,,,,
6,002809.SZ,20180426,20180426,20180331,1,1,125039500.0,500168113.74,404906703.54,37089167.91,,137466128.22,,212711475.61,376090422.69,50178408.49,9308894.87,,2433830.63,42377025.89,,,,,,,,,344861066.77,1175427253.17,23158745.91,,,,,,,83266915.91,4859719.68,,,,,20501629.38,,,,7710912.78,,25019.0,139522942.66,,,,,,,,,,,,,,,,,1314950195.83,,,,,,,188827569.13,25207306.75,15064687.75,,,3398222.34,7464222.68,,,100095619.86,,,,,,,,,,340057628.51,,,,,,667857.13,,667857.13,,,,,,,,,,,,,,,,,340725485.64,92978775.0,,,,,974224710.19,974224710.19,1314950195.83,,,,,,,,,,
7,002809.SZ,20180426,20180426,20171231,1,1,125039500.0,494246328.36,390924063.78,37089167.91,,475510495.03,,220332297.43,340099217.29,39633667.66,6621021.47,,624391.63,40361994.45,,,,,,,,,510273.14,1123693358.1,11758745.91,,,,,,,84471965.72,1890073.05,,,,,20670270.75,,,,6412237.94,,325019.0,125528312.37,,,,,,,,,,,,,,,,,1249221670.47,,,,,,,139925098.99,37349354.25,2152192.47,,,6437247.96,9389915.43,,,98979719.19,,,,,,,,,,294233528.29,,,,,,667857.13,,667857.13,,,,,,,,,,,,,,,,,294901385.42,92978775.0,,,,,954320285.05,954320285.05,1249221670.47,,,,,,,,,,
8,002809.SZ,20171030,20171030,20170930,1,1,125039500.0,487285511.67,373177039.14,30512519.57,,127216848.11,,124446073.67,345095677.96,50161615.91,10543485.95,,755719.73,40374331.61,,,,,,,,,358301491.44,1056895244.38,1758745.91,,11039711.72,,,,,79422581.68,7783637.47,64232.0,,,,20973793.7,,,,3684887.48,,,124727589.96,,,,,,,,,,,,,,,,,1181622834.34,,,,,,,113491874.67,31388772.32,4414804.01,,,3101529.83,7955459.15,,,97488170.42,,,,,,,,,,257840610.4,,,,,,746428.56,,746428.56,,,,,,,,,,,,,,,,,258587038.96,92978775.0,,,,,923035795.38,923035795.38,1181622834.34,,,,,,,,,,
9,002809.SZ,20170824,20170824,20170630,1,1,120000000.0,394563736.67,356718719.26,30512519.57,,208500330.39,,103831269.11,324665578.74,23347993.32,13283169.19,,2382451.83,40632905.34,,,,,,,,,215979367.24,932623065.16,1758745.91,,10595806.56,,,,,76792521.11,7327232.47,64232.0,,,,21111922.8,,,,3684887.48,,185796.0,121521144.33,,,,,,,,,,,,,,,,,1054144209.49,,,,,,,104894351.7,31371538.12,2721346.83,,,2622682.48,7156611.94,,,2836274.36,,,,,,,,,,151602805.43,,,,,,746428.56,,746428.56,,,,,,,,,,,,,,,,,152349233.99,,,,,,901794975.5,901794975.5,1054144209.49,,,,,,,,,,
