,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales
0,600015.SH,20190430,20190430,20190331,1,2,15387000000.0,53292000000.0,77808000000.0,13635000000.0,,,48426000000.0,,,,,,,,,,,20660000000.0,,,,26230000000.0,,,,,,,,22882000000.0,,13348000000.0,,,,,,80000000.0,,,,7687000000.0,1669382000000.0,,,174015000000.0,11145000000.0,,1358000000.0,,,,,,,,,,,,,2793622000000.0,,,141659000000.0,,94509000000.0,,,,,12219000000.0,,4260000000.0,6069000000.0,,,,,,,,,,,,,,384723000000.0,,,1979000000.0,,,,,301895000000.0,776000000.0,1608032000000.0,,22755000000.0,,,,,,,,,,,,2578876000000.0,,31788000000.0,,,1576000000.0,213170000000.0,214746000000.0,2793622000000.0,,1282000000.0,19978000000.0,19978000000.0,,,,,,
1,600015.SH,20190419,20190419,20181231,1,2,15387000000.0,53292000000.0,82436000000.0,13635000000.0,,,12470000000.0,,,,,,17350000000.0,,,,,40663000000.0,,,,1723000000.0,,,125265000000.0,415524000000.0,,,,13304000000.0,,13582000000.0,,,,,,81000000.0,,,,7410000000.0,1566241000000.0,,,210204000000.0,21871000000.0,,1130000000.0,,,,,,,,,,,,233762000000.0,2680580000000.0,,,171064000000.0,,77111000000.0,,,,,14378000000.0,,5799000000.0,7167000000.0,19151000000.0,,,,,,,,,,,,,360469000000.0,,,,,,,,293072000000.0,1054000000.0,1492492000000.0,,20108000000.0,,,,,,,,,,,,2461865000000.0,,31788000000.0,,,1574000000.0,217141000000.0,218715000000.0,2680580000000.0,,625000000.0,19978000000.0,,,,,,,
2,600015.SH,20190419,20190419,20181231,1,2,15387000000.0,53292000000.0,82436000000.0,13635000000.0,,,12470000000.0,,,,,,17350000000.0,,,,,40663000000.0,,,,1723000000.0,,,125265000000.0,415524000000.0,,,,13304000000.0,,13582000000.0,,,,,,81000000.0,,,,7410000000.0,1566241000000.0,,,210204000000.0,21871000000.0,,1130000000.0,,,,,,,,,,,,233762000000.0,2680580000000.0,,,171064000000.0,,77111000000.0,,,,,14378000000.0,,5799000000.0,7167000000.0,19151000000.0,,,,,,,,,,,,,360469000000.0,,,,,,,,293072000000.0,1054000000.0,1492492000000.0,,20108000000.0,,,,,,,,,,,,2461865000000.0,,31788000000.0,,,1574000000.0,217141000000.0,218715000000.0,2680580000000.0,,625000000.0,19978000000.0,19978000000.0,,,,,,
3,600015.SH,20181031,20181031,20180930,1,2,12823000000.0,26625000000.0,76095000000.0,13635000000.0,,,4735000000.0,,,,,,17624000000.0,,,,,44335000000.0,,,,4502000000.0,,,107650000000.0,427532000000.0,,,,17867000000.0,,13423000000.0,,,,,,81000000.0,,,,7159000000.0,1532301000000.0,,,204475000000.0,20590000000.0,,1536000000.0,,,,,,,,,,,,209181000000.0,2612991000000.0,,,186060000000.0,,71539000000.0,,,,,3137000000.0,,6449000000.0,5666000000.0,18331000000.0,,,,,,,,,,,,,359248000000.0,,,,,,,,264132000000.0,1319000000.0,1492383000000.0,,22273000000.0,,,,,,,,,,,,2430537000000.0,,31788000000.0,,,1550000000.0,180904000000.0,182454000000.0,2612991000000.0,,-40000000.0,19978000000.0,19978000000.0,,,,,,
4,600015.SH,20180820,20180820,20180630,1,2,12823000000.0,26625000000.0,71617000000.0,13635000000.0,,,5063000000.0,,,,,,16223000000.0,,,,,54798000000.0,,,,8298000000.0,,,98947000000.0,410851000000.0,,,,16201000000.0,,13591000000.0,,,,,,81000000.0,,,,6578000000.0,1494477000000.0,,,215845000000.0,19438000000.0,,2709000000.0,,,,,,,,,,,,204119000000.0,2567219000000.0,,,152560000000.0,,60360000000.0,,,,,16122000000.0,,5625000000.0,4827000000.0,16894000000.0,,,,,,,,,,,,,342270000000.0,,,,,,,,301138000000.0,1522000000.0,1461842000000.0,,26387000000.0,,,,,,,,,,,,2389547000000.0,,31788000000.0,,,1519000000.0,176153000000.0,177672000000.0,2567219000000.0,,-313000000.0,19978000000.0,19978000000.0,,,,,,
5,600015.SH,20180428,20180428,20180331,1,2,12823000000.0,26625000000.0,71727000000.0,11703000000.0,,,5328000000.0,,,,,,16724000000.0,,,,,6907000000.0,,,,61459000000.0,,,91123000000.0,394330000000.0,,,,18021000000.0,,13154000000.0,,,,,,82000000.0,,,,6074000000.0,1444085000000.0,,,236504000000.0,22397000000.0,,5943000000.0,,,,,,,,,,,,221949000000.0,2544080000000.0,,,145060000000.0,,57359000000.0,,,,,19494000000.0,,5092000000.0,5685000000.0,16434000000.0,,,,,,,,,,,,,351771000000.0,,,,,,,,277772000000.0,3027000000.0,1468265000000.0,,20395000000.0,,,,,,,,,,,,2370354000000.0,,30060000000.0,,,1478000000.0,172248000000.0,173726000000.0,2544080000000.0,,-668000000.0,19978000000.0,19978000000.0,,,,,,
6,600015.SH,20180420,20180420,20171231,1,2,12823000000.0,26625000000.0,68023000000.0,11703000000.0,,,3206000000.0,,,,,,15362000000.0,,,,,15220000000.0,,,,40203000000.0,,,110312000000.0,401493000000.0,,,,11792000000.0,,12864000000.0,,,,,,83000000.0,,,,6533000000.0,1355585000000.0,,,225837000000.0,56866000000.0,,3256000000.0,,,,,,,,,,,,250315000000.0,2508927000000.0,,,116019000000.0,,65045000000.0,,,,,70002000000.0,,6535000000.0,5879000000.0,15883000000.0,,,,,,,,,,,,,369689000000.0,,,,,,,,231356000000.0,1696000000.0,1433907000000.0,,23418000000.0,,,,,,,,,,,,2339429000000.0,,30055000000.0,,,1443000000.0,168055000000.0,169498000000.0,2508927000000.0,,-1152000000.0,19978000000.0,19978000000.0,,,,,,
7,600015.SH,20171031,20171031,20170930,1,2,12823000000.0,26625000000.0,62436000000.0,11703000000.0,,,3628000000.0,,,,,,15483000000.0,,,,,8359000000.0,,,,18417000000.0,,,97577000000.0,392226000000.0,,,,9141000000.0,,12659000000.0,,,,,,83000000.0,,,,6538000000.0,1313817000000.0,,,278920000000.0,38838000000.0,,1825000000.0,,,,,,,,,,,,248278000000.0,2445789000000.0,,,108000000000.0,,56333000000.0,,,,,3599000000.0,,9086000000.0,5515000000.0,14518000000.0,,,,,,,,,,,,,419367000000.0,,,,,,,,227473000000.0,1366000000.0,1415273000000.0,,21285000000.0,,,,,,,,,,,,2281815000000.0,,30050000000.0,,,890000000.0,163084000000.0,163974000000.0,2445789000000.0,,-531000000.0,19978000000.0,19978000000.0,,,,,,
8,600015.SH,20170811,20170811,20170630,1,2,12823000000.0,26625000000.0,58292000000.0,11703000000.0,,,5912000000.0,,,,,,13804000000.0,,,,,14956000000.0,,,,88746000000.0,,,96119000000.0,373708000000.0,,,,6917000000.0,,12573000000.0,,,,,,83000000.0,,,,6201000000.0,1274795000000.0,,,264035000000.0,59745000000.0,,967000000.0,,,,,,,,,,,,204537000000.0,2423098000000.0,,,105000000000.0,,66623000000.0,,,,,82608000000.0,,8306000000.0,4596000000.0,13214000000.0,,,,,,,,,,,,,321843000000.0,,,,,,,,259420000000.0,1084000000.0,1376875000000.0,,23916000000.0,,,,,,,,,,,,2263485000000.0,,29803000000.0,,,860000000.0,158753000000.0,159613000000.0,2423098000000.0,,-471000000.0,19978000000.0,19978000000.0,,,,,,
9,600015.SH,20170429,20170429,20170331,1,2,10686000000.0,28762000000.0,62019000000.0,9771000000.0,,,8018000000.0,,,,,,14236000000.0,,,,,31202000000.0,,,,80346000000.0,,,91560000000.0,345619000000.0,,,,9035000000.0,,12361000000.0,,,,,,84000000.0,,,,6283000000.0,1222020000000.0,,,286176000000.0,85062000000.0,,556000000.0,,,,,,,,,,,,206497000000.0,2399055000000.0,,,107005000000.0,,74579000000.0,,,,,29673000000.0,,7918000000.0,5167000000.0,12636000000.0,,,,,,,,,,,,,310593000000.0,,,,,,,,280286000000.0,820000000.0,1393517000000.0,,20533000000.0,,,,,,,,,,,,2242727000000.0,,24605000000.0,,,834000000.0,155494000000.0,156328000000.0,2399055000000.0,,-327000000.0,19978000000.0,19978000000.0,,,,,,
