,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales
0,300735.SZ,20190425,20190425,20190331,1,1,354680000.0,969791588.15,502668728.31,65380128.16,,413930212.96,384600000.0,58557221.23,365466441.03,,26899255.9,,572940.28,63597194.07,,,,,,,,,19333541.7,1342821313.71,,,,,,,,740179233.73,53316502.94,,,,,82819242.33,,17248258.11,25892699.64,14225200.31,,14050018.6,947731155.66,,,,,,,,,,,,,,,,,2290552469.37,22886981.22,5837494.62,,,,,,,12001799.45,,,83800278.26,21566447.0,76071.47,,,,,,,,,,,1445594.78,299239088.96,,,,,1123154.76,31668734.26,847004.32,56525874.56,,,,,,,,,,,,,,,,,355764963.52,,,,,39033573.71,1895753932.14,1934787505.85,2290552469.37,,3233487.52,,,,,,,,
1,300735.SZ,20190425,20190425,20190331,1,1,354680000.0,969791588.15,502668728.31,65380128.16,,413930212.96,384600000.0,58557221.23,365466441.03,,26899255.9,,572940.28,63597194.07,,,,,,,,,19333541.7,1342821313.71,,,,,,,,,,,,,,82819242.33,,17248258.11,25892699.64,14225200.31,,14050018.6,947731155.66,,,,,,,,,,,,,,,,,2290552469.37,22886981.22,5837494.62,,,,,,,12001799.45,,,83800278.26,21566447.0,76071.47,,,,,,,,,,,1445594.78,299239088.96,,,,,1123154.76,31668734.26,847004.32,56525874.56,,,,,,,,,,,,,,,,,355764963.52,,,,,39033573.71,1895753932.14,1934787505.85,2290552469.37,,3233487.52,,,,,,,,
2,300735.SZ,20190425,20190425,20181231,1,1,354680000.0,969791588.15,420584110.78,65380128.16,,260150614.61,,104279455.21,353882673.0,,7314087.93,,1283680.55,44123478.32,,,,,,,,,469694469.4,1251033639.99,,,,,,,,,,,,,,82263355.43,,,22719222.54,10705447.28,,14460393.62,877512642.24,,,,,,,,,,,,,,,,,2128546282.23,27624473.63,4486738.97,,,,,,,6629072.86,,,72702489.86,21983772.04,13143.52,,,,,,,,,,,1510885.88,250889985.07,,,,,267714.43,32294600.55,,60186788.61,,,,,,,,,,,,,,,,,311076773.68,,,,,4056745.55,1813412763.0,1817469508.55,2128546282.23,,2976935.91,,,,,,,,
3,300735.SZ,20190425,20190425,20181231,1,1,354680000.0,969791588.15,420584110.78,65380128.16,,260150614.61,,104279455.21,353882673.0,10305180.97,7314087.93,,1283680.55,44123478.32,,,,,,,,,469694469.4,1251033639.99,,,,,,,,703200534.42,44163688.95,,,,,82263355.43,,,22719222.54,10705447.28,,14460393.62,877512642.24,,,,,,,,,,,,,,,,,2128546282.23,27624473.63,4486738.97,,,,,12475048.68,114309969.01,6629072.86,,,72702489.86,21983772.04,13143.52,,16778864.25,,,,,,,,,1510885.88,250889985.07,,,,,267714.43,32294600.55,,60186788.61,,,,,,,,,,,,,,,,,311076773.68,,,,,4056745.55,1813412763.0,1817469508.55,2128546282.23,,2976935.91,,,,,,,,
4,300735.SZ,20181029,20181029,20180930,1,1,354680000.0,969791588.15,351314238.04,38614879.73,,113709850.42,,15793374.25,371523237.64,,9157238.45,,,68234909.48,,,,,,,,,637680171.6,1225147699.63,,20000000.0,,,,,,636196192.65,42634064.6,,,,,82153676.78,,,21156920.07,7862285.86,,11470636.46,821473776.42,,,,,,,,,,,,,,,,,2046621476.05,28055421.37,,,,,,,,17168191.08,,,75404208.36,39817711.41,,,,,,,,,,,3917639.07,950068.87,273387405.81,,,,,195830.15,23874472.75,,52125724.27,,,,,,,,,,,,,,,,,325513130.08,,,,,3696236.06,1717412109.91,1721108345.97,2046621476.05,,3011403.99,,,,,,,,
5,300735.SZ,20180828,20180828,20180630,1,1,354680000.0,969791588.15,261407080.85,38614879.73,,73739177.1,,31732473.78,391050945.4,6025460.16,3238019.52,,9376458.33,42013964.57,,,,,,,,,604025718.79,1161202217.65,,,,,,,,619104140.68,32964254.07,,,,,82263613.35,,,21993798.48,8083197.08,,22014408.05,786423411.71,,,,,,,,,,,,,,,,,1947625629.36,34643945.8,,,,,,1702424.65,140994450.24,11231880.17,,,70422837.97,26445139.61,,,6712435.58,,,,,,,,701623.79,811073.33,259021865.34,,,,,195830.15,25014575.83,,59854351.78,,,,,,,,,,,,,,,,,318876217.12,,,,,3732512.78,1625016899.46,1628749412.24,1947625629.36,,523350.73,,,,,,,,
6,300735.SZ,20180426,20180426,20180331,1,1,354680000.0,969791588.15,266540215.73,38614879.73,,878599043.99,,24764605.63,235172357.35,18427199.16,8745527.71,,3485472.22,50880055.5,,,,,,,,,1862345.9,1221936607.46,,,,,,,,513471790.98,44573160.03,,,,,52242925.04,,,23416588.38,5134017.49,,15747259.4,654585741.32,,,,,,,,,,,,,,,,,1876522348.78,34944754.14,,,,,,,101134791.58,10589965.71,,,47751470.48,23580978.81,,,12271969.5,,,,,,,,3917639.07,565368.76,199812183.91,,,,,195830.15,10940652.83,,46081237.12,,,,,,,,,,,,,,,,,245893421.03,,,,,3462644.2,1627166283.55,1630628927.75,1876522348.78,,-2460400.06,,,,,,,,
7,300735.SZ,20180416,20180416,20171231,1,1,354680000.0,969791588.15,244967075.83,38614879.73,,947355109.76,,21814338.18,226122640.05,18588046.13,4548197.35,,,32696054.07,,,,,,,,,2463170.24,1253587555.78,,,,,,,,497303044.48,27915347.84,,,,,52543046.72,,,22171287.73,3722440.83,,6271312.12,609926479.72,,,,,,,,,,,,,,,,,1863514035.5,43046005.6,,,,,,,94945843.07,7910355.48,,,59418158.02,23818105.48,,,11674142.03,,,,,,,,3917639.07,617540.35,202301783.5,,,,,195830.15,6453102.09,,49694937.84,,,,,,,,,,,,,,,,,251996721.34,,,,,3566114.11,1607951200.05,1611517314.16,1863514035.5,,-102343.66,,,,,,,,
8,300735.SZ,20171211,20171211,20170930,1,1,266000000.0,231995439.15,227495199.41,23324940.33,,30613065.79,,38163923.62,300398072.99,7719386.62,4627211.0,,,37492735.64,,,,,,,,,61447966.79,480462362.45,,,,,,,,486018720.53,3597002.19,,,,,52754008.84,,,23206765.63,4291303.99,,11832219.73,581700020.91,,,,,,,,,,,,,,,,,1062162383.36,37250855.4,,,,,2355846.21,,105970113.06,6685502.57,,,60125191.21,42595087.23,,,39998758.19,,,,,,,,7556167.99,200059.19,265486725.66,,,,,,6965551.63,,44216407.02,,,,,,,,,,,,,,,,,309703132.68,,,,,2899587.79,749559662.89,752459250.68,1062162383.36,,744084.0,,,,,,,,
9,300735.SZ,20171211,20171211,20170630,1,1,266000000.0,231995439.15,168695457.57,23324940.33,,68865589.07,,9466331.72,242481992.41,9564148.56,7065614.47,,,44570595.08,,,,,,,,,112534666.45,494548937.76,,,,,,,,469597405.06,115293.4,,,,,53051801.41,,,21844204.67,3534377.27,,4244625.83,552387707.64,,,,,,,,,,,,,,,,,1046936645.4,26251247.03,,,,,763314.73,,126750281.14,21576565.83,,,50401700.03,38074109.72,,,75065000.52,,,,,,,,5416459.64,242248.07,318289679.68,,,,,,7478000.84,,33729247.87,,,,,,,,,,,,,,,,,352018927.55,,,,,3152060.26,691765657.59,694917717.85,1046936645.4,,1749820.54,,,,,,,,
