,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales
0,601688.SH,20190430,20190430,20190331,1,4,8251500000.0,58859859896.75,22006265339.01,4489830174.82,,102697522598.76,149857612745.88,,,,,,,,,,20809398790.48,,,,,43535479150.06,,,,,14167906812.63,573337470.12,,1081529666.96,,3743510785.0,61795251.45,,,,,5327978559.76,,2057421653.54,,286242993.18,,,,,,,950156161.0,,,,,8571374505.17,,,,68870835740.44,17267707304.1,,,445581159111.37,1662279962.82,1475240356.07,,,3178979966.79,4430847634.83,,,,55968515115.26,,7868053672.0,920497169.53,,,,,,,,,90210441664.48,8298000.0,,,,67138202198.71,,,101047.62,2004925218.48,,,,,1856308196.06,,,68230027206.6,,,,,,,,,,,,337575845922.12,,12386395869.25,,,1379772296.51,106625540892.74,108005313189.25,445581159111.37,,631689612.91,,,57933519996.35,5168529964.92,25587385435.78,6431765346.86,,
1,601688.SH,20190330,20190330,20181231,1,4,8251500000.0,58859859896.75,19416103801.35,4489830174.82,,71102643314.51,122244331499.24,,,,,,,,,,19068365339.98,,,,,43556564734.21,,,,,13177660861.27,586333637.71,,1814841287.81,,3499127756.91,49025690.37,,,,,5462012108.36,,2099412099.41,,225134860.27,,,,,,,1933958476.4,,,,,7836506104.91,,,,42902018376.63,16044994914.66,,,368665874058.71,1698768893.25,3015790687.57,,,5813487101.88,5199989703.32,,,,40095053613.01,,7915032953.0,846735501.48,,,,,,,,,59492175533.47,1813300.0,,,,62890730583.32,,,,1810175478.47,,,,,776102030.87,,,45752009850.23,,,,,,,,,,,,263916270129.2,,12196945015.12,,,1356027004.52,103393576924.99,104749603929.51,368665874058.71,,179338036.95,,,46188884860.29,3090165422.15,21123999727.58,7476963437.89,,
2,601688.SH,20181031,20181031,20180930,1,4,8251500000.0,58859859896.75,24005982394.11,3949480889.76,,75994340548.67,115507558044.86,,,,,,6652564864.36,,,,17382619360.96,,,,,48458164272.91,,,,,10192909452.44,803482616.62,,2856841183.6,,3692203982.14,,,,,,5410813854.12,,2074245449.88,,270331107.67,,,,75994340548.67,,,1955456195.71,,,,,9185770580.01,,,,43557086234.07,15519567633.78,,,381125112264.16,,1224754007.75,,,8868406829.4,10456769692.38,,,,37987920269.1,,1445349051.43,349282392.09,2169871829.27,,,,,,,,60416508213.34,11949000.0,,,,60719423225.3,,,,2515567789.01,,,,,697924178.89,,,50871495656.19,,,,,,,,,,,,273540409123.21,,10069931443.92,,,1341071623.45,106243631517.5,107584703140.95,381125112264.16,6569864327.58,1106876892.96,,,46865353000.96,2956989927.51,21768970000.0,7441080307.18,,
3,601688.SH,20180831,20180831,20180630,1,4,7162768800.0,45817135425.54,22657505681.89,3953853785.26,,76732113972.41,124938357897.68,,,,,,6522714161.51,,,,17645820255.2,,,,,56528050389.98,,,,,10200070749.4,799914138.23,,1550697884.14,,3690955374.5,,,,,,5214858527.46,,1996345218.66,,449483590.4,,,,,,,1795404368.49,,,,,9512528326.42,,,,49410176672.57,16093475925.11,,,395638307540.65,,400082397.63,,,15198404739.6,9622714370.12,,,,40511615660.05,,7502792996.52,468133332.75,2192113238.25,,,,,,,,67939856652.18,9310000.0,,,,66610477373.72,,,,2113582635.48,,,,,764105358.06,,,53514086995.68,,,,,,,,,,,,304187275152.1,,10097503119.99,,,1278781756.46,90172250632.09,91451032388.55,395638307540.65,,483483819.41,,,52137999303.11,2738955547.65,29280330000.0,8059669402.06,,
4,601688.SH,20180427,20180427,20180331,1,4,7162768800.0,45814395516.71,21429734910.86,3953853785.26,,74716314122.55,133094479023.37,,,,,,5891581116.8,,,,13760485115.36,659028213.43,,,,62110506920.98,,,,,9578763648.97,827704520.52,,743330200.41,,3741497575.46,,,,,,4937447517.57,,1971721797.72,,321161235.37,,,,,,,1003604619.01,,,,,8395427025.42,,,,51878695642.16,13702969903.25,,,399762089635.61,,622596249.0,,,11529997910.2,13941703142.82,,,,30930583169.23,,2384643132.83,956339724.19,2848844148.5,,,,,,,,68364818063.92,6541000.0,,,,78203018104.32,,,,1884831894.45,,,,,3421121110.97,,,56754462449.52,,,,,,,,,,,,309577749948.82,,10069382146.14,,,1251739266.58,88932600420.21,90184339686.79,399762089635.61,6078641790.55,502465261.24,,,57747654674.41,3374547531.66,23112810000.0,8510328118.83,,
5,601688.SH,20180329,20180329,20171231,1,4,7162768800.0,45820626561.97,18977215150.02,3919487458.07,,76898221871.61,84550421345.7,,,,,,5630981053.45,,,,16578904259.79,,,,,61805314851.66,,,44583168305.62,,8895908045.24,844705410.45,,628579885.14,,3737470826.96,,,,,,5137748787.06,,1971721797.72,,472556004.59,,,,,,,391714298.43,,,,,7302285193.78,,,,49872092078.72,15431455958.96,,,381482539816.97,,,,,7029997910.2,14381328363.06,,,,24921536820.62,,2668777480.53,977589307.15,2382951060.57,,,,,,,,67335544823.74,31421000.0,,,,77198275760.89,,,,1931445912.42,,,,,1642283334.96,,,53186201957.03,,,,,,,,,,,,292892627415.97,,10008183215.62,,,1253974684.53,87335937716.47,88589912401.0,381482539816.97,6078641790.55,1447656530.79,,,59991453477.46,1980336802.43,26656010000.0,6445349539.95,,
6,601688.SH,20171031,20171031,20170930,1,4,7162768800.0,45837762390.89,17320896917.53,3071194747.49,,78642646972.03,85952902673.8,,,,,,5352347302.78,,,,16843082349.42,,,,,51615076071.06,,,51601599753.96,,3709071558.24,869612483.94,,1089600783.75,,3782836790.3,,,,,,5163796887.37,,2091252159.89,,270687549.9,,,,,,,265167924.52,,,,,7409808713.31,,,,48854886582.74,15120652866.74,,,374624972242.3,,986690788.9,,,3500000000.0,21980764672.57,,,,23151739538.73,,2378624804.84,601934340.65,2073145050.27,,,,,,,,66532325664.14,2821324.09,,,,74136658787.49,,,,2612416965.45,,,,,1420972340.38,,,59135660358.28,,,,,,,,,,,,287027470236.39,,7943811586.23,,,1670469983.82,85927032022.09,87597502005.91,374624972242.3,5138618357.36,4590597579.95,,,58525675604.09,1370616590.56,20399700000.0,2948804892.25,,
7,601688.SH,20170812,20170812,20170630,1,4,7162768800.0,45837762390.89,15606801299.09,3071194747.49,,92038793785.89,89361255146.09,,,,,,4790232042.94,,,,13411379658.81,,,,,47152847989.66,,,43486274851.98,5000000.0,3580616417.08,876882102.18,,1205699881.17,,3791527672.55,,,,,,5309168340.35,,2043427865.02,,530113698.71,,,,,,,186380450.78,,,,,8148885593.79,,,,61483446757.64,12209129054.27,,,368830012086.16,,457000000.0,,,5500000000.0,22676297810.47,,,,23068378143.06,,1537231848.84,1014536971.7,1255690467.46,,,,,,,,77639579998.43,312110035.64,,,,65788898746.97,,,,2131254086.01,,,,,1116060750.62,,,62059270918.51,,,,,,,,,,,,283228282826.99,,7943619249.17,,,1606119160.55,83995610098.62,85601729259.17,368830012086.16,5138618357.36,4373463611.98,,,51846886417.88,962491431.44,6922790000.0,3003502080.48,,
8,601688.SH,20170427,20170427,20170331,1,4,7162768800.0,45837762390.89,17525098469.6,3071194747.49,,101082985076.74,85022849469.93,,,,,,4596944895.83,,,,18670216217.17,,,,,44125386917.18,,,47591916052.25,5000000.0,3503072759.28,1113626635.37,,1241886375.16,,3575274972.53,,,,,,5443348463.44,,2091252159.89,,270738077.27,,,,,,,481603613.69,,,,,8506117922.36,,,,61874684173.76,17418111442.49,,,382254965519.8,,471070390.0,,,5500000000.0,25877456402.65,,,,21650970423.08,,2410237088.06,856418730.54,2556676389.49,,,,,,,,81144812575.83,3142500.0,,,,76835810990.23,,,,2477584654.77,,,,,572186535.92,,,61474507005.17,,,,,,,,,,,,294367336154.19,,7943619249.17,,,1386762486.27,86500866879.34,87887629365.61,382254965519.8,4988352558.01,4960423222.19,,,53922225777.82,936698292.14,3213920000.0,4308511699.0,,
9,601688.SH,20170331,20170331,20161231,1,4,7162768800.0,45837762390.89,16194935779.37,3071194747.49,,113667317096.92,83107232026.8,,,,,,4154102529.57,,,,27360449313.86,,,,,46331181915.68,,,43736561642.99,5000000.0,3377277459.28,1130267653.92,,916380063.74,,3567450616.89,,,,,,5509024241.64,,2091252159.89,,556094242.8,,,,,,,106591783.45,,,,,8158628131.26,,,,68437285408.4,26131648521.88,,,401450397626.64,,460255000.0,,,6650000000.0,27919978030.69,,,,19463375010.06,,2517089820.05,881059919.58,2155235927.17,,,,,,,,92728837198.92,522500.0,,,,75847816422.44,,,,2562143718.71,,,,,864010723.48,,,70277030274.71,,,,,,,,,,,,315790201124.63,,7943619249.17,,,1302740139.89,84357456362.12,85660196502.01,401450397626.64,4988352558.01,4147175395.2,,,56605103863.69,991412621.81,1621000000.0,6827815809.37,,
