,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales
0,600291.SH,20190430,20190430,20190331,1,3,1093064378.0,5910885501.25,3009779698.42,377323200.6,,2345061127.07,21864877793.92,,,,,,,,,,,,520084623.84,623585970.64,,998235316.71,,,,,16349117367.19,2003949792.44,116145947.83,2016697716.78,,1210160909.28,396470859.91,,,,,1758934712.78,,854566626.65,,31779535.05,,,,,,,,264877258.8,239657092.8,,,,,3692624145.94,,,,,,96966803141.69,141072046.53,290000000.0,,,,,,,,17245084547.95,334343538.2,466015605.43,169556114.69,,,,,,,606009375.12,,,,,,,6783701650.0,,,,200999022.61,,,,,,,,8171468476.05,510439123.96,,22945726226.85,5839967597.15,4973497041.54,,,,,10690852.06,,68848278968.79,,,,,15619186687.09,12499337485.81,28118524172.9,96966803141.69,,2108284707.54,,,,55351855.6,,148547411.02,,
1,600291.SH,20190430,20190430,20190331,1,3,1093064378.0,5910885501.25,3009779698.42,377323200.6,,2345061127.07,21864877793.92,,,,,,,,,,,,520084623.84,623585970.64,,998235316.71,,,,,16349117367.19,2003949792.44,116145947.83,2016697716.78,,1210160909.28,396470859.91,,,,,1758934712.78,,854566626.65,,31779535.05,,,,,,,,264877258.8,239657092.8,,,,,3692624145.94,,,,,,96966803141.69,141072046.53,290000000.0,,,,,,,,17245084547.95,334343538.2,466015605.43,169556114.69,,,,,,,606009375.12,,,,,,,6783701650.0,,,,200999022.61,,,,,,,,8171468476.05,510439123.96,,22945726226.85,5839967597.15,4973497041.54,,,,,10690852.06,,68848278968.79,,,,,15619186687.09,12499337485.81,28118524172.9,96966803141.69,,2108284707.54,,,,55351855.6,,148547411.02,,
2,600291.SH,20190430,20190430,20181231,1,3,1093064378.0,5895127031.54,3259428795.11,377323200.6,,1867770207.04,,,,,,,1366144466.52,,,,,,338645932.77,582828707.52,,399800000.0,,,68355346746.55,,23242909762.51,3717081893.0,4615000000.0,619667398.21,,1266560070.98,359438656.18,,,,,1783672114.6,,854566626.65,,30167990.07,,,,,,,,193716286.95,271506126.35,,,,,3552750354.0,,,,,,114914978876.77,,290000000.0,,,,,,,,2500000000.0,232184297.01,564369606.23,82155984.55,146095499.73,,,,,,481456614.71,,,,,,,6595705458.39,,,,234220978.28,,,,,,,,245589957.29,538960178.77,,56635184930.73,5371524876.54,4979556956.82,,,,,45354831.98,,86515995780.63,,,,,15834034065.84,12564949030.3,28398983096.14,114914978876.77,,1940005625.05,,,,,,,,
3,600291.SH,20190430,20190430,20181231,1,3,1093064378.0,5895127031.54,3259428795.11,377323200.6,,1867770207.04,,,,,,,1366144466.52,,,,,,338645932.77,582828707.52,,399800000.0,,,68355346746.55,,23242909762.51,3717081893.0,4615000000.0,619667398.21,,1266560070.98,359438656.18,,,,,1783672114.6,,854566626.65,,30167990.07,,,,,,,,193716286.95,271506126.35,,,,,3552750354.0,,,,,,114914978876.77,,290000000.0,,,,,,,,2500000000.0,232184297.01,564369606.23,82155984.55,146095499.73,,,,,,481456614.71,,,,,,,6595705458.39,,,,234220978.28,,,,,,,,245589957.29,538960178.77,,56635184930.73,5371524876.54,4979556956.82,,,,,45354831.98,,86515995780.63,,,,,15834034065.84,12564949030.3,28398983096.14,114914978876.77,,1940005625.05,,,,,,,,
4,600291.SH,20181030,20181030,20180930,1,3,1093064378.0,5895127031.54,3316831892.76,344007492.24,,1763576894.44,,,,,,,2417692409.23,,,,,,485271248.88,800485625.09,,1942400000.0,,,73511487609.78,,22597152594.07,2874987164.0,9163333333.3,565715102.43,,1854743722.66,,,,,,1776509111.63,,858976283.24,,25365186.01,,,,,,,,210757665.33,283575361.13,,,,,3552750354.0,,,,,,127540087283.83,,310000000.0,,,,,,,,,291647502.17,509558796.75,115196174.44,,,,,,,669513220.13,,,,,,,6595127962.77,,,,165972407.5,,,,,,,,175312845.83,427055379.46,,71220012143.03,5538314386.46,5092391126.25,,,,,26898544.63,,98723961110.75,,,,,16107035897.67,12709090275.41,28816126173.08,127540087283.83,,2060059480.87,,,,,,,,
5,600291.SH,20180831,20180831,20180630,1,3,1093064378.0,5895127031.54,3267638696.25,344007492.24,,999567941.68,100.0,,,,,,2359451589.42,,,,,,478833289.67,735088647.85,,3421825000.0,,,85111560382.96,4554636450.7,21697996875.73,2874987164.0,9356663333.3,384118780.49,,1875588444.44,,,,,,1794466308.93,,858976283.24,,23757516.68,,,,,,,,225531653.37,208740402.18,,,,,3552750354.0,,,,,,142820167605.61,,310000000.0,,,,,,,,,292435754.34,493591435.38,159776453.47,282458349.03,,,,,,603433075.08,,,,,,,6594559070.42,,3083281.46,,279150642.11,,,,,,,,179023472.66,491640798.2,,85793782837.45,5922743044.39,4677814770.08,,,,,45581013.89,,113840665299.34,,,,,16245522704.4,12733979601.87,28979502306.27,142820167605.61,,2134142003.84,,,,,,,,
6,600291.SH,20180428,20180428,20180331,1,3,1093064378.0,5895127031.54,3161428131.33,344007492.24,,2151206800.33,100.01,,,,,,1934477017.05,,,,,,387963118.82,650110181.87,,4156088000.0,,,90259370918.93,4790065830.36,21645362571.12,1438238400.0,10427927867.1,489520136.85,,1467607039.87,,,,,,1795902758.23,,858976283.24,,22149847.34,,,,,,,,223836508.55,211286294.28,,,,,3552750354.0,,,,,,155138875922.33,,310000000.0,,,,,,,,,445406265.58,471137908.55,293450464.9,181458349.02,,,,,,528495775.7,,,,,,,6593998653.18,,,,230304305.03,,,,,,,,205599773.8,578459419.51,,97626478865.4,5902076270.25,4398598457.29,,,,,42630650.73,,125791602560.29,,,,,16503430579.92,12843842782.12,29347273362.04,155138875922.33,,2350215749.01,,,,,,,,
7,600291.SH,20180428,20180428,20171231,1,3,1093064378.0,5895127031.54,2947916409.2,344007492.24,,11779720269.05,213149453.99,,,,,,1845311677.22,,,,,,235829219.73,867575210.56,,11034187000.0,,,145744114413.78,5113865317.51,20774789631.97,1438238400.0,12734063333.3,358076952.2,,1464253153.95,,,,,,1800997535.65,,858976283.24,,20542178.01,,,,,,,,153964595.01,200026508.26,,,,,3552750354.0,,,,,,225774286200.4,,310000000.0,,,,,,,,,315360905.8,581849785.54,353281294.39,126378513.4,,,,,,603122012.44,,,,,,,6593446584.78,,,,230779212.97,,,,,,,,188003816.87,527725497.31,,170249669725.16,5506977564.79,4201032211.76,,,,,44571033.96,,197402834962.29,,,,,16002556383.12,12368894854.99,28371451238.11,225774286200.4,,2088779544.01,,,,,,,,
8,600291.SH,20171031,20171031,20170930,1,3,1093064378.0,5894717018.24,3277266299.1,106279669.06,,9925534423.92,633572596.94,,,,,,4205755750.79,,,,,,339218500.41,939097623.88,,5752144000.0,,,158141908464.35,5463404309.99,20081096879.33,21383100.0,17763663333.3,287160568.82,,1527690707.43,,,,,,1683900597.32,,858976283.24,,512355702.73,,,,,,,164184326.65,177119340.2,258938135.51,,,,,3552750354.0,,,,,,238302073131.94,,310000000.0,,,,,,,,498680000.0,356793220.16,637336844.92,210451983.01,67711548.02,,,,,,800821957.33,,,,,,,6588414867.18,,,,511253420.73,,,,,,,,79695536.73,382798429.88,,179944651755.39,5584667775.06,4349915491.81,,,,,56602620.94,,208844141762.54,,,,,16662366389.8,12795564979.6,29457931369.4,238302073131.94,,2424237615.2,,,,,,,,
9,600291.SH,20170831,20170831,20170630,1,3,1093064378.0,5894717018.24,3146262645.92,106279669.06,,22285796829.37,950104826.85,,,6007453702.46,,,2914782057.59,,,,,,364421920.9,857891135.74,,5871610000.0,,,158014812406.98,5597051201.1,19812649240.26,,21573663333.3,298378613.48,,1409100486.03,,,,,,1697150031.67,,858976283.24,,510858592.84,,,,,,,164184326.65,225141376.91,205292156.96,,,,,3552750354.0,,,,,,253220381757.11,,310000000.0,,,,,,,,,327851680.95,512497900.51,275074262.44,282953499.67,,7642190820.01,,,,795092794.87,,,,,,,6588380367.74,,3083281.46,,148126846.11,,,,,,,,85901208.08,500488124.4,,197003327065.65,5914227663.39,4270449325.09,,,,,51717326.63,,224724600808.42,,,,,16154734178.71,12341046769.98,28495780948.69,253220381757.11,,2100723058.76,,,,,,,,
