,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales
0,002880.SZ,20190426,20190426,20190331,1,1,108000000.0,639302470.18,507073004.43,78389026.44,,207413982.93,,105663493.85,78336163.83,,9139113.78,,,493795553.81,,,,,,,,,328818.5,895891639.1,,,,,,,,,,,,,,72690662.69,14417950.99,19230057.19,,4542747.66,,176023.75,536217630.94,,,,,,,,,,,,,,,,,1432109270.04,,,,,,,,,5077162.02,,,18075897.05,9281607.08,,,,,,,,,,,5000000.0,,60944820.45,,,,,,38399948.54,,38399948.54,,,,,,,,,,,,,,,,,99344768.99,,,,,,1332764501.05,1332764501.05,1432109270.04,,,,,,,,,,
1,002880.SZ,20190426,20190426,20190331,1,1,108000000.0,639302470.18,507073004.43,78389026.44,,207413982.93,,105663493.85,78336163.83,,9139113.78,,,493795553.81,,,,,,,,,328818.5,895891639.1,,,,,,,,215203562.4,209956626.26,,,,,72690662.69,14417950.99,19230057.19,,4542747.66,,176023.75,536217630.94,,,,,,,,,,,,,,,,,1432109270.04,,,,,,,,,5077162.02,,,18075897.05,9281607.08,,,,,,,,,,,5000000.0,,60944820.45,,,,,,38399948.54,,38399948.54,,,,,,,,,,,,,,,,,99344768.99,,,,,,1332764501.05,1332764501.05,1432109270.04,,,,,,,,,,
2,002880.SZ,20190412,20190412,20181231,1,1,108000000.0,639302470.18,480093265.43,78389026.44,,260320260.02,,95978981.87,66848116.5,,5156520.59,,,495993189.44,,,,,,,,,328818.5,925062473.13,,,,,,,,,,,,,,73211130.99,13115662.78,19230057.19,,4433886.33,,,534257258.34,,,,,,,,,,,,,,,,,1459319731.47,,5000000.0,,,,,,,4276792.54,,,42344237.65,12957147.25,35551.39,,,,,,,,,,24000000.0,,115498924.33,,,,,,38036045.09,,38036045.09,,,,,,,,,,,,,,,,,153534969.42,,,,,,1305784762.05,1305784762.05,1459319731.47,,,,,,,,,,
3,002880.SZ,20190412,20190412,20181231,1,1,108000000.0,639302470.18,480093265.43,78389026.44,,260320260.02,,95978981.87,66848116.5,436586.21,5156520.59,,,495993189.44,,,,,,,,,328818.5,925062473.13,,,,,,,,220577666.25,203688854.8,,,,,73211130.99,13115662.78,19230057.19,,4433886.33,,,534257258.34,,,,,,,,,,,,,,,,,1459319731.47,,5000000.0,,,,,,16269741.13,4276792.54,,,42344237.65,12957147.25,35551.39,,10615454.37,,,,,,,,24000000.0,,115498924.33,,,,,,38036045.09,,38036045.09,,,,,,,,,,,,,,,,,153534969.42,,,,,,1305784762.05,1305784762.05,1459319731.47,,,,,,,,,,
4,002880.SZ,20181024,20181024,20180930,1,1,108000000.0,639302470.18,446893576.13,63022858.53,,234578847.88,,64353083.15,54457330.68,,4664261.23,,,523444981.23,,,,,,,,,328818.5,883185858.58,,,,,,,,220719445.05,198898622.63,,,,,73457694.17,6875458.8,19230057.19,,3476796.44,,,522658074.28,,,,,,,,,,,,,,,,,1405843932.86,5000000.0,25000000.0,,,,,,,2627440.0,,,34619583.63,8846859.84,,,,,,,,,,,19000000.0,,105868886.38,,,,,,37756141.64,,42756141.64,,,,,,,,,,,,,,,,,148625028.02,,,,,,1257218904.84,1257218904.84,1405843932.86,,,,,,,,,,
5,002880.SZ,20180817,20180817,20180630,1,1,108000000.0,639302470.18,407987508.95,63022858.53,,239193525.09,,63986638.47,70878505.55,1039013.14,5009000.99,,,507128577.43,,,,,,,,,328818.5,887564079.17,,,,,,,,229962959.21,178362474.4,,,,,73968499.48,,19230057.19,,4346282.91,,,505870273.19,,,,,,,,,,,,,,,,,1393434352.36,5000000.0,60000000.0,,,,,,8579983.14,1010565.0,,,21452997.5,11374369.41,119098.64,,8287929.49,,,,,,,,20000000.0,,130824943.18,,,,,,39296571.52,,44296571.52,,,,,,,,,,,,,,,,,175121514.7,,,,,,1218312837.66,1218312837.66,1393434352.36,,,,,,,,,,
6,002880.SZ,20180421,20180421,20180331,1,1,108000000.0,639302470.18,417566131.7,63022858.53,,301567037.29,,42077789.97,75285971.36,1175085.13,5739079.08,,,481692389.7,,,,,,,,,101424.9,907638777.43,,,,,,,,237899512.41,167886757.96,,,,,74479304.77,,19230057.19,,4153185.27,,,503648817.6,,,,,,,,,,,,,,,,,1411287595.03,24000000.0,70000000.0,,,,,,10539284.16,272465.0,,,15690962.35,8979508.47,140598.63,,5064314.61,,,,,,,,9000000.0,,119687133.22,,,,,,39709001.4,,63709001.4,,,,,,,,,,,,,,,,,183396134.62,,,,,,1227891460.41,1227891460.41,1411287595.03,,,,,,,,,,
7,002880.SZ,20180330,20180330,20171231,1,1,108000000.0,639302470.18,392822585.74,63022858.53,,338972495.14,,43396750.86,49635180.0,427395.35,3963312.64,,,447820903.05,,,,,,,,,101424.9,884317461.94,,,,,,,,234778042.05,157976758.32,,,,,74990110.06,,19230057.19,,3379773.98,,,490354741.6,,,,,,,,,,,,,,,,,1374672203.54,24000000.0,37000000.0,,,,,,9616512.7,675455.0,,,37213908.17,10207381.39,92367.99,,2575062.35,,,,,,,,9000000.0,,106380687.6,,,,,,41143601.49,,65143601.49,,,,,,,,,,,,,,,,,171524289.09,,,,,,1203147914.45,1203147914.45,1374672203.54,,,,,,,,,,
8,002880.SZ,20171020,20171020,20170930,1,1,108000000.0,639302470.18,360555257.14,47498576.9,,350454802.05,,23614568.55,32181089.51,1342646.27,13931065.82,,,446147942.75,,,,,,,,,,867672114.95,,,,,,,,238443125.44,139166285.86,,,,,75602340.25,,19230057.19,,2845536.82,,,475287345.56,,,,,,,,,,,,,,,,,1342959460.51,25000000.0,37000000.0,,,,,,9342498.47,6588940.0,,,26747389.8,7242225.64,97645.14,,7453910.04,,,,,,,,18000000.0,,112472609.09,,,,,,50130547.2,,75130547.2,,,,,,,,,,,,,,,,,187603156.29,,,,,,1155356304.22,1155356304.22,1342959460.51,,,,,,,,,,
9,002880.SZ,20170831,20170831,20170630,1,1,108000000.0,639302470.18,329379610.32,47498576.9,,712830100.6,,25765441.86,14790114.0,936731.72,10358006.46,,,399508536.25,,,,,,,,,,1164188930.89,,,,,,,,244341816.27,132266699.14,,,,,76113145.54,,19230057.19,,3375369.68,,,475327087.82,,,,,,,,,,,,,,,,,1639516018.71,84000000.0,297000000.0,,,,,,5525983.94,2302533.88,,,21594520.02,10936527.41,549167.27,,12132905.21,,,,,,,,29625000.0,,379666637.73,,,,,,51668723.58,,135668723.58,,,,,,,,,,,,,,,,,515335361.31,,,,,,1124180657.4,1124180657.4,1639516018.71,,,,,,,,,,
