,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales
0,600030.SH,20190430,20190430,20190331,1,4,12116908400.0,54422587516.21,59402936372.63,8410205129.33,,134757416561.85,236336566015.14,,,,,,,,,,29357690260.41,,,,,57006171138.02,,,,,9151314580.67,1325055967.09,,6849401501.75,,7608972358.94,316172236.67,,,,,3183153609.25,,10456254371.39,,4301036543.96,,,,,,,10162253019.53,,,,,1248678976.88,,,,95427814491.83,22731971003.68,,,673338772756.31,942017538.49,5794188666.87,,,7733447444.44,56770632360.6,,,,95416686219.32,,13069167405.3,3227317222.14,,,,,,,,,143734132434.87,178795078.01,,,,119509685494.74,,,16446871.63,2396374105.28,,,,,11499602347.53,,,3439919763.43,,,,,,,,,,,,511650769541.48,,22862722121.27,,,3769887718.59,157918115496.24,161688003214.83,673338772756.31,,702755956.8,,,64031045729.57,44373007417.44,12973214487.84,32844619932.98,,
1,600030.SH,20190430,20190430,20190331,1,4,12116908400.0,54422587516.21,59402936372.63,8410205129.33,,134757416561.85,236336566015.14,,,,,,,,,,29357690260.41,,,,,57006171138.02,,,,,9151314580.67,1325055967.09,,6849401501.75,,7608972358.94,316172236.67,,,,,3183153609.25,,10456254371.39,,4301036543.96,,,,,,,10162253019.53,,,,,1248678976.88,,,,95427814491.83,22731971003.68,,,673338772756.31,942017538.49,5794188666.87,,,7733447444.44,56770632360.6,,,,95416686219.32,,13069167405.3,3227317222.14,,,,,,,,,143734132434.87,178795078.01,,,,119509685494.74,,,16446871.63,2396374105.28,,,,,11499602347.53,,,3439919763.43,,,,,,,,,,,,511650769541.48,,22862722121.27,,,3769887718.59,157918115496.24,161688003214.83,673338772756.31,,702755956.8,,,64031045729.57,44373007417.44,12973214487.84,32844619932.98,,
2,600030.SH,20190322,20190322,20181231,1,1,12116908400.0,54422708429.11,55197777172.22,8410205129.33,,119725173129.32,,,,,,,,,,,24922402982.38,,,,,67370441412.95,,,,,9038295004.41,1332507853.75,,,,,,,,,,3269422915.46,,10507494946.37,,4223026292.57,,,,,,,11388101559.19,,,,,,,,,,,,,653132717498.71,1489905998.37,5656709801.66,,,19314866666.68,,,,,121669027137.24,,12093993623.65,2872997609.79,,,,,,,,,97773997202.25,147506797.07,,,496301221152.36,116591701263.76,,,6485498.32,1967607550.66,,,,,9311898882.27,,,,,,,,,,,,,,,496301221152.36,,22811407984.17,,,3690727105.21,153140769241.14,156831496346.35,653132717498.71,,181762126.31,,,,,,,,
3,600030.SH,20190322,20190322,20181231,1,4,12116908400.0,54422708429.11,55197777172.22,8410205129.33,,119725173129.32,247437074336.18,,,,,,,,,,24922402982.38,,,,,67370441412.95,,,,,9038295004.41,1332507853.75,,5983936181.39,,7729621832.02,316611351.37,,,,,3269422915.46,,10507494946.37,,4223026292.57,,,,,,,11388101559.19,,,,,1112776538.52,,,,74291186400.6,18129784680.54,,,653132717498.71,1489905998.37,5656709801.66,,,19314866666.68,47645838548.24,,,,121669027137.24,,12093993623.65,2872997609.79,,,,,,,,,97773997202.25,147506797.07,,,,116591701263.76,,,6485498.32,1967607550.66,,,,,9311898882.27,,,3399970019.46,,,,,,,,,,,,496301221152.36,,22811407984.17,,,3690727105.21,153140769241.14,156831496346.35,653132717498.71,,181762126.31,,,57197813812.04,29717774627.1,18059344795.73,37941931903.8,,
4,600030.SH,20181031,20181031,20180930,1,4,12116908400.0,54422387219.86,55111945434.59,8253556728.99,,110612417464.75,222566396513.0,,,,,,4538181733.76,,,,27087481632.68,,,,,57953160833.05,,,,,9060547729.68,851110036.73,,6000056069.66,,8170525681.57,,,,,,3271996114.27,,10540407694.72,,3747223750.6,,,,110612417464.75,,,9243924390.39,,,,,1098944252.93,,,,68505591380.59,20123737607.01,,,614146021596.44,1120121133.38,6243869025.9,,,14221000805.26,53039133117.56,,,,90646213135.48,,11258990678.2,1809157022.69,2819036368.84,,,,,,,,107312623555.66,149573339.23,,,,106443335687.85,,,442152175.44,2568472986.05,,,,,8697348016.33,,,4421237498.85,,,,,,,,,,,,457783093967.09,,20979422382.26,,,3571200682.54,152791726946.81,156362927629.35,614146021596.44,,1907506781.11,,,61103095827.6,43888455729.75,12166702894.39,34424126525.98,,
5,600030.SH,20180824,20180824,20180630,1,4,12116908400.0,54426368541.65,53412690121.93,8253556728.99,,115851264939.17,208806622675.39,,,,,,4247320930.49,,,,31420342486.89,,,,,81039906550.09,,,,,9199848002.91,857924542.41,,6069494161.17,,8109604508.29,,,,,,3306330108.38,,10432733376.52,,3382058693.97,,,,,,,8695133447.23,,,,,1183497158.43,,,,76624399858.64,24050623402.37,,,657724298833.83,1118387684.55,7080976497.11,,,8838966063.4,49606233757.62,,,,99789532135.15,,10617484602.14,1554063264.38,2478743669.76,,,,,,,,130352079996.38,109716642.61,,,,109494406473.13,,,442152175.44,2829890651.13,,,,,7600522973.91,,,8305648222.6,,,,,,,,,,,,504268867272.04,,20925049890.33,,,3406331218.75,150049100343.04,153455431561.79,657724298833.83,,914526660.14,,,67671585583.19,58580205264.38,28692190083.81,35357872378.92,,
6,600030.SH,20180428,20180428,20180331,1,4,12116908400.0,54451500238.18,55423388517.27,8253556728.99,,108126190445.98,226229859530.75,,,,,,4005196353.17,,,,29704464782.84,,,,,94680707566.09,,,,,8773040863.64,864739048.1,,6632822935.2,,8076518414.35,,,,,,3318104085.11,,10304246834.97,,3560183655.59,,,,,,,7153750365.89,,,,,950666451.48,,,,75880442995.01,22972171536.05,,,659668835075.68,1118387684.55,9376064393.97,,,4600000000.0,47120727671.28,,,,120024677908.96,,11986694818.15,1681849463.84,3171757941.85,,,,,,,,117462678961.41,86349343.41,,,,96283189447.28,,,442152175.44,3062272589.28,,,,,12634673295.57,,,3451252183.11,,,,,,,,,,,,504509750858.47,,20882413775.34,,,3435476950.12,151723607267.09,155159084217.21,659668835075.68,,595839607.31,,,74345180762.59,41171741478.99,41664449185.17,30342573795.2,,
7,600030.SH,20180323,20180323,20171231,1,4,12116908400.0,54445532328.88,52006986983.49,8164570411.36,,98816283657.65,178153503440.82,,,,,,3368327259.78,,,,27873194683.51,,,,,114592029668.14,,,59226931955.32,,8585548406.01,871553553.79,,6192042326.76,,8264558972.69,,,,,,3447331510.1,,10280937030.52,,3384951546.6,,,,,,,5900794728.17,,,,,972410083.66,,,,69477475255.31,22908862270.6,,,625574643890.17,1122187684.55,5991451221.43,,,9835000000.0,46451769979.94,,,,111619927238.0,,11599263746.32,1793375731.79,3031683810.32,,,,,,,,99854890837.75,60686527.09,,,,106219663490.04,,,442152175.44,2632210767.97,,,,,13301231344.17,,,3507168412.17,,,,,,,,,,,,472432085067.12,,20826927957.42,,,3343512676.15,149799046146.9,153142558823.05,625574643890.17,,2238120065.75,,,73982610584.55,21661634482.1,33537839142.31,21431582957.83,,
8,600030.SH,20171031,20171031,20170930,1,4,12116908400.0,54371306744.32,50871712677.66,7812711706.09,,107525926971.5,161583424341.32,,,,,,3706246268.78,,,,31199462435.7,,,,,109307146680.26,,,67033434514.96,,4063464772.68,878368059.5,,5500178941.8,,8325573943.23,,,,,,3499819984.86,,10312821400.13,,2938779849.93,,,,107525926971.5,,,4203899321.86,,,,,1019487052.55,,,,69608787616.93,24877732132.16,,,631773360595.01,1122187684.55,5376942034.38,,,16300000000.0,38289360765.87,,,,108626925165.7,,9528825082.77,1925944371.95,2436957762.43,,,,,,,,111843684434.78,208576286.71,,,,93536268086.49,,,436351877.12,2201621228.13,,,,,9543811351.39,,,3436796536.48,,,,,,,,,,,,481260328359.91,,18900721385.71,,,3476332834.13,147036699400.97,150513032235.1,631773360595.01,,2963338487.19,,,69822787205.09,40852538850.86,41091739750.83,35354335940.33,,
9,600030.SH,20170826,20170826,20170630,1,4,12116908400.0,54371195464.43,47924079368.17,7812711706.09,,112615036974.76,148541055269.47,,,,,,3721822277.45,,,,32794364689.02,,,,,93717026956.07,,,78815118205.67,,4089763469.88,885182565.19,,4484653241.9,,8454667635.25,,,,,,3614710933.3,,10355578263.24,,2602255339.34,,,,112615036974.76,,,3843255304.81,,,,,1028662924.73,,,,77403126806.58,25804447122.46,,,605911728972.05,1122187684.58,3078652538.38,,,12500000000.0,39155169647.2,,,,97781672193.02,,8329862437.46,1577673458.33,1939579781.84,,,,,,,,118173750173.01,204076339.69,,,,91391868644.9,,,436351877.12,1934294322.9,,,,,5168481524.26,,,7741562347.72,,,,,,,,,,,,458867841731.0,,18852764920.16,,,3341155560.62,143702731680.43,147043887241.05,605911728972.05,,2625071821.58,,,63152746023.49,33195828898.48,32639489130.42,35693169630.17,,
