,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales
0,002142.SZ,20190426,20190426,20190331,1,2,5208585000.0,11219730000.0,36352112000.0,5942864000.0,,,196777224000.0,,,,,,,,,,,3962016000.0,,,,4607467000.0,,,,,,39240000.0,,2935097000.0,,5096665000.0,1237755000.0,,,,,326810000.0,,,,4590539000.0,428572824000.0,,,85638590000.0,26022629000.0,10598428000.0,25184496000.0,,,,,,,,,,,,,1160997363000.0,,,15860021000.0,,25830314000.0,9336298000.0,,,,14620115000.0,,563569000.0,2141610000.0,,,,,,,,,,,,,,171619892000.0,,,2091030000.0,12237000.0,,,,34638950000.0,25087228000.0,754805189000.0,,17416269000.0,,,,,,,,,,,,1074394852000.0,,9156274000.0,,,382692000.0,86219819000.0,86602511000.0,1160997363000.0,,2107376000.0,16232878000.0,4824691000.0,,,,,,
1,002142.SZ,20190426,20190426,20190331,1,2,5208585000.0,11219730000.0,36352112000.0,5942864000.0,,,196777224000.0,,,,,,,,,,,3962016000.0,,,,4607467000.0,,,,,,39240000.0,,2935097000.0,,5096665000.0,1237755000.0,,,,,326810000.0,,,,4590539000.0,428572824000.0,,,85638590000.0,26022629000.0,10598428000.0,25184496000.0,,,,,,,,,,,,,1160997363000.0,,,15860021000.0,,25830314000.0,9336298000.0,,,,14620115000.0,,563569000.0,2141610000.0,,,,,,,,,,,,,,171619892000.0,,,2091030000.0,12237000.0,,,,34638950000.0,25087228000.0,754805189000.0,,17416269000.0,,,,,,,,,,,,1074394852000.0,,9156274000.0,,,382692000.0,86219819000.0,86602511000.0,1160997363000.0,,2107376000.0,16232878000.0,14811578000.0,,,,,,
2,002142.SZ,20190330,20190330,20181231,1,2,5208555000.0,11219205000.0,32447993000.0,5942864000.0,,,134766743000.0,,,,,,6071662000.0,,,,,2417760000.0,,,,3703483000.0,,,221033846000.0,70118200000.0,,39240000.0,,1346940000.0,,6369794000.0,,,,,,346996000.0,,,,3668448000.0,411591615000.0,,,88457374000.0,9251993000.0,7554430000.0,30257173000.0,,,,,,,,,,,,119427658000.0,1116423355000.0,,,15500000000.0,,53943803000.0,11856092000.0,,,,26930116000.0,,2248180000.0,740442000.0,10287788000.0,,,,,,,,,,,,,208437348000.0,,,,,,,,21214973000.0,27564862000.0,646721375000.0,,9321184000.0,,,,,,,,,,,,1035193487000.0,,9138300000.0,,,350657000.0,80879211000.0,81229868000.0,1116423355000.0,,689316000.0,16232978000.0,14811578000.0,,,,,,
3,002142.SZ,20181030,20181030,20180930,1,2,5208554000.0,11219173000.0,31511321000.0,4857149000.0,,,102515134000.0,,,,,,5716497000.0,,,,,12243662000.0,,,,4626958000.0,,,231281605000.0,70334909000.0,,44025000.0,,4909528000.0,,6324325000.0,,,,,,335776000.0,,,,4289389000.0,387040544000.0,,,84582040000.0,14022483000.0,5685118000.0,34130879000.0,,,,,,,,,,,,118080167000.0,1086163039000.0,,,15500000000.0,,26965900000.0,7963755000.0,,,,49095141000.0,,1760366000.0,1246406000.0,9749681000.0,,,,,,,,,,,,,208622467000.0,,,,,,,,8614420000.0,34223403000.0,645002020000.0,,9095176000.0,,,,,,,,,,,,1018220395000.0,,9121270000.0,,,343034000.0,67599610000.0,67942644000.0,1086163039000.0,,-563955000.0,6246098000.0,4824691000.0,,,,,,
4,002142.SZ,20180822,20180822,20180630,1,2,5069740000.0,8780042000.0,30328683000.0,4857149000.0,,,111838634000.0,,,,,,5578838000.0,,,,,2784822000.0,,,,23684364000.0,,,239147896000.0,66674688000.0,,44025000.0,,6011637000.0,,6142552000.0,,,,,,304527000.0,,,,4415247000.0,363980442000.0,,,88638534000.0,10368925000.0,4365800000.0,28273521000.0,,,,,,,,,,,,114163741000.0,1076418193000.0,,,6500000000.0,,54416251000.0,5686958000.0,,,,32397662000.0,,1364975000.0,836917000.0,8654531000.0,,,,,,,,,,,,,208793679000.0,,,,,,,,16218250000.0,29916156000.0,637863948000.0,,8728487000.0,,,,,,,,,,,,1011788587000.0,,9109262000.0,,,335352000.0,64294254000.0,64629606000.0,1076418193000.0,,-570540000.0,6719918000.0,4824691000.0,,,,,,
5,002142.SZ,20180428,20180428,20180331,1,2,5069732000.0,8779906000.0,28691422000.0,4857149000.0,,,107861912000.0,,,,,,5190037000.0,,,,,1228325000.0,,,,21976224000.0,,,239148351000.0,61675378000.0,,46786000.0,,4793465000.0,,6182311000.0,,,,,,320315000.0,,,,5044772000.0,345558577000.0,,,98623844000.0,12406292000.0,6553186000.0,46695961000.0,,,,,,,,,,,,105343660000.0,1068649396000.0,,,,,93851972000.0,10953831000.0,,,,16477181000.0,,884144000.0,3264427000.0,8786148000.0,,,,,,,,,,,,,165519957000.0,,,,,,,,17520182000.0,51916936000.0,633404803000.0,,4929517000.0,,,,,,,,,,,,1007912885000.0,,7867129000.0,,,325682000.0,60410829000.0,60736511000.0,1068649396000.0,,-1574454000.0,6719945000.0,4824691000.0,,,,,,
6,002142.SZ,20180329,20180329,20171231,1,2,5069732000.0,8779906000.0,25878052000.0,4857149000.0,,,146481901000.0,,,,,,4156455000.0,,,,,2045994000.0,,,,1096968000.0,,,218842775000.0,60782788000.0,,46726000.0,,8105679000.0,,6089011000.0,,,,,,342963000.0,,,,4651064000.0,332199308000.0,,,90193821000.0,29550692000.0,843573000.0,31333752000.0,,,,,,,,,,,,95278972000.0,1032042442000.0,,,2500000000.0,,94606096000.0,5430875000.0,,,,45988790000.0,,1996109000.0,3035863000.0,8375889000.0,,,,,,,,,,,,,171499442000.0,,,,,,,,27292435000.0,35168918000.0,565253904000.0,,13332775000.0,,,,,,,,,,,,974836470000.0,,7858597000.0,,,116727000.0,57089245000.0,57205972000.0,1032042442000.0,,-2074136000.0,6719945000.0,4824691000.0,,,,,,
7,002142.SZ,20171027,20171027,20170930,1,2,5069732000.0,8779908000.0,25053106000.0,3946749000.0,,,96604739000.0,,,,,,3712654000.0,,,,,1660465000.0,,,,10761361000.0,,,236278578000.0,49355563000.0,,52479000.0,,2849068000.0,,6086591000.0,,,,,,237692000.0,,,,3516106000.0,320177657000.0,,,86581076000.0,15316029000.0,557652000.0,22975364000.0,,,,,,,,,,,,96341360000.0,953064434000.0,,,11500000000.0,,59353502000.0,2038290000.0,,,,28010499000.0,,1546876000.0,2158048000.0,8277295000.0,,,,,,,,,,,,,163285416000.0,,,,,,,,33328239000.0,25007532000.0,554750413000.0,,9464867000.0,,,,,,,,,,,,899027936000.0,,7851335000.0,,,110682000.0,53925816000.0,54036498000.0,953064434000.0,,-1599705000.0,4824691000.0,4824691000.0,,,,,,
8,002142.SZ,20170818,20170818,20170630,1,2,3899794000.0,9949846000.0,23818759000.0,3946749000.0,,,102973601000.0,,,,,,3716199000.0,,,,,1482831000.0,,,,2980480000.0,,,225665853000.0,43734643000.0,,16598000.0,,2547409000.0,,5852874000.0,,,,,,254825000.0,,,,2757294000.0,313920230000.0,,,87858987000.0,28748458000.0,350523000.0,13338496000.0,,,,,,,,,,,,102329221000.0,938528522000.0,,,11500000000.0,,59983214000.0,1150032000.0,,,,30778327000.0,,1027881000.0,1851346000.0,7918780000.0,,,,,,,,,,,,,162159228000.0,,,,,,,,32960706000.0,14040984000.0,555112125000.0,,6394770000.0,,,,,,,,,,,,885146934000.0,,7848236000.0,,,103635000.0,53277953000.0,53381588000.0,938528522000.0,,-1010122000.0,4824691000.0,4824691000.0,,,,,,
9,002142.SZ,20170428,20170428,20170331,1,2,3899794000.0,9949842000.0,22572490000.0,3946749000.0,,,62150297000.0,,,,,,4104499000.0,,,,,5122132000.0,,,,11399500000.0,,,259824576000.0,41118397000.0,,16598000.0,,3334446000.0,,5838543000.0,,,,,,272460000.0,,,,1795667000.0,303051504000.0,,,81837662000.0,22891944000.0,180688000.0,10517055000.0,,,,,,,,,,,,106126742000.0,919582710000.0,,,27500000000.0,,46741367000.0,4247464000.0,,,,48181162000.0,,692467000.0,1543528000.0,7955958000.0,,,,,,,,,,,,,137022190000.0,,,,,,,,34725643000.0,9018985000.0,541084882000.0,,9160468000.0,,,,,,,,,,,,867874114000.0,,6688230000.0,,,97659000.0,51610937000.0,51708596000.0,919582710000.0,,-270859000.0,4824691000.0,4824691000.0,,,,,,
